col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,All
,Lisa Deeley,Omar Sabir,Kahlil Williams,Marwan Kreidie,Annette Thompson,Luigi Borda,Jen Devor,Dennis Lee,Carla Cain,Warren Bloom,Robin Trent,Moira Bohannon,Lewis Harris Jr,David H Conroy,Theresa Brunson,All
Lisa Deeley,183,334,60,51,68,41,22,23,32,12,13,17,7,582,302,All
Omar Sabir,,29,32,34,15,8,7,9,3,1,2,3,4,381,125,All
Kahlil Williams,,,9,6,14,6,37,3,11,7,5,3,6,77,98,All
Marwan Kreidie,,,,11,7,5,1,6,4,1,1,3,0,82,57,All
Annette Thompson,,,,,4,5,6,5,7,4,4,2,1,36,85,All
Luigi Borda,,,,,,6,4,11,1,3,2,4,0,53,38,All
Jen Devor,,,,,,,1,3,1,2,3,7,2,45,40,All
Dennis Lee,,,,,,,,6,5,2,4,2,2,43,30,All
Carla Cain,,,,,,,,,0,4,2,1,1,28,44,All
Warren Bloom,,,,,,,,,,5,10,2,2,30,24,All
Robin Trent,,,,,,,,,,,0,2,2,24,27,All
Moira Bohannon,,,,,,,,,,,,2,1,26,24,All
Lewis Harris Jr,,,,,,,,,,,,,0,12,16,All
David H Conroy,,,,,,,,,,,,,,59,0,All
Theresa Brunson,,,,,,,,,,,,,,,25,All
Total,"1,120",567,214,163,142,106,100,89,76,61,54,53,30,899,566,All
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,1
,Lisa Deeley,Omar Sabir,Luigi Borda,Annette Thompson,Kahlil Williams,Moira Bohannon,Carla Cain,Dennis Lee,Jen Devor,Marwan Kreidie,Robin Trent,Warren Bloom,Lewis Harris Jr,David H Conroy,Theresa Brunson,1
Lisa Deeley,16,23,10,5,3,2,1,1,1,1,0,0,1,41,19,1
Omar Sabir,,0,1,0,0,0,0,0,0,0,0,0,0,22,3,1
Luigi Borda,,,1,1,2,1,0,0,0,0,0,1,0,8,5,1
Annette Thompson,,,,1,0,0,2,0,1,0,1,0,0,1,9,1
Kahlil Williams,,,,,1,1,0,0,1,0,1,0,0,6,2,1
Moira Bohannon,,,,,,1,0,0,0,0,0,0,0,3,0,1
Carla Cain,,,,,,,0,0,0,1,0,0,0,2,2,1
Dennis Lee,,,,,,,,0,0,0,0,0,0,3,0,1
Jen Devor,,,,,,,,,0,0,0,0,0,1,2,1
Marwan Kreidie,,,,,,,,,,0,0,0,0,1,1,1
Robin Trent,,,,,,,,,,,0,0,0,2,0,1
Warren Bloom,,,,,,,,,,,,0,0,1,1,1
Lewis Harris Jr,,,,,,,,,,,,,0,0,1,1
David H Conroy,,,,,,,,,,,,,,8,0,1
Theresa Brunson,,,,,,,,,,,,,,,1,1
Total,82,25,18,11,10,5,4,3,3,2,2,2,1,62,27,1
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,2
,Lisa Deeley,Omar Sabir,Kahlil Williams,Marwan Kreidie,Jen Devor,Luigi Borda,Annette Thompson,Carla Cain,Dennis Lee,Warren Bloom,Robin Trent,Lewis Harris Jr,Moira Bohannon,David H Conroy,Theresa Brunson,2
Lisa Deeley,17,14,3,4,4,3,4,1,1,0,0,1,0,29,17,2
Omar Sabir,,1,2,1,0,1,0,0,0,0,0,1,0,19,4,2
Kahlil Williams,,,0,0,0,1,1,1,1,1,0,0,1,7,2,2
Marwan Kreidie,,,,1,0,1,0,0,0,0,0,0,0,2,3,2
Jen Devor,,,,,1,0,1,1,1,0,0,0,0,3,3,2
Luigi Borda,,,,,,1,0,0,0,0,1,0,0,5,0,2
Annette Thompson,,,,,,,0,1,0,0,0,0,0,1,5,2
Carla Cain,,,,,,,,0,0,1,0,0,0,1,4,2
Dennis Lee,,,,,,,,,1,0,0,0,0,2,1,2
Warren Bloom,,,,,,,,,,0,2,0,0,3,1,2
Robin Trent,,,,,,,,,,,0,0,0,2,0,2
Lewis Harris Jr,,,,,,,,,,,,0,0,0,2,2
Moira Bohannon,,,,,,,,,,,,,0,1,0,2
David H Conroy,,,,,,,,,,,,,,6,0,2
Theresa Brunson,,,,,,,,,,,,,,,5,2
Total,68,24,11,9,8,8,7,5,5,4,3,2,1,51,30,2
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,3
,Lisa Deeley,Kahlil Williams,Omar Sabir,Marwan Kreidie,Annette Thompson,Carla Cain,Dennis Lee,Jen Devor,Luigi Borda,Moira Bohannon,Warren Bloom,Lewis Harris Jr,Robin Trent,Theresa Brunson,David H Conroy,3
Lisa Deeley,3,3,6,0,2,0,0,0,0,1,1,0,0,11,10,3
Kahlil Williams,,0,2,0,0,2,0,2,0,0,0,0,0,6,5,3
Omar Sabir,,,0,0,0,0,0,0,1,0,0,0,0,6,4,3
Marwan Kreidie,,,,0,0,0,1,0,0,0,0,0,0,2,1,3
Annette Thompson,,,,,0,0,0,0,0,0,0,0,0,2,0,3
Carla Cain,,,,,,0,0,0,0,0,0,0,0,1,1,3
Dennis Lee,,,,,,,1,0,0,0,0,0,0,1,0,3
Jen Devor,,,,,,,,0,0,0,0,0,0,0,2,3
Luigi Borda,,,,,,,,,0,0,0,0,0,1,1,3
Moira Bohannon,,,,,,,,,,0,0,0,0,0,1,3
Warren Bloom,,,,,,,,,,,0,0,0,0,1,3
Lewis Harris Jr,,,,,,,,,,,,0,0,0,0,3
Robin Trent,,,,,,,,,,,,,0,0,0,3
Theresa Brunson,,,,,,,,,,,,,,0,0,3
David H Conroy,,,,,,,,,,,,,,,0,3
Total,24,11,10,3,2,2,2,2,2,1,1,0,0,19,16,3
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,4
,Lisa Deeley,Omar Sabir,Marwan Kreidie,Dennis Lee,Kahlil Williams,Warren Bloom,Annette Thompson,Carla Cain,Jen Devor,Luigi Borda,Robin Trent,Moira Bohannon,Lewis Harris Jr,David H Conroy,Theresa Brunson,4
Lisa Deeley,17,36,8,6,5,0,7,2,1,2,0,1,1,71,14,4
Omar Sabir,,1,6,0,0,0,0,0,1,1,1,0,0,44,4,4
Marwan Kreidie,,,1,2,0,0,0,0,0,0,0,0,0,11,5,4
Dennis Lee,,,,1,0,1,0,1,1,0,0,0,0,7,1,4
Kahlil Williams,,,,,0,0,2,1,2,0,0,0,0,4,5,4
Warren Bloom,,,,,,2,0,1,0,1,3,0,0,7,2,4
Annette Thompson,,,,,,,0,0,0,1,0,0,0,7,3,4
Carla Cain,,,,,,,,0,0,0,0,0,1,1,4,4
Jen Devor,,,,,,,,,0,0,0,1,0,5,1,4
Luigi Borda,,,,,,,,,,0,0,0,0,5,1,4
Robin Trent,,,,,,,,,,,0,0,0,4,1,4
Moira Bohannon,,,,,,,,,,,,0,0,2,2,4
Lewis Harris Jr,,,,,,,,,,,,,0,1,1,4
David H Conroy,,,,,,,,,,,,,,7,0,4
Theresa Brunson,,,,,,,,,,,,,,,1,4
Total,108,52,18,12,11,11,10,6,6,6,5,4,2,107,26,4
,Judge Of The Municipal Court - Democrat,,City Commissioners - Democrat,,,,,,,,,,,,,5
,David H Conroy,Theresa Brunson,Lisa Deeley,Kahlil Williams,Omar Sabir,Annette Thompson,Marwan Kreidie,Luigi Borda,Moira Bohannon,Carla Cain,Jen Devor,Robin Trent,Warren Bloom,Dennis Lee,Lewis Harris Jr,5
David H Conroy,1,0,10,3,4,1,4,3,1,0,1,0,1,0,0,5
Theresa Brunson,,0,6,4,1,3,1,1,2,1,0,1,0,0,0,5
Lisa Deeley,,,1,2,3,1,3,1,0,0,0,0,1,0,0,5
Kahlil Williams,,,,0,0,2,0,0,0,0,1,0,0,0,0,5
Omar Sabir,,,,,1,1,0,0,0,0,0,0,0,0,0,5
Annette Thompson,,,,,,0,0,1,0,0,0,0,0,0,0,5
Marwan Kreidie,,,,,,,0,0,0,0,0,0,0,0,0,5
Luigi Borda,,,,,,,,0,1,0,0,0,0,0,0,5
Moira Bohannon,,,,,,,,,0,1,0,1,0,0,0,5
Carla Cain,,,,,,,,,,0,0,0,0,0,0,5
Jen Devor,,,,,,,,,,,0,0,0,0,0,5
Robin Trent,,,,,,,,,,,,0,0,0,0,5
