col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,City Commissioners - Democrat,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Dennis Lee,Annette Thompson,Carla Cain,Robin Trent,Lewis Harris Jr,Warren Bloom,Jen Devor,Luigi Borda,Moira Bohannon,Helen Gym,Allan Domb,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Adrián Rivera-reyes,Willie Floyd Singletary,Sandra Dungee Glenn,Deja Lynn Alvarez,Eryn Santamoor,Fareed Abdullah,Ogbonna Paul Hagins,Erika Almirón,Justin Diberardinis,Asa Khalif,Latrice Y Bryant,Billy Thompson,Bobbie Curry,Ethelind Baylor,Fernando Treviño,Beth Finn,Joseph A Diorio,Wayne Allen,Edwin Santana,Mark Ross,Hena Veit,Devon Cade,Vinny Black,Wayne Edmund Dorsey,Sherrie Cohen,All
Omar Sabir,91,"2,159",414,138,147,103,96,29,18,17,15,13,7,"3,162","2,797","2,841","2,742","2,321",353,344,330,285,169,223,181,155,116,180,145,140,123,99,79,51,73,67,71,64,23,45,36,27,1,All
Lisa Deeley,,19,141,82,37,58,45,12,9,8,6,9,2,"2,365","2,160","2,168","2,161","1,867",228,192,158,183,157,70,105,86,107,64,64,59,69,69,45,48,37,41,29,27,40,23,20,15,0,All
Kahlil Williams,,,15,21,46,62,47,25,22,14,25,9,5,567,512,541,543,283,117,80,145,56,162,123,44,97,108,120,83,63,69,53,36,34,29,42,38,28,14,23,21,24,0,All
Marwan Kreidie,,,,14,10,13,7,1,6,3,6,10,2,234,89,68,74,51,223,146,13,149,26,14,106,25,18,14,23,14,22,10,26,22,18,17,9,11,19,7,8,6,0,All
Dennis Lee,,,,,9,17,33,5,9,9,3,7,1,197,169,183,167,114,48,50,83,28,29,24,25,27,34,24,18,49,26,21,39,11,36,14,30,17,10,11,9,12,0,All
Annette Thompson,,,,,,4,19,16,13,7,0,2,3,187,152,161,135,107,64,58,66,49,44,31,23,36,18,35,48,33,25,15,27,26,15,19,11,14,23,7,13,8,0,All
Carla Cain,,,,,,,7,5,9,3,6,2,1,178,154,148,138,108,38,29,57,32,25,18,11,27,41,21,30,15,24,46,30,31,23,14,26,17,11,9,11,5,0,All
Robin Trent,,,,,,,,0,8,2,0,1,2,60,53,51,48,33,18,19,30,13,15,16,8,14,6,11,12,10,14,8,10,17,6,12,10,8,5,6,3,6,0,All
