col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Kahlil Williams,Dennis Lee,Marwan Kreidie,Annette Thompson,Carla Cain,Luigi Borda,Jen Devor,Robin Trent,Lewis Harris Jr,Warren Bloom,Moira Bohannon,Joshua Roberts,Carmella Jacquinto,Cateria R Mccabe,Jennifer Schultz,Sherman Toppin,Kendra Mccrae,Craig Levin,Leon Goodman,Anthony Kyriakakis,Tiffany Palmer,Terri M Booker,Laurie Dow,Jon Marshall,Henry Mcgregor Sias,Wendi Barish,Nicola Serianni,Beth Grossman,James C Crumlish,Janine D Momasso,Chris Hall,Kay Yu,James F Berardinelli,Vicki Markovitz,Robert Trimble,Gregory Weyer,All
Omar Sabir,250,"1,330",477,357,168,167,50,50,18,33,39,47,13,"1,562","1,284","1,113",784,"1,009",762,794,742,803,577,693,550,559,669,341,329,289,257,301,250,218,143,171,141,92,All
Lisa Deeley,,45,56,65,73,74,31,17,12,13,10,5,11,"1,101",915,776,439,711,247,340,264,664,225,307,204,256,583,197,191,183,145,117,88,86,68,119,41,36,All
Kahlil Williams,,,31,117,48,73,24,15,80,22,27,14,8,203,238,268,229,194,411,192,340,179,420,315,246,143,79,153,157,165,153,104,214,176,74,70,82,43,All
Dennis Lee,,,,30,21,22,89,26,11,16,11,11,4,158,283,207,141,160,299,215,273,121,175,184,316,102,53,112,102,128,152,183,96,73,119,53,37,26,All
Marwan Kreidie,,,,,16,12,8,9,5,4,6,3,1,240,43,51,276,37,63,196,51,58,69,45,47,163,34,63,84,57,81,20,49,42,23,21,27,10,All
Annette Thompson,,,,,,3,33,4,5,14,9,6,5,121,110,93,157,74,178,94,122,32,188,149,122,78,20,122,112,119,34,49,57,65,32,56,52,22,All
Carla Cain,,,,,,,0,6,5,13,7,2,5,33,113,58,76,34,79,107,51,29,85,50,132,21,13,54,49,70,88,104,31,43,89,29,19,14,All
Luigi Borda,,,,,,,,4,13,2,2,1,4,46,41,41,54,25,35,34,41,35,49,23,23,21,21,33,45,29,40,23,26,28,25,15,20,12,All
Jen Devor,,,,,,,,,1,3,3,0,0,11,23,47,60,9,40,23,41,67,94,21,32,9,18,36,30,38,53,18,55,52,19,14,5,12,All
Robin Trent,,,,,,,,,,2,4,6,5,26,31,37,39,30,60,24,36,24,53,50,48,18,15,25,31,37,16,20,26,27,12,13,7,10,All
Lewis Harris Jr,,,,,,,,,,,2,6,0,27,31,24,32,26,45,23,40,13,42,56,35,32,8,25,20,20,17,11,35,17,12,11,17,15,All
Warren Bloom,,,,,,,,,,,,5,0,27,13,31,21,26,35,25,45,14,28,40,29,15,13,15,13,29,10,10,14,11,14,17,18,2,All
Moira Bohannon,,,,,,,,,,,,,0,12,17,15,21,4,18,8,7,7,18,9,17,8,2,24,20,7,5,15,4,10,6,12,4,0,All
Joshua Roberts,,,,,,,,,,,,,,53,742,756,393,782,227,400,277,681,182,250,153,409,620,163,150,142,168,50,108,70,45,65,63,24,All
Carmella Jacquinto,,,,,,,,,,,,,,,29,840,188,723,354,277,322,690,272,340,302,98,582,153,125,142,189,260,84,100,121,112,55,30,All
Cateria R Mccabe,,,,,,,,,,,,,,,,11,179,816,410,181,334,740,289,223,239,114,646,116,138,94,57,244,76,117,71,99,39,19,All
Jennifer Schultz,,,,,,,,,,,,,,,,,40,109,289,419,178,116,288,209,203,363,60,254,287,248,137,98,117,137,61,103,74,29,All
Sherman Toppin,,,,,,,,,,,,,,,,,,8,240,121,217,677,173,224,186,111,637,74,82,50,57,101,69,70,41,43,36,25,All
Kendra Mccrae,,,,,,,,,,,,,,,,,,,17,190,427,141,476,432,359,148,52,212,193,220,111,169,163,181,69,61,81,48,All
Craig Levin,,,,,,,,,,,,,,,,,,,,33,303,81,157,161,223,325,38,131,190,125,210,180,91,60,128,114,70,58,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,7,134,352,341,273,167,66,130,162,175,143,190,164,119,88,116,89,72,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,2,220,80,79,52,622,79,61,82,136,65,155,105,65,29,31,16,All
Tiffany Palmer,,,,,,,,,,,,,,,,,,,,,,,2,373,289,124,80,231,192,213,167,97,267,204,86,73,73,43,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,8,269,129,40,179,127,156,108,101,178,153,36,63,81,46,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,,,,,,15,114,52,175,155,195,155,179,109,105,135,57,66,30,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,18,32,103,110,92,107,45,71,45,22,31,54,21,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,,5,37,45,38,22,30,15,45,48,27,22,10,All
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,169,204,117,96,88,95,51,85,42,22,All
Nicola Serianni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,157,94,75,60,94,53,85,43,64,All
Beth Grossman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,81,67,103,76,74,96,37,39,All
James C Crumlish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,95,157,57,122,26,45,8,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,21,45,125,86,14,17,All
Chris Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,98,41,23,60,27,All
Kay Yu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,35,30,29,26,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,42,21,16,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,10,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,All
Total,"3,992","2,013","1,089",872,507,463,289,186,161,147,135,115,59,"2,106","1,742","1,504","1,436","1,272","1,259","1,252","1,142","1,123","1,091","1,068",989,846,818,660,649,633,580,538,515,459,353,322,249,173,All
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
