col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Judge Of The Superior Court - Democrat,,,Sheriff - Democrat,,,,All
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Rochelle Bilal,Jewell Williams,Malika Rahman,Larry King Sr,All
Daniel D Mccaffery,"12,417","46,352","18,562","40,757","33,605","27,549","7,420",All
Amanda Green-hawkins,,"2,690","16,063","31,542","21,796","17,619","3,360",All
Beth Tarasi,,,"2,518","19,901","6,368","10,845","2,809",All
Rochelle Bilal,,,,"4,884",0,0,0,All
Jewell Williams,,,,,"4,352",0,0,All
Malika Rahman,,,,,,"3,206",0,All
Larry King Sr,,,,,,,857,All
Total,"127,354","81,956","44,654","66,715","44,300","41,430","9,832",All
