col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,division
,Judge Of The Municipal Court - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Theresa Brunson,David H Conroy,Isaiah Thomas,Derek S Green,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Adrián Rivera-reyes,Willie Floyd Singletary,Deja Lynn Alvarez,Sandra Dungee Glenn,Fareed Abdullah,Ogbonna Paul Hagins,Billy Thompson,Asa Khalif,Eryn Santamoor,Latrice Y Bryant,Justin Diberardinis,Erika Almirón,Beth Finn,Fernando Treviño,Joseph A Diorio,Wayne Allen,Ethelind Baylor,Bobbie Curry,Vinny Black,Hena Veit,Mark Ross,Edwin Santana,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,All
Theresa Brunson,134,0,"1,193","1,160","1,114",798,800,301,327,283,247,237,153,166,184,143,139,91,112,103,79,80,64,61,51,53,61,46,60,45,39,1,All
David H Conroy,,32,207,193,171,294,112,193,145,132,35,38,90,42,25,36,26,32,13,19,34,25,29,18,9,14,6,18,8,10,11,0,All
Isaiah Thomas,,,29,"1,175","1,028",556,760,91,118,84,167,181,42,116,144,68,77,72,65,52,27,41,47,59,27,36,18,34,29,32,26,1,All
Derek S Green,,,,39,"1,086",585,772,78,112,72,165,148,28,91,108,74,69,73,51,44,28,38,40,45,23,28,6,27,24,14,22,1,All
Allan Domb,,,,,65,522,719,105,109,76,129,117,37,83,82,99,39,53,27,41,36,43,35,21,24,25,10,24,13,24,22,1,All
Helen Gym,,,,,,91,322,259,227,218,167,110,173,91,102,91,63,78,81,55,51,32,21,59,18,17,38,17,22,19,16,0,All
Katherine Gilmore Richardson,,,,,,,5,47,52,41,95,71,21,45,50,51,49,39,39,34,23,19,17,18,16,15,15,21,12,15,12,0,All
Adrián Rivera-reyes,,,,,,,,18,212,198,27,27,147,23,27,36,31,5,22,34,37,22,12,10,8,11,20,4,7,7,8,0,All
