col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Mayor - Republican,Council At Large - Republican,,,,,,,All
,Billy Ciancaglini,Bill Heeney,Al Taubenberger,Dan Tinney,Matt Wolfe,David Oh,Drew Murray,Irina M Goldstein,All
Billy Ciancaglini,2,141,140,134,128,59,35,21,All
Bill Heeney,,2,121,125,116,50,26,16,All
Al Taubenberger,,,3,122,110,49,23,17,All
Dan Tinney,,,,3,111,50,22,10,All
Matt Wolfe,,,,,1,44,16,10,All
David Oh,,,,,,1,19,13,All
Drew Murray,,,,,,,0,13,All
Irina M Goldstein,,,,,,,,0,All
Total,191,155,153,147,139,66,36,23,All
,Council At Large - Republican,,,,,,,Mayor - Republican,1
,Al Taubenberger,Bill Heeney,Dan Tinney,Matt Wolfe,David Oh,Drew Murray,Irina M Goldstein,Billy Ciancaglini,1
Al Taubenberger,0,3,3,3,1,0,0,4,1
Bill Heeney,,0,3,3,1,0,0,3,1
Dan Tinney,,,0,3,1,0,0,3,1
Matt Wolfe,,,,0,1,0,0,3,1
David Oh,,,,,0,0,0,1,1
Drew Murray,,,,,,0,0,0,1
Irina M Goldstein,,,,,,,0,0,1
Billy Ciancaglini,,,,,,,,0,1
Total,4,3,3,3,1,0,0,4,1
,Mayor - Republican,Council At Large - Republican,,,,,,,2
,Billy Ciancaglini,Dan Tinney,Matt Wolfe,Al Taubenberger,David Oh,Drew Murray,Bill Heeney,Irina M Goldstein,2
Billy Ciancaglini,0,2,2,1,1,1,0,0,2
Dan Tinney,,0,1,1,1,1,0,0,2
Matt Wolfe,,,0,1,1,1,0,0,2
Al Taubenberger,,,,0,1,1,0,0,2
David Oh,,,,,0,1,0,0,2
Drew Murray,,,,,,0,0,0,2
Bill Heeney,,,,,,,0,0,2
Irina M Goldstein,,,,,,,,0,2
Total,3,2,2,1,1,1,0,0,2
,Council At Large - Republican,,,,,,,Mayor - Republican,3
,Al Taubenberger,Bill Heeney,Dan Tinney,Matt Wolfe,David Oh,Irina M Goldstein,Drew Murray,Billy Ciancaglini,3
Al Taubenberger,1,4,3,3,3,2,0,5,3
Bill Heeney,,0,2,3,3,2,0,3,3
Dan Tinney,,,1,1,1,0,0,3,3
Matt Wolfe,,,,0,2,2,0,3,3
David Oh,,,,,0,2,0,2,3
Irina M Goldstein,,,,,,0,0,1,3
Drew Murray,,,,,,,0,0,3
Billy Ciancaglini,,,,,,,,0,3
Total,7,4,4,4,3,2,0,6,3
,Council At Large - Republican,,,,,,,Mayor - Republican,4
,Bill Heeney,Al Taubenberger,Dan Tinney,David Oh,Matt Wolfe,Drew Murray,Irina M Goldstein,Billy Ciancaglini,4
Bill Heeney,0,4,2,3,2,1,1,7,4
Al Taubenberger,,0,2,2,2,1,1,4,4
Dan Tinney,,,0,1,2,0,0,2,4
David Oh,,,,0,2,0,1,2,4
Matt Wolfe,,,,,0,0,1,2,4
Drew Murray,,,,,,0,0,1,4
Irina M Goldstein,,,,,,,0,1,4
Billy Ciancaglini,,,,,,,,0,4
Total,8,4,3,3,3,1,1,7,4
,Council At Large - Republican,,,,,,,Mayor - Republican,5
,Bill Heeney,Dan Tinney,Matt Wolfe,Al Taubenberger,David Oh,Drew Murray,Irina M Goldstein,Billy Ciancaglini,5
Bill Heeney,0,7,7,6,2,1,0,7,5
Dan Tinney,,0,7,6,2,1,0,7,5
Matt Wolfe,,,0,6,2,1,0,7,5
Al Taubenberger,,,,0,1,0,0,6,5
David Oh,,,,,0,1,0,2,5
Drew Murray,,,,,,0,0,1,5
Irina M Goldstein,,,,,,,0,0,5
Billy Ciancaglini,,,,,,,,0,5
Total,7,7,7,6,2,1,0,7,5
,Council At Large - Republican,,,,,,,Mayor - Republican,6
,Al Taubenberger,Bill Heeney,Matt Wolfe,Dan Tinney,David Oh,Drew Murray,Irina M Goldstein,Billy Ciancaglini,6
Al Taubenberger,1,12,12,11,3,1,1,12,6
Bill Heeney,,0,12,11,3,1,1,13,6
Matt Wolfe,,,0,11,3,1,1,12,6
Dan Tinney,,,,0,2,1,0,11,6
David Oh,,,,,0,0,1,3,6
Drew Murray,,,,,,0,0,1,6
Irina M Goldstein,,,,,,,0,1,6
Billy Ciancaglini,,,,,,,,0,6
Total,13,13,12,11,3,1,1,13,6
,Mayor - Republican,Council At Large - Republican,,,,,,,7
,Billy Ciancaglini,Dan Tinney,David Oh,Al Taubenberger,Bill Heeney,Drew Murray,Irina M Goldstein,Matt Wolfe,7
Billy Ciancaglini,0,2,2,1,1,1,1,1,7
Dan Tinney,,0,1,1,1,0,0,1,7
David Oh,,,0,1,1,1,1,1,7
Al Taubenberger,,,,0,1,0,0,1,7
Bill Heeney,,,,,0,0,0,1,7
Drew Murray,,,,,,0,1,0,7
Irina M Goldstein,,,,,,,0,0,7
Matt Wolfe,,,,,,,,0,7
Total,3,2,2,1,1,1,1,1,7
,Mayor - Republican,Council At Large - Republican,,,,,,,8
,Billy Ciancaglini,Al Taubenberger,Dan Tinney,Matt Wolfe,Bill Heeney,David Oh,Drew Murray,Irina M Goldstein,8
Billy Ciancaglini,0,2,2,1,0,0,0,0,8
Al Taubenberger,,0,1,1,0,0,0,0,8
Dan Tinney,,,0,1,0,0,0,0,8
Matt Wolfe,,,,0,0,0,0,0,8
Bill Heeney,,,,,0,0,0,0,8
David Oh,,,,,,0,0,0,8
Drew Murray,,,,,,,0,0,8
Irina M Goldstein,,,,,,,,0,8
Total,3,2,2,1,0,0,0,0,8
,Mayor - Republican,Council At Large - Republican,,,,,,,9
,Billy Ciancaglini,Al Taubenberger,Bill Heeney,Dan Tinney,David Oh,Drew Murray,Matt Wolfe,Irina M Goldstein,9
Billy Ciancaglini,0,4,4,4,3,3,1,0,9
Al Taubenberger,,0,3,4,3,2,1,0,9
Bill Heeney,,,0,3,2,2,1,0,9
Dan Tinney,,,,0,3,2,1,0,9
David Oh,,,,,1,2,0,0,9
Drew Murray,,,,,,0,0,0,9
Matt Wolfe,,,,,,,0,0,9
Irina M Goldstein,,,,,,,,0,9
Total,6,4,4,4,4,3,1,0,9
,Council At Large - Republican,,,,,,,Mayor - Republican,10
,Bill Heeney,Al Taubenberger,Dan Tinney,Matt Wolfe,David Oh,Drew Murray,Irina M Goldstein,Billy Ciancaglini,10
Bill Heeney,1,4,3,3,1,1,1,3,10
Al Taubenberger,,0,3,3,1,1,1,3,10
Dan Tinney,,,0,4,1,0,0,4,10
Matt Wolfe,,,,0,1,0,0,4,10
David Oh,,,,,0,1,1,2,10
Drew Murray,,,,,,0,1,0,10
Irina M Goldstein,,,,,,,0,0,10
Billy Ciancaglini,,,,,,,,0,10
Total,5,4,4,4,3,1,1,5,10
,Mayor - Republican,Council At Large - Republican,,,,,,,11
,Billy Ciancaglini,Dan Tinney,Al Taubenberger,Bill Heeney,David Oh,Matt Wolfe,Drew Murray,Irina M Goldstein,11
Billy Ciancaglini,0,2,1,1,1,1,0,0,11
Dan Tinney,,0,1,1,1,1,0,0,11
