col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Tiffany Palmer,Jennifer Schultz,Cateria R Mccabe,Anthony Kyriakakis,Wendi Barish,Kay Yu,Nicola Serianni,Henry Mcgregor Sias,James C Crumlish,Joshua Roberts,Janine D Momasso,Chris Hall,Carmella Jacquinto,Leon Goodman,Kendra Mccrae,Craig Levin,Beth Grossman,Terri M Booker,Laurie Dow,Sherman Toppin,Jon Marshall,Vicki Markovitz,James F Berardinelli,Gregory Weyer,Robert Trimble,Kahlil Williams,Omar Sabir,Jen Devor,Lisa Deeley,Marwan Kreidie,Luigi Borda,Annette Thompson,Dennis Lee,Moira Bohannon,Carla Cain,Robin Trent,Lewis Harris Jr,Warren Bloom,All
Tiffany Palmer,22,"1,388","1,088","1,128","1,055","1,135",999,863,581,99,534,546,194,320,312,101,181,149,168,70,63,142,140,80,26,"1,474",325,996,337,412,399,127,75,165,128,72,32,16,All
Jennifer Schultz,,36,966,532,897,760,987,567,215,170,493,139,170,160,218,191,215,101,148,43,167,124,64,27,42,890,370,685,373,375,315,152,61,132,92,65,27,10,All
Cateria R Mccabe,,,6,441,705,523,880,551,76,267,524,44,296,120,177,98,72,142,106,262,32,44,39,41,20,646,413,540,320,160,289,82,110,97,65,31,17,8,All
Anthony Kyriakakis,,,,10,446,656,273,678,599,245,75,528,249,252,133,71,89,62,82,220,35,86,88,18,14,876,329,504,400,268,149,48,58,92,59,39,15,5,All
Wendi Barish,,,,,2,401,797,333,171,85,485,125,185,155,172,118,198,115,141,37,58,152,82,44,24,688,258,433,288,216,216,115,75,118,86,50,18,16,All
Kay Yu,,,,,,3,435,579,272,46,100,252,120,197,179,60,106,79,101,35,24,70,87,35,19,831,142,669,155,219,244,68,40,65,76,38,17,10,All
Nicola Serianni,,,,,,,1,315,121,76,510,56,125,82,152,106,142,89,92,38,67,85,37,53,19,544,228,455,178,219,320,108,66,109,72,51,20,9,All
Henry Mcgregor Sias,,,,,,,,6,173,190,92,143,198,134,72,24,39,24,43,183,12,62,51,34,8,610,235,448,280,162,222,23,29,54,35,21,11,3,All
James C Crumlish,,,,,,,,,4,86,24,481,70,176,65,83,49,35,57,23,47,35,45,6,20,428,124,269,135,186,79,27,43,47,35,20,8,4,All
Joshua Roberts,,,,,,,,,,13,28,44,223,95,60,170,65,103,74,268,149,32,27,12,28,121,493,19,342,115,21,53,70,8,14,14,24,9,All
Janine D Momasso,,,,,,,,,,,3,18,86,68,91,27,67,63,72,43,17,37,34,52,14,272,138,179,88,92,137,70,42,84,42,25,10,10,All
Chris Hall,,,,,,,,,,,,1,46,118,77,35,49,52,55,23,25,24,35,5,23,395,79,240,86,137,56,25,24,40,35,15,16,8,All
