col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Carmella Jacquinto,Anthony Kyriakakis,Jennifer Schultz,Joshua Roberts,Craig Levin,Jon Marshall,Tiffany Palmer,James C Crumlish,Nicola Serianni,Wendi Barish,Henry Mcgregor Sias,Kay Yu,Beth Grossman,Terri M Booker,Cateria R Mccabe,Vicki Markovitz,Laurie Dow,Kendra Mccrae,Leon Goodman,Janine D Momasso,Chris Hall,Sherman Toppin,Robert Trimble,James F Berardinelli,Gregory Weyer,Helen Gym,Adrián Rivera-reyes,Deja Lynn Alvarez,Isaiah Thomas,Allan Domb,Willie Floyd Singletary,Erika Almirón,Justin Diberardinis,Derek S Green,Katherine Gilmore Richardson,Fernando Treviño,Ogbonna Paul Hagins,Eryn Santamoor,Beth Finn,Edwin Santana,Sandra Dungee Glenn,Billy Thompson,Fareed Abdullah,Ethelind Baylor,Joseph A Diorio,Latrice Y Bryant,Asa Khalif,Hena Veit,Vinny Black,Bobbie Curry,Devon Cade,Wayne Allen,Mark Ross,Wayne Edmund Dorsey,Sherrie Cohen,All
Carmella Jacquinto,21,267,36,20,9,9,19,14,16,20,14,15,14,13,18,14,18,15,14,12,7,11,7,6,2,47,38,30,31,25,9,29,20,20,17,29,7,8,10,14,14,6,9,13,6,6,18,10,3,5,7,4,4,4,0,All
Anthony Kyriakakis,,35,21,25,12,9,22,32,10,11,12,14,10,9,13,11,4,3,5,1,13,7,2,4,2,44,26,28,28,17,10,23,17,18,16,19,4,12,13,9,6,7,7,5,1,6,8,3,2,2,0,2,3,3,0,All
Jennifer Schultz,,,20,89,62,59,55,40,70,40,33,21,24,12,22,26,21,21,10,18,9,9,9,6,4,107,107,89,54,36,45,55,43,41,40,20,40,16,20,13,16,13,6,13,9,9,10,9,4,9,6,3,3,1,0,All
Joshua Roberts,,,,4,55,57,31,56,40,16,32,8,8,13,7,9,9,9,11,2,6,9,9,4,4,76,72,62,42,25,54,30,24,38,34,17,30,10,5,11,7,6,7,6,7,8,7,7,2,6,3,4,3,2,0,All
Craig Levin,,,,,9,50,10,13,15,10,3,5,11,8,1,9,6,5,12,6,6,6,4,3,3,57,61,51,12,13,40,8,3,7,6,8,34,6,4,6,6,9,7,5,8,7,1,1,1,5,4,2,1,1,0,All
Jon Marshall,,,,,,5,9,9,13,15,2,4,12,8,3,4,10,4,11,2,5,3,8,0,3,58,50,51,11,13,38,10,3,10,10,9,30,8,4,6,2,3,5,1,8,8,6,3,2,2,0,2,2,1,0,All
Tiffany Palmer,,,,,,,0,36,47,22,37,21,15,17,23,14,13,14,12,11,12,7,6,4,2,43,27,12,47,15,7,43,38,36,33,14,4,15,11,7,9,10,7,12,7,7,9,3,4,3,6,9,5,2,0,All
James C Crumlish,,,,,,,,1,34,11,27,9,2,10,7,7,4,4,9,2,13,5,6,3,2,28,25,19,35,8,12,29,32,32,26,9,6,12,7,7,6,7,2,4,6,5,3,5,3,2,3,2,3,1,0,All
Nicola Serianni,,,,,,,,,0,25,35,12,11,5,14,12,10,12,5,12,3,4,3,3,1,38,30,22,42,14,10,43,34,31,36,10,8,7,8,7,8,4,2,10,7,10,2,6,4,4,2,1,1,1,0,All
Wendi Barish,,,,,,,,,,3,7,8,19,13,15,16,17,12,8,10,2,4,5,0,1,37,17,21,21,16,10,15,15,14,21,14,7,16,10,6,6,5,5,9,9,5,7,4,2,6,5,1,3,1,0,All
Henry Mcgregor Sias,,,,,,,,,,,0,15,3,2,14,7,7,3,2,6,3,8,3,6,4,24,12,9,36,8,6,30,31,27,32,7,2,4,3,4,5,2,2,7,3,1,3,4,6,3,4,1,0,2,0,All
Kay Yu,,,,,,,,,,,,2,6,11,15,8,8,10,3,9,5,4,4,6,3,30,19,13,15,15,1,16,14,5,8,16,2,7,8,8,5,5,4,10,1,4,5,3,3,0,2,2,2,0,0,All
Beth Grossman,,,,,,,,,,,,,0,9,6,14,13,13,12,9,6,4,1,5,3,24,14,18,12,16,10,9,3,10,13,7,5,11,6,3,7,6,4,5,11,5,2,3,5,4,4,4,3,4,0,All
Terri M Booker,,,,,,,,,,,,,,1,5,9,6,9,13,8,6,4,2,2,0,19,8,5,19,11,6,8,8,18,9,9,1,4,4,2,5,5,12,6,5,4,5,5,3,2,4,7,4,2,0,All
Cateria R Mccabe,,,,,,,,,,,,,,,1,8,7,5,3,7,4,6,1,3,0,31,8,6,21,12,0,19,15,10,12,6,4,6,4,2,4,3,2,9,0,3,4,4,1,2,2,0,0,0,0,All
Vicki Markovitz,,,,,,,,,,,,,,,,0,6,6,6,4,6,5,2,7,1,19,12,14,10,12,6,16,7,8,10,9,3,8,6,6,11,6,4,5,3,5,4,7,5,4,4,4,1,0,0,All
Laurie Dow,,,,,,,,,,,,,,,,,0,7,4,9,5,5,5,5,4,19,12,8,9,16,4,7,1,9,9,10,3,7,8,6,8,6,9,2,10,3,6,3,6,5,3,2,1,4,0,All
Kendra Mccrae,,,,,,,,,,,,,,,,,,0,6,8,6,4,3,1,1,15,16,6,11,9,5,12,3,7,10,10,5,5,8,4,9,4,4,6,4,9,3,1,3,4,3,2,2,2,0,All
Leon Goodman,,,,,,,,,,,,,,,,,,,1,7,4,6,1,2,2,16,8,9,8,7,8,6,5,15,7,4,2,4,3,3,4,4,4,9,5,7,3,4,3,3,1,5,2,3,0,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,0,1,3,2,6,2,12,12,11,11,8,0,10,7,5,7,7,2,2,6,6,7,1,6,5,5,2,7,3,1,4,2,2,1,0,0,All
Chris Hall,,,,,,,,,,,,,,,,,,,,,0,1,3,2,3,14,8,5,10,8,5,8,6,9,2,1,2,5,3,1,2,7,3,2,3,5,2,1,3,2,1,2,1,2,0,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,0,2,1,2,14,4,6,10,12,2,1,2,7,8,5,1,2,3,1,4,6,3,1,3,2,2,3,3,1,0,2,2,0,0,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,1,1,0,5,6,6,4,5,5,5,2,3,6,3,1,2,1,4,0,3,2,1,3,4,2,2,2,4,5,2,0,0,0,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,0,2,8,2,7,3,7,2,2,2,2,4,5,0,1,1,4,3,3,3,1,3,0,2,4,3,1,3,1,0,0,0,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,4,4,3,4,0,1,1,2,0,1,1,2,2,3,1,1,1,2,1,2,0,4,2,1,2,0,1,0,All
Helen Gym,,,,,,,,,,,,,,,,,,,,,,,,,,11,63,63,46,49,43,38,36,29,22,25,43,23,13,7,10,10,4,17,8,10,11,11,5,1,5,7,3,1,0,All
Adrián Rivera-reyes,,,,,,,,,,,,,,,,,,,,,,,,,,,18,63,16,16,37,24,9,11,11,31,38,16,8,23,7,6,6,6,9,8,7,1,1,9,3,3,2,1,0,All
Deja Lynn Alvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,12,18,42,17,5,5,11,25,36,11,5,17,3,7,5,1,9,4,7,10,3,3,5,0,2,1,0,All
Isaiah Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27,9,46,42,48,39,12,4,6,4,6,4,5,11,17,5,5,13,7,2,3,3,5,4,0,0,All
