col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,division
,District Council 1st District - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Mark F Squilla,Lou Lanni,Helen Gym,Justin Diberardinis,Allan Domb,Isaiah Thomas,Derek S Green,Erika Almirón,Katherine Gilmore Richardson,Adrián Rivera-reyes,Eryn Santamoor,Deja Lynn Alvarez,Ethelind Baylor,Beth Finn,Fernando Treviño,Joseph A Diorio,Ogbonna Paul Hagins,Sandra Dungee Glenn,Willie Floyd Singletary,Billy Thompson,Asa Khalif,Latrice Y Bryant,Hena Veit,Fareed Abdullah,Vinny Black,Edwin Santana,Mark Ross,Bobbie Curry,Wayne Allen,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,All
Mark F Squilla,673,0,"1,834","1,420","1,334",989,933,789,804,633,716,499,379,322,234,222,157,157,157,157,123,97,85,93,81,69,71,59,47,34,32,1,All
Lou Lanni,,47,381,166,118,143,83,162,118,233,110,163,70,101,75,59,70,51,60,44,39,35,48,22,21,17,13,18,12,15,7,0,All
Helen Gym,,,21,"1,006",545,740,494,904,461,583,569,447,416,273,191,96,143,145,88,77,102,75,86,61,40,44,31,32,19,21,13,1,All
Justin Diberardinis,,,,4,709,801,595,566,506,230,350,137,316,112,77,111,29,62,15,49,43,30,25,21,30,18,32,20,16,13,8,1,All
Allan Domb,,,,,31,449,635,98,507,125,352,90,33,94,79,120,28,66,29,73,28,17,26,30,46,24,34,26,17,21,16,0,All
Isaiah Thomas,,,,,,6,520,490,476,154,155,66,312,58,35,29,26,49,20,21,34,27,16,38,7,11,20,5,12,14,4,0,All
Derek S Green,,,,,,,2,138,523,139,218,123,52,60,46,31,18,25,16,34,28,33,13,29,26,14,11,12,10,5,4,0,All
Erika Almirón,,,,,,,,5,144,259,208,198,356,115,83,19,30,57,8,13,50,32,25,27,13,15,10,8,7,4,4,0,All
Katherine Gilmore Richardson,,,,,,,,,3,96,220,80,51,107,77,35,20,71,14,24,20,40,35,13,18,11,14,10,11,4,6,1,All
Adrián Rivera-reyes,,,,,,,,,,6,199,342,80,128,100,44,122,42,92,27,47,41,36,21,17,35,12,12,12,4,6,0,All
Eryn Santamoor,,,,,,,,,,,4,121,65,114,111,42,35,58,16,36,28,30,46,23,21,20,17,15,7,12,7,1,All
Deja Lynn Alvarez,,,,,,,,,,,,11,59,87,92,30,113,33,84,27,49,45,36,30,8,20,11,9,8,5,3,0,All
Ethelind Baylor,,,,,,,,,,,,,2,45,23,2,11,9,6,8,18,11,6,13,1,3,7,3,8,1,2,0,All
Beth Finn,,,,,,,,,,,,,,0,31,38,17,62,13,41,32,25,40,19,17,13,12,13,12,8,5,0,All
Fernando Treviño,,,,,,,,,,,,,,,3,44,20,8,18,27,16,14,16,13,12,25,4,8,13,3,2,0,All
Joseph A Diorio,,,,,,,,,,,,,,,,6,15,10,36,52,2,11,12,6,21,22,26,27,7,7,12,0,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,1,5,66,17,11,8,11,7,5,7,2,2,1,1,0,0,All
Sandra Dungee Glenn,,,,,,,,,,,,,,,,,,1,4,9,25,17,23,10,10,3,4,8,5,5,3,0,All
Willie Floyd Singletary,,,,,,,,,,,,,,,,,,,1,19,8,8,5,6,11,5,7,9,8,3,4,0,All
Billy Thompson,,,,,,,,,,,,,,,,,,,,1,6,14,12,9,21,5,21,15,10,6,6,0,All
Asa Khalif,,,,,,,,,,,,,,,,,,,,,0,11,13,36,3,7,6,3,8,5,4,0,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,0,11,10,6,3,7,9,6,3,3,0,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,0,6,9,4,0,5,4,4,0,0,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,0,6,5,3,4,8,6,2,0,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,9,5,11,0,0,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,8,8,3,3,0,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,6,3,10,0,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,8,2,0,All
