col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,Judge Of The Municipal Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,David H Conroy,Theresa Brunson,James C Crumlish,Jennifer Schultz,Anthony Kyriakakis,Tiffany Palmer,Kay Yu,Wendi Barish,Carmella Jacquinto,Beth Grossman,Chris Hall,Nicola Serianni,Joshua Roberts,Henry Mcgregor Sias,Cateria R Mccabe,Kendra Mccrae,Craig Levin,Vicki Markovitz,Laurie Dow,James F Berardinelli,Leon Goodman,Terri M Booker,Janine D Momasso,Jon Marshall,Sherman Toppin,Robert Trimble,Gregory Weyer,All
David H Conroy,76,0,"1,622","1,035","1,606","1,272",844,567,618,472,838,421,608,610,389,212,367,230,200,363,273,113,114,193,91,98,60,All
Theresa Brunson,,56,491,"1,085",407,644,476,654,483,571,196,523,245,157,363,455,252,335,367,141,241,327,267,168,140,57,42,All
James C Crumlish,,,48,853,"1,561","1,095",677,488,729,400,888,292,501,443,250,157,259,178,166,257,158,119,72,136,72,87,37,All
Jennifer Schultz,,,,77,679,790,562,692,421,605,288,597,359,262,367,329,382,341,297,188,180,172,204,255,87,93,33,All
Anthony Kyriakakis,,,,,17,"1,415",858,516,599,345,926,320,394,598,336,170,190,154,144,264,156,81,71,45,62,49,28,All
Tiffany Palmer,,,,,,19,828,635,330,379,913,417,139,433,345,280,151,194,233,201,178,175,124,42,58,26,31,All
Kay Yu,,,,,,,12,351,428,215,372,265,162,448,240,201,91,133,139,116,99,141,105,30,54,18,38,All
Wendi Barish,,,,,,,,8,273,429,231,460,158,131,210,246,172,248,253,122,122,146,158,86,52,37,15,All
Carmella Jacquinto,,,,,,,,,10,247,125,206,317,312,254,222,93,147,149,84,131,151,138,34,60,25,24,All
Beth Grossman,,,,,,,,,,14,183,297,125,61,146,239,158,276,252,175,128,121,122,61,42,47,27,All
Chris Hall,,,,,,,,,,,9,117,79,156,85,97,79,70,110,133,74,65,24,30,29,40,16,All
Nicola Serianni,,,,,,,,,,,,4,140,104,190,201,183,186,159,112,83,94,136,91,38,29,19,All
Joshua Roberts,,,,,,,,,,,,,17,244,148,55,257,69,54,59,103,83,23,203,57,42,15,All
Henry Mcgregor Sias,,,,,,,,,,,,,,2,228,42,35,36,28,71,52,29,37,13,32,23,22,All
Cateria R Mccabe,,,,,,,,,,,,,,,4,181,54,102,115,61,117,99,140,38,71,25,15,All
Kendra Mccrae,,,,,,,,,,,,,,,,4,54,129,178,52,132,139,115,30,64,31,16,All
Craig Levin,,,,,,,,,,,,,,,,,10,98,60,68,126,50,40,193,31,39,20,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,3,144,70,83,60,82,38,27,27,13,All
Laurie Dow,,,,,,,,,,,,,,,,,,,7,49,77,116,84,36,36,19,17,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,5,100,36,64,37,26,44,27,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,3,124,75,58,82,31,28,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,4,74,41,64,25,23,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,9,13,40,13,13,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,7,29,24,8,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,3,15,7,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"2,870","1,936","2,483","2,404","2,344","2,181","1,495","1,340","1,282","1,161","1,161","1,034",915,845,817,721,708,634,625,568,556,491,427,390,251,183,113,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,1
,Tiffany Palmer,James C Crumlish,Anthony Kyriakakis,Jennifer Schultz,Carmella Jacquinto,Wendi Barish,Kay Yu,Beth Grossman,Nicola Serianni,Chris Hall,Kendra Mccrae,Laurie Dow,Terri M Booker,Joshua Roberts,Cateria R Mccabe,Vicki Markovitz,Henry Mcgregor Sias,Janine D Momasso,Leon Goodman,James F Berardinelli,Craig Levin,Gregory Weyer,Robert Trimble,Sherman Toppin,Jon Marshall,David H Conroy,Theresa Brunson,1
Tiffany Palmer,1,20,22,13,12,14,15,10,11,13,11,8,5,2,7,5,5,1,4,0,2,1,1,1,0,21,16,1
James C Crumlish,,1,22,11,12,7,15,7,4,16,4,3,3,10,3,3,7,0,4,4,2,2,2,3,1,24,12,1
Anthony Kyriakakis,,,0,4,7,11,14,6,5,14,5,4,3,5,4,4,8,0,3,4,3,1,1,3,0,22,8,1
Jennifer Schultz,,,,1,14,12,7,10,10,4,7,6,4,6,7,6,1,5,0,2,1,0,1,1,1,9,19,1
Carmella Jacquinto,,,,,0,12,12,7,5,4,8,5,6,7,5,5,4,6,2,0,0,1,0,0,0,12,16,1
Wendi Barish,,,,,,0,7,7,8,3,7,8,7,2,6,7,4,7,1,2,3,1,1,0,0,12,14,1
Kay Yu,,,,,,,0,2,7,7,6,1,2,6,3,1,7,2,4,1,0,2,0,1,0,17,9,1
Beth Grossman,,,,,,,,0,7,6,7,8,6,1,1,4,0,2,2,3,1,1,0,1,0,5,14,1
Nicola Serianni,,,,,,,,,0,1,6,4,5,1,7,1,0,4,3,2,1,0,1,0,1,5,14,1
Chris Hall,,,,,,,,,,0,3,1,3,1,1,0,2,0,1,3,1,1,1,1,0,13,5,1
Kendra Mccrae,,,,,,,,,,,0,4,4,0,2,3,0,3,2,1,1,1,0,0,0,4,13,1
Laurie Dow,,,,,,,,,,,,0,3,0,1,3,1,1,0,0,0,0,2,0,0,3,9,1
Terri M Booker,,,,,,,,,,,,,0,2,1,2,0,3,2,0,1,0,1,0,0,3,10,1
Joshua Roberts,,,,,,,,,,,,,,0,0,2,4,0,2,0,2,0,1,1,1,8,4,1
Cateria R Mccabe,,,,,,,,,,,,,,,0,2,0,3,0,0,0,0,1,0,0,4,7,1
Vicki Markovitz,,,,,,,,,,,,,,,,0,0,3,0,0,0,1,0,1,0,4,6,1
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,8,1,1
Janine D Momasso,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3,5,1
Leon Goodman,,,,,,,,,,,,,,,,,,,0,1,1,2,1,0,0,4,3,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,2,2,1
Craig Levin,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,2,1,1
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,1
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1
David H Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Theresa Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,40,37,34,30,29,29,26,22,19,18,18,14,13,12,11,11,9,8,7,6,5,3,3,3,1,36,34,1
,Judge Of The Municipal Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,2
,David H Conroy,Theresa Brunson,Jennifer Schultz,Tiffany Palmer,James C Crumlish,Anthony Kyriakakis,Wendi Barish,Kay Yu,Carmella Jacquinto,Beth Grossman,Chris Hall,Nicola Serianni,Kendra Mccrae,Cateria R Mccabe,Joshua Roberts,Henry Mcgregor Sias,Vicki Markovitz,Laurie Dow,Jon Marshall,Janine D Momasso,Craig Levin,James F Berardinelli,Leon Goodman,Terri M Booker,Robert Trimble,Sherman Toppin,Gregory Weyer,2
David H Conroy,1,0,17,30,33,33,15,19,16,12,24,8,5,7,12,8,4,5,9,1,8,6,5,1,3,1,1,2
Theresa Brunson,,1,28,13,10,8,21,10,14,16,1,12,14,9,6,5,9,8,5,10,3,2,2,3,2,3,0,2
Jennifer Schultz,,,0,16,12,12,17,10,7,18,5,15,12,12,9,4,11,8,10,6,6,2,3,4,5,1,1,2
Tiffany Palmer,,,,1,21,32,17,20,13,11,23,10,11,12,0,7,4,6,2,2,0,4,6,1,0,1,0,2
James C Crumlish,,,,,0,27,13,15,13,8,19,6,3,2,10,7,5,3,4,3,7,6,3,0,0,1,1,2
Anthony Kyriakakis,,,,,,0,13,20,13,6,22,4,4,9,7,14,2,2,1,0,2,5,5,1,1,2,0,2
Wendi Barish,,,,,,,0,12,13,17,7,10,9,4,4,2,7,7,5,8,1,4,1,2,1,3,0,2
Kay Yu,,,,,,,,0,18,7,8,3,6,7,6,11,6,5,1,4,1,1,1,2,0,0,0,2
Carmella Jacquinto,,,,,,,,,1,7,4,7,9,6,7,7,2,5,3,6,1,0,0,2,1,0,0,2
Beth Grossman,,,,,,,,,,0,3,7,10,3,4,0,6,8,3,7,3,2,3,1,2,3,1,2
Chris Hall,,,,,,,,,,,0,3,3,3,1,1,3,2,2,0,1,4,5,0,2,0,0,2
Nicola Serianni,,,,,,,,,,,,0,8,6,3,1,3,4,4,6,3,0,2,2,0,1,0,2
Kendra Mccrae,,,,,,,,,,,,,0,3,2,0,3,4,2,4,0,1,2,1,1,2,0,2
Cateria R Mccabe,,,,,,,,,,,,,,0,1,5,3,1,2,3,2,0,2,2,2,1,0,2
Joshua Roberts,,,,,,,,,,,,,,,0,7,1,1,9,1,5,2,0,0,2,1,0,2
Henry Mcgregor Sias,,,,,,,,,,,,,,,,1,0,0,0,0,1,1,0,0,0,0,0,2
Vicki Markovitz,,,,,,,,,,,,,,,,,1,4,1,5,2,1,1,2,1,0,1,2
Laurie Dow,,,,,,,,,,,,,,,,,,1,3,3,1,1,0,0,1,0,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,0,1,3,1,0,1,3,1,0,2
Janine D Momasso,,,,,,,,,,,,,,,,,,,,0,0,1,0,2,0,0,0,2
Craig Levin,,,,,,,,,,,,,,,,,,,,,0,2,0,0,1,0,1,2
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,2
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,2
