col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,City Commissioners - Democrat,,,,,,,,,,,,,Register Of Wills - Democrat,,,All
,Omar Sabir,Lisa Deeley,Kahlil Williams,Dennis Lee,Marwan Kreidie,Annette Thompson,Robin Trent,Carla Cain,Jen Devor,Lewis Harris Jr,Luigi Borda,Warren Bloom,Moira Bohannon,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,All
Omar Sabir,143,978,346,227,82,95,69,29,10,17,14,16,5,770,"1,091",440,All
Lisa Deeley,,42,71,45,68,54,21,27,4,10,9,9,6,338,895,185,All
Kahlil Williams,,,71,113,28,93,53,25,67,29,11,16,6,443,197,199,All
Dennis Lee,,,,27,25,17,23,38,3,12,8,14,7,183,124,199,All
Marwan Kreidie,,,,,21,8,11,6,0,0,11,4,6,224,71,78,All
Annette Thompson,,,,,,10,20,22,4,9,5,7,3,189,59,84,All
Robin Trent,,,,,,,11,13,6,4,2,2,3,119,55,53,All
Carla Cain,,,,,,,,2,7,7,6,3,6,80,29,80,All
Jen Devor,,,,,,,,,1,4,8,0,3,49,25,30,All
Lewis Harris Jr,,,,,,,,,,4,1,6,2,60,14,30,All
Luigi Borda,,,,,,,,,,,5,3,2,36,28,20,All
Warren Bloom,,,,,,,,,,,,5,1,42,18,21,All
Moira Bohannon,,,,,,,,,,,,,2,22,7,16,All
Tracey Gordon,,,,,,,,,,,,,,109,0,0,All
Ronald R Donatucci,,,,,,,,,,,,,,,91,0,All
Jacque P Whaumbush,,,,,,,,,,,,,,,,57,All
Total,"2,545","1,529","1,012",604,408,367,261,199,123,112,94,91,52,"1,635","1,551",894,All
,City Commissioners - Democrat,,,,,,,,,,,,,Register Of Wills - Democrat,,,1
,Dennis Lee,Omar Sabir,Kahlil Williams,Lisa Deeley,Marwan Kreidie,Annette Thompson,Robin Trent,Jen Devor,Lewis Harris Jr,Carla Cain,Luigi Borda,Moira Bohannon,Warren Bloom,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,1
Dennis Lee,0,10,34,1,1,0,0,0,0,1,0,0,0,9,5,5,1
Omar Sabir,,4,5,19,1,1,0,0,1,0,0,0,0,24,8,7,1
Kahlil Williams,,,2,1,1,1,1,2,1,0,0,0,0,4,9,4,1
Lisa Deeley,,,,0,1,2,0,0,0,0,0,0,0,21,8,2,1
Marwan Kreidie,,,,,1,0,0,0,0,0,0,0,0,1,4,2,1
Annette Thompson,,,,,,0,0,0,0,0,0,0,0,2,1,1,1
Robin Trent,,,,,,,0,0,0,0,0,0,0,1,1,0,1
Jen Devor,,,,,,,,0,0,0,0,0,0,0,2,0,1
Lewis Harris Jr,,,,,,,,,0,0,0,0,0,0,2,0,1
Carla Cain,,,,,,,,,,0,0,0,0,0,0,1,1
Luigi Borda,,,,,,,,,,,0,0,0,0,0,0,1
Moira Bohannon,,,,,,,,,,,,0,0,0,0,0,1
Warren Bloom,,,,,,,,,,,,,0,0,0,0,1
Ronald R Donatucci,,,,,,,,,,,,,,3,0,0,1
Tracey Gordon,,,,,,,,,,,,,,,1,0,1
