col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Lisa Deeley,Omar Sabir,Marwan Kreidie,Kahlil Williams,Annette Thompson,Dennis Lee,Carla Cain,Jen Devor,Luigi Borda,Lewis Harris Jr,Robin Trent,Warren Bloom,Moira Bohannon,Jennifer Schultz,Joshua Roberts,Carmella Jacquinto,Nicola Serianni,Craig Levin,Beth Grossman,Jon Marshall,Tiffany Palmer,Wendi Barish,James C Crumlish,Anthony Kyriakakis,Cateria R Mccabe,Vicki Markovitz,Leon Goodman,Kendra Mccrae,Laurie Dow,Terri M Booker,Chris Hall,Kay Yu,Sherman Toppin,James F Berardinelli,Janine D Momasso,Robert Trimble,Henry Mcgregor Sias,Gregory Weyer,All
Lisa Deeley,32,189,47,26,42,16,18,10,19,7,8,8,7,232,164,177,120,103,109,95,61,96,78,88,85,60,55,54,54,34,23,38,56,50,38,32,18,13,All
Omar Sabir,,14,36,39,14,8,5,1,4,4,5,3,2,156,155,167,104,107,34,80,48,45,41,62,60,41,49,46,31,45,17,22,67,17,20,19,15,10,All
Marwan Kreidie,,,5,14,4,5,4,4,7,0,3,0,1,112,73,14,39,71,26,63,23,20,48,20,13,12,19,13,11,5,21,9,6,11,6,13,3,4,All
Kahlil Williams,,,,4,16,8,2,20,3,6,1,3,1,61,36,34,41,31,31,28,64,38,33,36,29,24,31,34,24,35,34,22,19,12,21,15,8,2,All
Annette Thompson,,,,,3,4,7,1,1,4,8,1,5,60,25,26,39,19,51,20,36,35,15,7,26,26,23,33,23,26,14,15,12,9,17,14,2,7,All
Dennis Lee,,,,,,1,2,2,8,9,6,6,4,35,23,19,23,25,22,19,11,16,23,18,22,19,15,11,11,11,16,12,9,13,11,16,7,4,All
Carla Cain,,,,,,,0,12,2,3,1,4,4,41,8,17,22,5,39,4,25,23,10,6,15,14,7,14,9,10,7,17,4,9,11,3,6,2,All
Jen Devor,,,,,,,,0,2,5,1,0,3,25,5,15,14,6,28,3,30,19,19,20,11,13,11,10,10,5,15,12,1,11,10,4,3,5,All
