col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Dennis Lee,Annette Thompson,Carla Cain,Robin Trent,Lewis Harris Jr,Warren Bloom,Jen Devor,Luigi Borda,Moira Bohannon,Joshua Roberts,Cateria R Mccabe,James C Crumlish,Carmella Jacquinto,Anthony Kyriakakis,Henry Mcgregor Sias,Jennifer Schultz,Tiffany Palmer,Leon Goodman,Terri M Booker,Craig Levin,Kendra Mccrae,Wendi Barish,Sherman Toppin,Jon Marshall,Chris Hall,Laurie Dow,Janine D Momasso,Beth Grossman,Nicola Serianni,Kay Yu,James F Berardinelli,Vicki Markovitz,Robert Trimble,Gregory Weyer,All
Omar Sabir,112,"2,159",414,138,147,103,96,29,18,17,15,13,7,"2,926","2,415","2,411","2,163","1,958","1,845",445,446,516,430,429,401,326,383,328,249,244,246,194,155,152,130,93,80,55,All
Lisa Deeley,,30,141,82,37,58,45,12,9,8,6,9,2,"2,210","1,861","1,957","1,839","1,712","1,650",310,256,305,237,234,203,255,172,178,143,117,115,119,114,91,56,97,35,21,All
Kahlil Williams,,,45,21,46,62,47,25,22,14,25,9,5,305,387,254,239,233,170,151,366,276,239,110,217,229,165,98,157,160,103,128,78,102,79,99,35,27,All
Marwan Kreidie,,,,24,10,13,7,1,6,3,6,10,2,210,51,90,33,41,37,238,40,50,26,157,43,36,28,142,24,15,14,34,59,20,13,14,16,8,All
Dennis Lee,,,,,20,17,33,5,9,9,3,7,1,126,149,131,126,96,58,57,70,106,82,64,87,55,81,38,46,61,62,37,42,24,39,19,22,10,All
Annette Thompson,,,,,,8,19,16,13,7,0,2,3,117,115,75,74,51,38,90,123,81,91,54,102,81,63,57,70,57,40,71,51,42,21,24,26,21,All
Carla Cain,,,,,,,13,5,9,3,6,2,1,96,115,84,99,71,49,62,91,55,60,61,67,66,54,33,45,61,58,72,30,40,41,22,12,12,All
Robin Trent,,,,,,,,1,8,2,0,1,2,30,54,23,25,17,9,29,48,24,47,15,41,32,31,21,22,24,18,20,24,19,8,14,9,4,All
Lewis Harris Jr,,,,,,,,,4,4,2,1,1,40,34,24,21,10,5,24,38,35,48,23,21,13,29,31,32,19,8,13,11,21,7,9,12,8,All
Warren Bloom,,,,,,,,,,5,1,1,4,22,28,21,13,15,4,20,20,26,24,13,20,16,25,16,14,11,18,18,14,10,7,5,11,5,All
Jen Devor,,,,,,,,,,,5,1,1,11,25,20,16,19,10,32,36,11,9,7,18,11,4,4,14,8,10,13,10,30,9,2,1,5,All
Luigi Borda,,,,,,,,,,,,1,0,16,12,30,16,9,11,26,13,20,6,13,11,16,9,10,10,6,8,15,16,8,9,8,10,2,All
Moira Bohannon,,,,,,,,,,,,,0,6,12,2,3,5,4,5,14,10,7,5,10,9,5,4,7,5,6,8,3,6,1,4,3,4,All
Joshua Roberts,,,,,,,,,,,,,,45,"2,293","2,472","2,046","1,949","1,866",322,209,307,268,345,210,210,219,321,162,108,109,109,124,72,74,44,57,34,All
Cateria R Mccabe,,,,,,,,,,,,,,,18,"2,176","1,926","1,860","1,779",159,328,248,246,130,292,193,205,79,159,160,220,109,78,114,99,57,42,25,All
James C Crumlish,,,,,,,,,,,,,,,,5,"1,982","1,892","1,784",129,176,236,216,173,179,166,163,108,155,116,121,79,81,60,79,36,40,20,All
Carmella Jacquinto,,,,,,,,,,,,,,,,,12,"1,812","1,757",117,206,239,207,98,221,172,169,38,106,118,131,96,54,91,56,55,24,17,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,1,"1,815",71,181,145,82,56,116,131,112,37,101,39,81,60,39,59,59,73,19,16,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,3,54,126,111,61,43,68,98,85,19,49,35,51,39,21,44,45,55,16,9,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,35,165,128,107,293,136,156,73,258,82,78,57,137,126,72,36,65,40,14,All
Tiffany Palmer,,,,,,,,,,,,,,,,,,,,,5,259,284,91,269,221,150,95,169,153,98,131,96,132,80,98,43,30,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,9,257,147,199,178,178,108,124,113,97,105,102,75,55,81,45,43,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,12,100,233,141,159,82,145,130,79,90,69,89,20,43,40,31,All
Craig Levin,,,,,,,,,,,,,,,,,,,,,,,,16,72,93,95,238,70,84,47,72,93,38,45,22,37,31,All
Kendra Mccrae,,,,,,,,,,,,,,,,,,,,,,,,,6,146,143,79,104,106,87,108,97,84,44,29,37,26,All
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,,,,4,107,59,75,98,68,123,90,67,26,90,27,16,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,10,62,71,95,80,52,46,57,43,34,31,20,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,61,46,19,51,80,25,20,18,33,20,All
Chris Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,63,28,52,38,52,32,28,45,21,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,69,82,46,55,45,25,22,9,All
