col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,Wendi Barish,Kay Yu,Chris Hall,Leon Goodman,Henry Mcgregor Sias,James C Crumlish,Carmella Jacquinto,Cateria R Mccabe,Kendra Mccrae,Joshua Roberts,Craig Levin,Terri M Booker,Sherman Toppin,Nicola Serianni,Laurie Dow,Beth Grossman,James F Berardinelli,Jon Marshall,Vicki Markovitz,Janine D Momasso,Robert Trimble,Gregory Weyer,Kahlil Williams,Omar Sabir,Lisa Deeley,Jen Devor,Carla Cain,Marwan Kreidie,Annette Thompson,Dennis Lee,Luigi Borda,Robin Trent,Lewis Harris Jr,Moira Bohannon,Warren Bloom,All
Tiffany Palmer,27,"1,680","1,048",813,"1,171","1,138",571,679,635,322,550,487,185,219,374,307,423,337,338,404,92,285,199,54,42,"1,549",587,600,959,414,344,222,124,147,78,58,72,33,All
Anthony Kyriakakis,,11,979,846,981,"1,021",640,832,601,422,286,175,133,133,120,159,230,125,187,323,30,204,79,20,28,"1,181",517,700,841,285,261,84,95,93,44,28,41,18,All
Jennifer Schultz,,,29,807,675,516,523,470,262,454,317,270,328,355,189,181,388,192,276,212,272,166,154,51,40,726,851,771,568,288,382,183,85,95,44,33,42,32,All
Wendi Barish,,,,4,310,279,607,485,248,431,229,218,158,167,190,141,286,214,242,94,90,243,140,31,27,644,541,611,285,248,186,162,59,57,50,22,47,25,All
Kay Yu,,,,,8,618,180,429,220,185,292,196,68,86,128,138,226,137,135,216,33,96,92,18,29,752,241,320,619,208,207,83,57,91,42,23,37,22,All
Chris Hall,,,,,,1,179,230,559,89,107,154,104,99,165,122,136,142,119,271,72,56,34,41,23,777,214,262,623,192,154,79,58,64,38,35,28,15,All
Leon Goodman,,,,,,,4,427,222,460,252,261,238,165,289,228,105,144,147,117,100,198,134,41,33,538,740,575,111,166,91,105,118,27,33,43,13,26,All
Henry Mcgregor Sias,,,,,,,,1,124,308,212,49,58,32,32,81,120,35,52,102,11,129,63,7,21,542,369,417,274,123,94,15,36,62,17,10,17,4,All
James C Crumlish,,,,,,,,,3,167,93,107,243,143,145,107,119,98,87,130,94,54,36,37,15,450,285,254,300,127,179,59,60,67,24,20,21,17,All
Carmella Jacquinto,,,,,,,,,,6,204,238,162,108,223,175,123,122,135,47,38,83,118,24,26,254,594,449,68,176,62,119,68,29,30,27,34,16,All
Cateria R Mccabe,,,,,,,,,,,7,268,91,84,177,176,185,153,96,87,51,85,198,20,20,389,339,185,147,147,118,98,75,54,49,25,36,18,All
Kendra Mccrae,,,,,,,,,,,,4,107,100,290,213,182,190,190,68,63,90,140,40,31,372,351,164,83,202,84,162,72,30,65,36,32,23,All
Joshua Roberts,,,,,,,,,,,,,18,281,206,114,114,91,95,40,265,40,29,40,19,173,506,329,26,92,176,75,51,25,29,28,3,19,All
Craig Levin,,,,,,,,,,,,,,10,142,124,125,102,114,54,235,73,52,36,22,189,392,233,33,108,179,92,70,19,39,26,9,23,All
