col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Joshua Roberts,Anthony Kyriakakis,Jennifer Schultz,Carmella Jacquinto,Craig Levin,Cateria R Mccabe,Tiffany Palmer,Beth Grossman,James C Crumlish,Sherman Toppin,Leon Goodman,Wendi Barish,Jon Marshall,Kendra Mccrae,Nicola Serianni,Kay Yu,Vicki Markovitz,Terri M Booker,Henry Mcgregor Sias,Laurie Dow,Janine D Momasso,James F Berardinelli,Chris Hall,Robert Trimble,Gregory Weyer,Rochelle Bilal,Jewell Williams,Malika Rahman,Larry King Sr,All
Joshua Roberts,42,405,149,315,131,149,66,90,116,146,79,54,103,56,62,45,57,60,109,21,22,33,29,21,18,172,230,127,45,All
Anthony Kyriakakis,,6,62,297,44,144,69,62,102,123,49,45,19,44,32,53,25,19,109,19,28,33,43,13,7,94,157,68,32,All
Jennifer Schultz,,,19,67,143,46,89,90,61,23,45,90,101,50,82,50,62,38,9,32,32,18,21,15,5,185,75,105,25,All
Carmella Jacquinto,,,,3,32,125,55,47,54,113,42,44,20,54,29,35,30,39,87,26,30,14,15,14,10,69,157,52,23,All
Craig Levin,,,,,7,14,41,62,48,19,58,42,84,25,48,14,38,20,3,19,16,21,16,9,7,99,63,54,22,All
Cateria R Mccabe,,,,,,1,53,33,35,113,33,35,18,40,31,34,20,25,89,17,31,12,7,9,5,50,107,37,26,All
Tiffany Palmer,,,,,,,2,60,55,27,56,62,21,70,43,49,45,59,14,40,23,27,44,13,8,80,57,71,18,All
Beth Grossman,,,,,,,,3,38,10,48,72,16,40,50,31,65,32,13,35,27,31,21,8,8,76,62,39,38,All
James C Crumlish,,,,,,,,,3,27,39,37,32,23,31,24,13,23,15,13,8,22,36,12,4,57,60,33,27,All
Sherman Toppin,,,,,,,,,,2,27,16,11,28,13,11,17,19,86,10,10,9,10,7,6,34,105,24,17,All
Leon Goodman,,,,,,,,,,,2,32,28,50,21,34,26,56,11,29,19,15,25,20,7,50,60,42,22,All
Wendi Barish,,,,,,,,,,,,0,18,39,57,27,41,25,8,30,21,18,15,9,2,66,52,43,14,All
Jon Marshall,,,,,,,,,,,,,5,15,33,15,10,17,3,6,8,7,7,9,5,79,25,41,14,All
Kendra Mccrae,,,,,,,,,,,,,,1,22,31,16,45,5,23,30,12,17,12,4,58,48,45,9,All
Nicola Serianni,,,,,,,,,,,,,,,0,25,40,16,12,18,19,18,15,11,8,57,35,34,26,All
Kay Yu,,,,,,,,,,,,,,,,2,28,22,13,20,16,14,18,6,10,52,22,44,15,All
Vicki Markovitz,,,,,,,,,,,,,,,,,3,22,10,20,20,21,6,12,7,49,28,29,21,All
Terri M Booker,,,,,,,,,,,,,,,,,,0,4,21,14,5,21,16,4,39,59,34,7,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,0,5,8,14,7,8,6,20,82,15,11,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,1,18,11,13,10,8,23,32,25,12,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,1,13,7,8,1,26,29,17,13,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,0,11,15,7,22,21,15,20,All
Chris Hall,,,,,,,,,,,,,,,,,,,,,,,1,14,9,22,25,25,11,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,0,5,17,14,13,12,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,1,11,6,6,8,All
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,33,0,0,0,All
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,0,All
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,All
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,All
Total,797,539,443,428,262,245,243,235,214,197,187,185,172,167,161,145,145,143,139,100,95,93,92,61,36,436,384,303,112,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,1
,Joshua Roberts,Carmella Jacquinto,Jennifer Schultz,Anthony Kyriakakis,Craig Levin,Cateria R Mccabe,Sherman Toppin,Tiffany Palmer,James C Crumlish,Leon Goodman,Jon Marshall,Terri M Booker,Vicki Markovitz,Kay Yu,Henry Mcgregor Sias,Kendra Mccrae,Robert Trimble,Beth Grossman,Chris Hall,Nicola Serianni,Laurie Dow,Janine D Momasso,Wendi Barish,Gregory Weyer,James F Berardinelli,Jewell Williams,Malika Rahman,Rochelle Bilal,Larry King Sr,1
Joshua Roberts,0,21,12,20,10,11,9,4,7,5,7,5,4,4,7,2,3,4,1,3,3,0,2,0,1,13,7,5,6,1
Carmella Jacquinto,,0,8,17,3,9,10,3,4,6,3,3,3,2,7,5,3,1,2,2,2,3,3,1,1,14,4,4,3,1
Jennifer Schultz,,,0,5,12,1,3,5,7,4,7,4,8,4,1,4,3,2,3,4,1,3,1,0,0,3,8,12,2,1
Anthony Kyriakakis,,,,0,2,11,7,6,5,4,2,2,1,6,8,2,2,2,4,1,1,0,1,0,1,10,5,2,4,1
Craig Levin,,,,,1,1,1,3,4,3,6,2,4,1,0,1,0,2,0,4,1,0,0,0,0,3,2,6,2,1
Cateria R Mccabe,,,,,,0,6,3,1,0,2,1,0,3,7,1,0,2,0,0,1,0,0,0,0,6,4,0,2,1
Sherman Toppin,,,,,,,1,2,1,0,1,1,1,1,6,2,1,0,1,0,1,1,1,1,0,6,3,3,0,1
Tiffany Palmer,,,,,,,,0,3,4,1,2,2,5,1,2,0,3,3,0,3,0,0,1,0,2,2,5,3,1
James C Crumlish,,,,,,,,,0,2,3,1,1,3,1,1,1,1,4,2,0,0,1,0,0,2,1,5,2,1
Leon Goodman,,,,,,,,,,0,1,4,3,2,0,2,0,2,1,1,2,1,1,0,0,3,2,3,3,1
Jon Marshall,,,,,,,,,,,0,0,0,1,0,1,0,0,0,3,0,1,1,0,0,2,1,3,3,1
Terri M Booker,,,,,,,,,,,,0,3,1,0,1,1,2,0,1,1,1,1,0,1,2,3,3,2,1
Vicki Markovitz,,,,,,,,,,,,,0,3,0,0,1,1,1,1,1,0,0,1,0,1,0,5,1,1
Kay Yu,,,,,,,,,,,,,,0,1,0,0,1,2,0,0,0,0,1,0,0,3,4,1,1
Henry Mcgregor Sias,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,6,2,0,0,1
Kendra Mccrae,,,,,,,,,,,,,,,,0,1,0,0,0,1,2,0,0,0,1,2,2,1,1
Robert Trimble,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,1,1,2,1,1,1
Beth Grossman,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,1,1,1,2,1
Chris Hall,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,0,2,1,1
Nicola Serianni,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,3,0,1,1,1
Laurie Dow,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,2,1
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,2,0,0,1
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,0,0,0,1
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,1
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,1
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,40,31,29,26,16,14,13,12,11,11,10,10,10,9,8,6,6,5,5,5,4,3,3,1,1,20,17,16,8,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,2
,Joshua Roberts,Anthony Kyriakakis,Jennifer Schultz,Carmella Jacquinto,Craig Levin,Kendra Mccrae,Tiffany Palmer,Cateria R Mccabe,Beth Grossman,Nicola Serianni,Wendi Barish,James C Crumlish,Jon Marshall,Leon Goodman,Sherman Toppin,Henry Mcgregor Sias,James F Berardinelli,Laurie Dow,Vicki Markovitz,Chris Hall,Janine D Momasso,Terri M Booker,Kay Yu,Robert Trimble,Gregory Weyer,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,2
Joshua Roberts,0,17,5,10,7,4,2,6,2,4,1,2,6,4,6,5,2,0,3,1,2,1,0,0,0,6,5,8,3,2
Anthony Kyriakakis,,0,2,10,2,3,3,6,2,1,2,4,1,1,4,3,2,0,1,4,2,1,0,0,0,5,1,7,4,2
Jennifer Schultz,,,1,1,9,6,4,0,5,5,3,3,5,2,1,0,1,2,3,1,2,1,1,0,0,10,6,4,1,2
Carmella Jacquinto,,,,0,2,3,5,6,2,1,2,2,2,2,3,3,0,1,1,1,2,2,2,2,0,3,3,6,2,2
Craig Levin,,,,,1,2,4,0,3,4,2,3,4,5,0,0,2,2,2,0,2,3,0,1,1,9,3,3,0,2
Kendra Mccrae,,,,,,0,7,3,4,3,4,2,1,1,4,1,1,2,2,1,2,2,1,0,0,6,4,3,2,2
Tiffany Palmer,,,,,,,0,1,3,2,3,4,0,1,1,1,2,2,1,3,2,3,1,1,0,8,3,3,0,2
Cateria R Mccabe,,,,,,,,1,0,0,3,1,1,1,5,3,1,0,0,1,1,0,0,0,0,2,1,5,1,2
Beth Grossman,,,,,,,,,0,1,5,0,0,1,0,0,2,2,2,1,1,2,1,0,0,3,1,3,0,2
Nicola Serianni,,,,,,,,,,0,1,3,3,2,1,1,1,0,3,0,0,1,0,2,1,4,4,0,1,2
Wendi Barish,,,,,,,,,,,0,1,0,1,1,0,2,2,1,1,2,1,0,0,0,5,1,3,0,2
James C Crumlish,,,,,,,,,,,,0,3,2,1,0,1,0,0,3,0,0,1,1,0,5,2,0,1,2
Jon Marshall,,,,,,,,,,,,,0,3,0,0,0,0,0,0,0,0,1,1,0,3,4,0,1,2
Leon Goodman,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,2,1,2,1,3,2,2,0,2
Sherman Toppin,,,,,,,,,,,,,,,0,4,1,0,0,0,1,0,0,0,0,1,1,4,1,2
Henry Mcgregor Sias,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,0,1,1,2,0,3,1,2
James F Berardinelli,,,,,,,,,,,,,,,,,0,1,2,1,0,0,0,2,2,3,1,1,0,2
Laurie Dow,,,,,,,,,,,,,,,,,,0,1,0,2,0,1,1,1,4,2,0,0,2
Vicki Markovitz,,,,,,,,,,,,,,,,,,,0,0,2,0,0,1,1,3,1,1,0,2
Chris Hall,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3,0,1,0,2
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,2,0,2
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,3,1,0,2
Kay Yu,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,2,2,0,2
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,0,2
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,2
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,2
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,2
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,31,25,22,16,16,15,14,10,9,9,9,8,8,8,7,6,6,6,6,5,5,5,4,4,2,26,18,16,4,2
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,3
,Joshua Roberts,Jennifer Schultz,Anthony Kyriakakis,Carmella Jacquinto,Leon Goodman,Craig Levin,Terri M Booker,Kendra Mccrae,Cateria R Mccabe,James C Crumlish,Tiffany Palmer,Nicola Serianni,Wendi Barish,Henry Mcgregor Sias,Jon Marshall,Kay Yu,Beth Grossman,Vicki Markovitz,Laurie Dow,Sherman Toppin,Chris Hall,James F Berardinelli,Janine D Momasso,Robert Trimble,Gregory Weyer,Rochelle Bilal,Jewell Williams,Malika Rahman,Larry King Sr,3
Joshua Roberts,5,10,14,9,10,10,5,5,6,5,4,4,5,6,7,2,5,4,0,5,2,0,2,2,0,11,6,9,3,3
Jennifer Schultz,,1,7,2,2,9,3,4,2,2,3,5,4,1,7,2,2,3,3,0,0,0,1,0,0,10,5,7,0,3
Anthony Kyriakakis,,,1,6,3,4,1,2,3,2,0,4,4,6,2,2,2,2,1,3,0,0,1,0,0,6,3,2,2,3
Carmella Jacquinto,,,,0,5,2,5,4,5,3,3,1,2,2,0,1,1,1,0,3,1,1,1,0,0,2,5,3,1,3
Leon Goodman,,,,,0,3,5,4,5,4,5,2,2,2,1,3,1,3,2,4,3,1,1,2,1,4,4,4,3,3
Craig Levin,,,,,,0,2,4,1,1,2,1,2,0,6,1,2,0,1,1,1,0,0,0,1,7,1,5,0,3
Terri M Booker,,,,,,,0,4,3,3,3,2,3,2,0,3,3,2,2,1,1,2,0,2,0,2,6,3,0,3
Kendra Mccrae,,,,,,,,0,2,2,6,3,2,0,1,4,2,0,2,0,1,1,1,1,0,3,4,4,0,3
Cateria R Mccabe,,,,,,,,,0,1,1,1,2,3,1,3,0,1,2,3,0,0,1,0,0,3,4,1,1,3
James C Crumlish,,,,,,,,,,0,1,2,1,1,2,2,1,0,0,2,0,1,0,0,0,5,3,0,1,3
Tiffany Palmer,,,,,,,,,,,0,1,1,0,1,1,2,1,1,1,1,1,0,1,0,4,2,4,0,3
Nicola Serianni,,,,,,,,,,,,0,3,2,1,2,2,4,2,1,0,0,2,0,0,2,3,1,3,3
Wendi Barish,,,,,,,,,,,,,0,2,0,1,3,3,3,0,0,1,0,1,0,5,3,1,0,3
Henry Mcgregor Sias,,,,,,,,,,,,,,0,1,2,2,2,1,2,0,1,1,1,0,3,3,0,2,3
Jon Marshall,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,6,0,2,0,3
Kay Yu,,,,,,,,,,,,,,,,1,1,1,2,0,0,1,0,0,0,3,2,1,1,3
Beth Grossman,,,,,,,,,,,,,,,,,0,3,1,0,0,0,1,1,0,3,2,1,1,3
Vicki Markovitz,,,,,,,,,,,,,,,,,,0,1,0,1,0,2,1,0,1,1,2,3,3
Laurie Dow,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,2,4,0,0,3
Sherman Toppin,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,2,3,0,1,3
Chris Hall,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,1,2,0,3
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,1,0,0,3
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,2,3
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,1,0,3
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,3
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,3
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,3
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,38,25,19,15,15,14,12,11,10,10,10,9,9,8,8,8,7,7,6,6,3,3,3,3,1,22,16,14,4,3
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,4
,Joshua Roberts,Anthony Kyriakakis,Jennifer Schultz,Carmella Jacquinto,Craig Levin,Jon Marshall,Cateria R Mccabe,Leon Goodman,Tiffany Palmer,Kendra Mccrae,Beth Grossman,Chris Hall,Sherman Toppin,Terri M Booker,Henry Mcgregor Sias,James C Crumlish,Janine D Momasso,Robert Trimble,Nicola Serianni,Wendi Barish,Kay Yu,James F Berardinelli,Laurie Dow,Vicki Markovitz,Gregory Weyer,Rochelle Bilal,Jewell Williams,Malika Rahman,Larry King Sr,4
Joshua Roberts,2,26,11,17,13,8,8,4,6,1,3,3,7,4,6,4,2,3,2,2,0,1,1,0,0,13,16,5,0,4
Anthony Kyriakakis,,0,2,19,6,3,12,8,4,7,4,2,6,1,7,5,5,4,2,2,2,4,2,0,0,9,10,3,2,4
Jennifer Schultz,,,2,1,10,8,1,2,2,0,2,2,0,3,0,1,1,2,5,2,1,0,0,1,0,12,2,6,0,4
Carmella Jacquinto,,,,0,2,1,10,3,2,3,1,0,6,1,4,0,4,2,0,0,0,0,1,0,0,2,8,0,1,4
Craig Levin,,,,,0,5,0,3,2,1,4,2,1,1,1,2,0,2,4,4,1,2,1,3,0,10,4,4,0,4
Jon Marshall,,,,,,1,1,3,3,0,0,2,0,3,1,1,2,2,1,0,0,1,1,0,0,8,3,4,0,4
Cateria R Mccabe,,,,,,,0,5,4,5,2,0,7,3,6,1,4,1,2,1,2,1,1,0,0,2,7,1,2,4
Leon Goodman,,,,,,,,1,4,7,3,4,0,5,2,2,3,2,2,2,3,1,2,1,0,6,4,2,1,4
Tiffany Palmer,,,,,,,,,0,5,1,4,3,6,1,3,1,1,0,1,0,0,2,0,0,5,5,1,0,4
Kendra Mccrae,,,,,,,,,,0,1,2,1,2,1,2,3,1,0,1,2,0,1,0,0,4,4,0,1,4
Beth Grossman,,,,,,,,,,,1,2,0,2,0,3,0,0,2,3,3,1,1,2,0,3,1,2,1,4
Chris Hall,,,,,,,,,,,,0,2,4,0,2,2,3,0,1,2,0,1,0,0,3,5,1,0,4
Sherman Toppin,,,,,,,,,,,,,0,0,5,0,2,2,0,1,1,0,0,0,0,1,6,0,0,4
Terri M Booker,,,,,,,,,,,,,,0,0,1,1,2,0,0,0,0,2,0,0,2,6,1,0,4
Henry Mcgregor Sias,,,,,,,,,,,,,,,0,0,1,1,0,1,1,2,0,0,0,1,5,1,0,4
James C Crumlish,,,,,,,,,,,,,,,,0,0,0,2,1,0,1,2,0,0,5,1,1,1,4
Janine D Momasso,,,,,,,,,,,,,,,,,0,2,0,1,1,0,0,0,0,1,3,1,1,4
Robert Trimble,,,,,,,,,,,,,,,,,,0,1,1,1,2,0,0,0,3,4,1,0,4
Nicola Serianni,,,,,,,,,,,,,,,,,,,0,2,1,1,0,1,0,3,0,2,1,4
Wendi Barish,,,,,,,,,,,,,,,,,,,,0,3,1,1,2,0,4,1,1,0,4
Kay Yu,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,4,0,1,0,4
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,1,1,4
Laurie Dow,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,2,0,0,4
