col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,District Council 3rd District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Jamie Gauthier,Jannie L Blackwell,Tiffany Palmer,Jennifer Schultz,Anthony Kyriakakis,Kay Yu,James C Crumlish,Wendi Barish,Cateria R Mccabe,Nicola Serianni,Henry Mcgregor Sias,Leon Goodman,Chris Hall,Joshua Roberts,Carmella Jacquinto,Kendra Mccrae,Beth Grossman,Craig Levin,Janine D Momasso,Laurie Dow,Sherman Toppin,Jon Marshall,Vicki Markovitz,James F Berardinelli,Terri M Booker,Robert Trimble,Gregory Weyer,All
Jamie Gauthier,181,0,914,709,662,577,493,360,290,297,281,288,274,138,170,184,165,113,141,132,63,65,104,100,78,31,20,All
Jannie L Blackwell,,67,138,185,128,72,73,76,103,85,66,79,43,136,93,62,51,103,58,36,72,73,31,28,34,23,13,All
Tiffany Palmer,,,0,613,651,558,493,311,259,265,246,278,271,26,98,136,104,40,129,74,14,13,68,82,53,15,19,All
Jennifer Schultz,,,,4,381,416,321,264,234,307,152,243,79,97,93,115,134,94,130,77,26,75,64,40,35,22,10,All
Anthony Kyriakakis,,,,,0,418,480,142,167,95,228,245,270,98,120,72,54,37,26,37,86,12,35,59,18,9,15,All
Kay Yu,,,,,,2,296,134,143,139,192,223,118,20,74,84,50,26,45,46,17,11,36,59,37,9,15,All
James C Crumlish,,,,,,,1,82,31,57,58,233,236,36,37,54,44,36,13,25,7,23,15,39,16,18,4,All
Wendi Barish,,,,,,,,0,144,205,67,46,71,29,70,85,92,38,120,60,14,19,66,42,32,11,9,All
Cateria R Mccabe,,,,,,,,,0,193,188,36,21,99,110,67,26,17,136,33,92,8,23,22,26,8,10,All
Nicola Serianni,,,,,,,,,,1,88,24,34,41,54,83,75,42,128,47,14,28,41,15,28,13,8,All
Henry Mcgregor Sias,,,,,,,,,,,0,35,59,79,80,24,16,9,27,17,78,7,18,28,13,6,9,All
