col_1,col_2,col_3,division
,City Commissioners - Republican,District Council 1st District - Republican,All
,Al Schmidt,Daniel Orsino,All
Al Schmidt,36,123,All
Daniel Orsino,,4,All
Total,159,127,All
,City Commissioners - Republican,District Council 1st District - Republican,7
,Al Schmidt,Daniel Orsino,7
Al Schmidt,2,20,7
Daniel Orsino,,0,7
Total,22,20,7
,City Commissioners - Republican,District Council 1st District - Republican,8
,Al Schmidt,Daniel Orsino,8
Al Schmidt,0,6,8
Daniel Orsino,,0,8
Total,6,6,8
,City Commissioners - Republican,District Council 1st District - Republican,9
,Al Schmidt,Daniel Orsino,9
Al Schmidt,0,2,9
Daniel Orsino,,0,9
Total,2,2,9
,City Commissioners - Republican,District Council 1st District - Republican,11
,Al Schmidt,Daniel Orsino,11
Al Schmidt,0,7,11
Daniel Orsino,,0,11
Total,7,7,11
,City Commissioners - Republican,District Council 1st District - Republican,13
,Al Schmidt,Daniel Orsino,13
Al Schmidt,0,5,13
Daniel Orsino,,0,13
Total,5,5,13
,City Commissioners - Republican,District Council 1st District - Republican,14
,Al Schmidt,Daniel Orsino,14
Al Schmidt,1,3,14
Daniel Orsino,,0,14
Total,4,3,14
,City Commissioners - Republican,District Council 1st District - Republican,16
,Al Schmidt,Daniel Orsino,16
Al Schmidt,2,5,16
Daniel Orsino,,0,16
Total,7,5,16
,City Commissioners - Republican,District Council 1st District - Republican,17
,Al Schmidt,Daniel Orsino,17
Al Schmidt,1,1,17
Daniel Orsino,,0,17
Total,2,1,17
,City Commissioners - Republican,District Council 1st District - Republican,18
,Al Schmidt,Daniel Orsino,18
Al Schmidt,1,5,18
Daniel Orsino,,0,18
Total,6,5,18
,City Commissioners - Republican,District Council 1st District - Republican,19
,Al Schmidt,Daniel Orsino,19
Al Schmidt,3,2,19
Daniel Orsino,,0,19
Total,5,2,19
,City Commissioners - Republican,District Council 1st District - Republican,21
,Al Schmidt,Daniel Orsino,21
Al Schmidt,2,5,21
Daniel Orsino,,0,21
Total,7,5,21
,City Commissioners - Republican,District Council 1st District - Republican,22
,Al Schmidt,Daniel Orsino,22
Al Schmidt,8,16,22
Daniel Orsino,,1,22
Total,24,17,22
,City Commissioners - Republican,District Council 1st District - Republican,24
,Al Schmidt,Daniel Orsino,24
Al Schmidt,16,46,24
Daniel Orsino,,3,24
Total,62,49,24
