col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Helen Gym,Justin Diberardinis,Erika Almirón,Isaiah Thomas,Ethelind Baylor,Allan Domb,Adrián Rivera-reyes,Eryn Santamoor,Derek S Green,Katherine Gilmore Richardson,Deja Lynn Alvarez,Fernando Treviño,Beth Finn,Sandra Dungee Glenn,Joseph A Diorio,Ogbonna Paul Hagins,Asa Khalif,Hena Veit,Billy Thompson,Willie Floyd Singletary,Fareed Abdullah,Latrice Y Bryant,Mark Ross,Bobbie Curry,Vinny Black,Edwin Santana,Devon Cade,Wayne Allen,Wayne Edmund Dorsey,Sherrie Cohen,Kahlil Williams,Jen Devor,Lisa Deeley,Omar Sabir,Luigi Borda,Marwan Kreidie,Annette Thompson,Carla Cain,Moira Bohannon,Robin Trent,Dennis Lee,Warren Bloom,Lewis Harris Jr,All
Helen Gym,30,"1,389","1,464","1,251",930,379,485,482,358,346,295,236,212,102,54,86,91,69,40,50,39,39,15,17,13,18,10,13,4,0,"1,359","1,387",409,277,221,206,97,108,90,52,30,22,14,All
Justin Diberardinis,,14,"1,107","1,039",819,263,241,322,192,135,93,120,71,29,45,15,24,12,15,2,7,4,13,8,5,7,5,4,5,0,"1,114","1,112",169,68,180,88,34,50,41,25,18,7,7,All
Erika Almirón,,,2,"1,032",854,93,264,251,128,140,168,120,101,45,14,23,61,22,11,4,20,15,4,3,6,6,4,3,1,0,"1,142","1,171",97,72,125,110,39,52,54,37,9,7,7,All
Isaiah Thomas,,,,4,806,233,151,138,223,189,63,74,37,32,25,15,32,10,13,8,23,12,6,5,7,8,8,3,1,0,"1,003",969,207,183,124,55,22,25,30,24,17,8,14,All
Ethelind Baylor,,,,,0,38,80,55,38,27,56,46,32,16,5,12,10,8,7,1,11,12,4,1,4,3,3,4,1,0,784,805,42,34,78,51,13,27,22,16,5,5,5,All
Allan Domb,,,,,,26,76,193,236,182,41,81,66,44,66,6,16,11,33,9,13,7,19,15,19,3,11,7,7,0,168,166,266,169,151,36,41,38,17,16,10,21,6,All
Adrián Rivera-reyes,,,,,,,2,158,77,66,197,91,84,16,21,81,43,23,19,50,18,17,9,8,6,14,4,6,1,0,275,262,118,107,70,151,36,30,35,26,14,9,3,All
Eryn Santamoor,,,,,,,,9,138,145,64,103,72,40,25,12,14,33,17,13,7,18,8,6,8,5,4,6,2,0,309,336,128,44,76,57,45,53,32,11,16,4,5,All
Derek S Green,,,,,,,,,0,204,61,31,36,13,22,6,22,5,9,6,10,6,9,6,8,5,4,2,1,0,181,153,196,128,83,43,18,21,19,17,9,5,10,All
Katherine Gilmore Richardson,,,,,,,,,,1,58,58,77,51,20,21,17,28,8,6,8,15,7,15,3,2,5,3,2,0,161,149,198,123,60,41,42,31,34,19,13,5,10,All
Deja Lynn Alvarez,,,,,,,,,,,6,56,69,21,18,62,34,19,8,42,15,17,4,4,6,7,2,5,1,0,134,128,107,78,41,111,24,38,38,15,15,3,4,All
Fernando Treviño,,,,,,,,,,,,6,38,13,25,11,20,20,27,7,16,11,7,8,5,14,4,4,5,0,146,162,61,46,59,45,29,26,17,9,14,9,4,All
Beth Finn,,,,,,,,,,,,,2,59,21,17,14,26,18,8,8,18,7,14,5,4,6,8,3,0,80,105,87,31,51,41,48,46,31,16,9,9,2,All
Sandra Dungee Glenn,,,,,,,,,,,,,,0,13,1,15,19,9,2,12,13,0,9,5,0,4,2,2,0,35,36,66,31,14,11,43,28,15,8,5,1,4,All
Joseph A Diorio,,,,,,,,,,,,,,,3,11,7,13,23,10,6,6,12,7,11,3,5,4,5,0,27,15,49,27,62,17,17,12,5,2,9,6,3,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,2,5,6,2,36,6,5,2,4,3,2,5,0,2,0,32,19,43,40,8,46,7,9,7,6,5,4,1,All
Asa Khalif,,,,,,,,,,,,,,,,,0,8,4,2,22,10,4,2,2,3,4,1,1,0,47,44,21,35,10,21,14,15,8,4,2,2,4,All
Hena Veit,,,,,,,,,,,,,,,,,,1,9,10,12,12,5,4,2,3,1,0,1,0,11,15,41,23,14,10,23,24,11,5,14,5,2,All
Billy Thompson,,,,,,,,,,,,,,,,,,,1,10,3,2,6,8,5,4,4,6,5,0,17,14,26,20,29,10,7,12,5,6,9,8,4,All
Willie Floyd Singletary,,,,,,,,,,,,,,,,,,,,3,2,2,5,5,5,0,4,1,3,0,13,2,40,40,12,26,6,2,1,2,5,3,4,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,0,8,1,3,3,2,5,2,1,0,26,17,14,31,4,9,10,9,5,5,2,2,7,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,1,2,1,3,1,2,1,1,0,20,19,22,15,8,14,15,8,3,2,2,1,1,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,1,12,4,1,2,3,2,0,7,6,10,5,15,9,7,1,5,4,7,6,1,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,2,2,1,0,12,9,11,9,13,6,10,2,3,2,6,4,3,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,0,2,5,2,2,0,6,3,14,11,9,5,7,2,2,2,2,3,3,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,0,9,11,7,6,8,1,1,3,3,1,2,0,4,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,0,5,6,8,5,5,5,5,2,2,2,2,3,4,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,6,6,6,1,11,3,1,6,1,3,1,1,2,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,2,3,1,4,1,2,3,1,2,1,3,4,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Kahlil Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"1,182",53,50,49,53,10,16,21,16,5,1,9,All
Jen Devor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,41,12,80,44,13,25,23,8,3,8,4,All
Lisa Deeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,196,86,43,63,18,6,3,13,3,1,All
Omar Sabir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,20,30,9,14,9,7,10,5,3,All
Luigi Borda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,22,8,16,4,3,6,7,0,All
Marwan Kreidie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,12,17,13,3,1,0,All
Annette Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,6,3,2,5,1,All
Carla Cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,7,4,2,1,All
Moira Bohannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,4,1,2,All
Robin Trent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,3,All
Dennis Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,All
Warren Bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,All
Lewis Harris Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"2,427","1,611","1,577","1,431",988,705,655,644,504,488,426,357,307,159,154,133,128,102,96,91,75,69,48,47,41,32,30,26,19,0,"1,539","1,527",645,435,417,303,146,145,117,71,59,38,31,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,1
,Helen Gym,Justin Diberardinis,Erika Almirón,Isaiah Thomas,Ethelind Baylor,Adrián Rivera-reyes,Eryn Santamoor,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Deja Lynn Alvarez,Fernando Treviño,Sandra Dungee Glenn,Asa Khalif,Hena Veit,Ogbonna Paul Hagins,Beth Finn,Billy Thompson,Willie Floyd Singletary,Joseph A Diorio,Latrice Y Bryant,Vinny Black,Wayne Edmund Dorsey,Bobbie Curry,Devon Cade,Edwin Santana,Fareed Abdullah,Mark Ross,Sherrie Cohen,Wayne Allen,Kahlil Williams,Jen Devor,Lisa Deeley,Luigi Borda,Omar Sabir,Marwan Kreidie,Annette Thompson,Carla Cain,Moira Bohannon,Lewis Harris Jr,Robin Trent,Warren Bloom,Dennis Lee,1
Helen Gym,1,90,95,85,64,22,21,13,14,14,10,7,6,5,4,4,3,2,2,1,1,0,1,1,0,1,0,1,0,0,86,88,12,12,9,11,7,6,3,1,1,2,0,1
Justin Diberardinis,,2,80,82,61,12,12,10,8,4,3,3,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,77,77,3,12,3,1,4,2,0,0,0,1,0,1
Erika Almirón,,,0,77,63,15,8,5,8,4,6,5,3,5,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,78,81,3,9,4,9,1,1,2,0,0,1,0,1
Isaiah Thomas,,,,0,59,15,7,7,5,4,3,5,3,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,72,2,9,3,5,4,1,2,0,0,2,0,1
Ethelind Baylor,,,,,0,1,1,0,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56,60,1,5,1,1,1,0,0,0,0,1,0,1
Adrián Rivera-reyes,,,,,,0,4,3,5,2,6,1,3,4,1,3,1,1,2,1,1,0,0,0,0,0,0,0,0,0,11,10,5,6,5,10,4,2,0,0,1,0,0,1
Eryn Santamoor,,,,,,,0,12,8,9,1,2,4,0,2,2,1,2,1,0,1,1,2,0,0,0,0,0,0,0,11,9,6,4,0,2,4,5,2,1,0,0,0,1
Allan Domb,,,,,,,,1,5,3,1,1,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,5,4,10,7,6,1,3,4,0,1,0,0,0,1
Derek S Green,,,,,,,,,0,6,5,2,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,11,5,7,1,3,3,2,1,0,0,0,0,0,1
Katherine Gilmore Richardson,,,,,,,,,,0,4,1,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,2,0,2,3,2,2,1,0,0,0,1
Deja Lynn Alvarez,,,,,,,,,,,0,3,1,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,1,4,1,0,2,1,1,1,0,1
Fernando Treviño,,,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,0,1,0,1,0,2,0,0,1,0,1
Sandra Dungee Glenn,,,,,,,,,,,,,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,3,1,1,3,2,2,0,0,0,0,1
Asa Khalif,,,,,,,,,,,,,,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,2,4,0,1,1,3,0,0,0,1,1,0,0,1
Hena Veit,,,,,,,,,,,,,,,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,2,1,3,0,0,1,2,1,2,0,0,0,0,1
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,2,0,0,1,0,0,1
Beth Finn,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,2,1,0,1,0,1,0,0,0,0,0,1
Billy Thompson,,,,,,,,,,,,,,,,,,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1
Willie Floyd Singletary,,,,,,,,,,,,,,,,,,,0,0,0,2,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,2,0,0,1
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1
Vinny Black,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kahlil Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,75,4,3,2,2,1,0,1,0,0,0,0,1
