col_1,col_2,col_3,col_4,col_5,col_6,division
,Judge Of The Municipal Court - Democrat,,Register Of Wills - Democrat,,,All
,David H Conroy,Theresa Brunson,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,All
David H Conroy,57,0,434,201,71,All
Theresa Brunson,,29,148,320,116,All
Ronald R Donatucci,,,117,0,0,All
Tracey Gordon,,,,89,0,All
Jacque P Whaumbush,,,,,42,All
Total,763,613,699,610,229,All
,Judge Of The Municipal Court - Democrat,,Register Of Wills - Democrat,,,1
,David H Conroy,Theresa Brunson,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,1
David H Conroy,5,0,10,11,1,1
Theresa Brunson,,4,10,6,5,1
Tracey Gordon,,,5,0,0,1
Ronald R Donatucci,,,,3,0,1
Jacque P Whaumbush,,,,,1,1
Total,27,25,25,20,7,1
,Register Of Wills - Democrat,,,Judge Of The Municipal Court - Democrat,,2
,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,Theresa Brunson,David H Conroy,2
Tracey Gordon,7,0,0,21,12,2
Ronald R Donatucci,,4,0,4,7,2
Jacque P Whaumbush,,,3,6,1,2
Theresa Brunson,,,,0,0,2
David H Conroy,,,,,2,2
Total,40,15,10,31,22,2
,Judge Of The Municipal Court - Democrat,,Register Of Wills - Democrat,,,3
,David H Conroy,Theresa Brunson,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,3
David H Conroy,3,0,10,10,3,3
Theresa Brunson,,0,8,5,6,3
Tracey Gordon,,,4,0,0,3
Ronald R Donatucci,,,,3,0,3
Jacque P Whaumbush,,,,,0,3
Total,26,19,22,18,9,3
,Judge Of The Municipal Court - Democrat,,Register Of Wills - Democrat,,,4
,Theresa Brunson,David H Conroy,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,4
Theresa Brunson,0,0,17,8,11,4
David H Conroy,,1,9,13,2,4
Tracey Gordon,,,6,0,0,4
Ronald R Donatucci,,,,5,0,4
Jacque P Whaumbush,,,,,5,4
Total,36,25,32,26,18,4
,Judge Of The Municipal Court - Democrat,,Register Of Wills - Democrat,,,5
,David H Conroy,Theresa Brunson,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,5
David H Conroy,1,0,25,3,3,5
Theresa Brunson,,0,2,7,4,5
Ronald R Donatucci,,,3,0,0,5
Tracey Gordon,,,,2,0,5
Jacque P Whaumbush,,,,,2,5
Total,32,13,30,12,9,5
,Judge Of The Municipal Court - Democrat,,Register Of Wills - Democrat,,,6
,David H Conroy,Theresa Brunson,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,6
David H Conroy,3,0,18,8,2,6
Theresa Brunson,,1,4,16,9,6
Ronald R Donatucci,,,6,0,0,6
Tracey Gordon,,,,3,0,6
Jacque P Whaumbush,,,,,3,6
Total,31,30,28,27,14,6
,Judge Of The Municipal Court - Democrat,,Register Of Wills - Democrat,,,7
,David H Conroy,Theresa Brunson,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,7
David H Conroy,1,0,8,16,6,7
Theresa Brunson,,2,16,7,4,7
Tracey Gordon,,,7,0,0,7
Ronald R Donatucci,,,,7,0,7
Jacque P Whaumbush,,,,,1,7
Total,31,29,31,30,11,7
,Judge Of The Municipal Court - Democrat,,Register Of Wills - Democrat,,,8
,David H Conroy,Theresa Brunson,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,8
David H Conroy,0,0,37,3,5,8
Theresa Brunson,,0,5,11,1,8
Ronald R Donatucci,,,3,0,0,8
Tracey Gordon,,,,7,0,8
Jacque P Whaumbush,,,,,1,8
Total,45,17,45,21,7,8
,Register Of Wills - Democrat,,,Judge Of The Municipal Court - Democrat,,9
,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,Theresa Brunson,David H Conroy,9
Tracey Gordon,5,0,0,11,6,9
Ronald R Donatucci,,1,0,1,6,9
Jacque P Whaumbush,,,4,2,0,9
Theresa Brunson,,,,1,0,9
David H Conroy,,,,,0,9
Total,22,8,6,15,12,9
,Judge Of The Municipal Court - Democrat,,Register Of Wills - Democrat,,,10
,Theresa Brunson,David H Conroy,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,10
Theresa Brunson,1,0,13,16,4,10
David H Conroy,,1,15,4,4,10
Ronald R Donatucci,,,2,0,0,10
Tracey Gordon,,,,5,0,10
Jacque P Whaumbush,,,,,3,10
Total,34,24,30,25,11,10
,Register Of Wills - Democrat,,,Judge Of The Municipal Court - Democrat,,11
,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,David H Conroy,Theresa Brunson,11
Ronald R Donatucci,15,0,0,27,11,11
Tracey Gordon,,8,0,10,20,11
Jacque P Whaumbush,,,3,5,8,11
David H Conroy,,,,2,0,11
Theresa Brunson,,,,,3,11
Total,53,38,16,44,42,11
,Register Of Wills - Democrat,,,Judge Of The Municipal Court - Democrat,,12
,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,David H Conroy,Theresa Brunson,12
Ronald R Donatucci,15,0,0,15,9,12
Tracey Gordon,,5,0,3,7,12
Jacque P Whaumbush,,,1,0,0,12
David H Conroy,,,,3,0,12
Theresa Brunson,,,,,1,12
Total,39,15,1,21,17,12
,Judge Of The Municipal Court - Democrat,,Register Of Wills - Democrat,,,13
,David H Conroy,Theresa Brunson,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,13
David H Conroy,10,0,15,20,7,13
Theresa Brunson,,1,12,5,4,13
Tracey Gordon,,,2,0,0,13
Ronald R Donatucci,,,,3,0,13
Jacque P Whaumbush,,,,,0,13
Total,52,22,29,28,11,13
,Judge Of The Municipal Court - Democrat,,Register Of Wills - Democrat,,,14
,David H Conroy,Theresa Brunson,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,14
David H Conroy,1,0,16,6,2,14
Theresa Brunson,,1,3,12,1,14
Ronald R Donatucci,,,5,0,0,14
Tracey Gordon,,,,3,0,14
Jacque P Whaumbush,,,,,0,14
Total,25,17,24,21,3,14
,Judge Of The Municipal Court - Democrat,,Register Of Wills - Democrat,,,15
,David H Conroy,Theresa Brunson,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,15
David H Conroy,3,0,16,17,3,15
Theresa Brunson,,1,19,11,4,15
Tracey Gordon,,,2,0,0,15
Ronald R Donatucci,,,,5,0,15
Jacque P Whaumbush,,,,,3,15
Total,39,35,37,33,10,15
,Judge Of The Municipal Court - Democrat,,Register Of Wills - Democrat,,,16
,Theresa Brunson,David H Conroy,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,16
Theresa Brunson,3,0,15,8,4,16
David H Conroy,,5,10,11,2,16
Tracey Gordon,,,1,0,0,16
Ronald R Donatucci,,,,4,0,16
Jacque P Whaumbush,,,,,0,16
Total,30,28,26,23,6,16
,Judge Of The Municipal Court - Democrat,,Register Of Wills - Democrat,,,17
,Theresa Brunson,David H Conroy,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,17
Theresa Brunson,2,0,17,6,7,17
David H Conroy,,0,5,10,3,17
Tracey Gordon,,,1,0,0,17
Ronald R Donatucci,,,,4,0,17
Jacque P Whaumbush,,,,,2,17
Total,32,18,23,20,12,17
,Judge Of The Municipal Court - Democrat,,Register Of Wills - Democrat,,,18
,David H Conroy,Theresa Brunson,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,18
David H Conroy,2,0,29,8,4,18
Theresa Brunson,,0,7,15,2,18
Ronald R Donatucci,,,2,0,0,18
Tracey Gordon,,,,4,0,18
Jacque P Whaumbush,,,,,1,18
Total,43,24,38,27,7,18
,Judge Of The Municipal Court - Democrat,,Register Of Wills - Democrat,,,19
,David H Conroy,Theresa Brunson,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,19
David H Conroy,4,0,26,8,2,19
Theresa Brunson,,1,3,9,1,19
Ronald R Donatucci,,,1,0,0,19
Tracey Gordon,,,,3,0,19
Jacque P Whaumbush,,,,,0,19
Total,40,14,30,20,3,19
,Judge Of The Municipal Court - Democrat,,Register Of Wills - Democrat,,,20
,David H Conroy,Theresa Brunson,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,20
David H Conroy,1,0,39,10,3,20
Theresa Brunson,,1,7,14,5,20
Ronald R Donatucci,,,3,0,0,20
Tracey Gordon,,,,1,0,20
Jacque P Whaumbush,,,,,2,20
Total,53,27,49,25,10,20
,Judge Of The Municipal Court - Democrat,,Register Of Wills - Democrat,,,21
,David H Conroy,Theresa Brunson,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,21
David H Conroy,1,0,6,6,3,21
Theresa Brunson,,0,6,3,5,21
Tracey Gordon,,,2,0,0,21
Ronald R Donatucci,,,,3,0,21
Jacque P Whaumbush,,,,,2,21
Total,16,14,14,12,10,21
,Judge Of The Municipal Court - Democrat,,Register Of Wills - Democrat,,,22
,David H Conroy,Theresa Brunson,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,22
David H Conroy,2,0,10,7,4,22
Theresa Brunson,,1,4,9,3,22
Ronald R Donatucci,,,5,0,0,22
Tracey Gordon,,,,2,0,22
Jacque P Whaumbush,,,,,1,22
Total,23,17,19,18,8,22
,Judge Of The Municipal Court - Democrat,,Register Of Wills - Democrat,,,23
,David H Conroy,Theresa Brunson,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,23
David H Conroy,3,0,14,7,1,23
Theresa Brunson,,1,6,8,6,23
Ronald R Donatucci,,,5,0,0,23
Tracey Gordon,,,,2,0,23
Jacque P Whaumbush,,,,,0,23
Total,25,21,25,17,7,23
,Judge Of The Municipal Court - Democrat,,Register Of Wills - Democrat,,,24
,David H Conroy,Theresa Brunson,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,24
David H Conroy,1,0,15,5,2,24
Theresa Brunson,,3,1,7,7,24
Ronald R Donatucci,,,3,0,0,24
Tracey Gordon,,,,0,0,24
Jacque P Whaumbush,,,,,2,24
Total,23,18,19,12,11,24
,Judge Of The Municipal Court - Democrat,,Register Of Wills - Democrat,,,25
,David H Conroy,Theresa Brunson,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,25
David H Conroy,0,0,9,7,1,25
Theresa Brunson,,0,4,4,4,25
Ronald R Donatucci,,,1,0,0,25
Tracey Gordon,,,,1,0,25
Jacque P Whaumbush,,,,,2,25
Total,17,12,14,12,7,25
,Register Of Wills - Democrat,,,Judge Of The Municipal Court - Democrat,,26
,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,Theresa Brunson,David H Conroy,26
Ronald R Donatucci,6,0,0,5,12,26
Tracey Gordon,,1,0,13,5,26
Jacque P Whaumbush,,,0,3,2,26
Theresa Brunson,,,,1,0,26
David H Conroy,,,,,2,26
Total,23,19,5,22,21,26
