col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,City Commissioners - Democrat,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Annette Thompson,Dennis Lee,Carla Cain,Lewis Harris Jr,Luigi Borda,Warren Bloom,Robin Trent,Jen Devor,Moira Bohannon,Isaiah Thomas,Derek S Green,Helen Gym,Sandra Dungee Glenn,Allan Domb,Justin Diberardinis,Adrián Rivera-reyes,Ethelind Baylor,Willie Floyd Singletary,Deja Lynn Alvarez,Katherine Gilmore Richardson,Ogbonna Paul Hagins,Fareed Abdullah,Eryn Santamoor,Latrice Y Bryant,Billy Thompson,Asa Khalif,Erika Almirón,Wayne Allen,Fernando Treviño,Beth Finn,Joseph A Diorio,Edwin Santana,Mark Ross,Hena Veit,Bobbie Curry,Wayne Edmund Dorsey,Devon Cade,Vinny Black,Sherrie Cohen,All
Omar Sabir,43,372,96,79,24,18,3,15,8,7,9,4,3,443,394,325,269,182,227,165,224,167,145,120,109,86,44,38,40,44,30,28,23,18,13,15,18,13,10,15,10,11,0,All
Lisa Deeley,,10,19,29,18,8,2,2,2,1,1,0,2,310,297,178,222,104,207,89,205,74,71,83,46,21,30,15,20,17,10,7,8,10,12,5,8,11,3,9,7,4,0,All
Kahlil Williams,,,4,14,24,6,11,11,2,9,4,4,2,113,118,111,40,117,22,36,19,47,33,49,16,47,31,38,20,37,20,25,13,13,6,11,14,7,9,8,4,9,1,All
Marwan Kreidie,,,,10,6,3,1,0,4,3,0,1,0,17,20,107,8,24,10,130,7,92,106,13,70,6,11,14,11,6,3,9,10,3,7,1,3,8,2,3,2,2,0,All
Annette Thompson,,,,,3,3,9,3,2,1,4,2,1,38,42,48,23,46,6,25,8,17,11,27,5,13,10,11,26,13,16,7,5,9,7,7,5,8,7,5,3,5,0,All
Dennis Lee,,,,,,1,17,1,5,0,0,2,1,33,29,26,26,23,18,11,12,8,5,17,5,12,9,3,10,6,5,5,13,2,15,9,2,2,3,4,7,2,0,All
Carla Cain,,,,,,,0,1,1,1,0,0,0,20,21,16,19,14,13,5,11,1,4,8,1,5,5,8,3,5,6,3,11,6,10,10,1,2,1,2,3,3,0,All
Lewis Harris Jr,,,,,,,,1,0,2,0,2,1,13,17,16,4,19,4,11,1,13,9,6,8,13,1,5,7,7,3,4,2,2,2,3,5,1,1,1,2,2,1,All
Luigi Borda,,,,,,,,,1,0,2,1,0,7,3,12,3,9,4,4,4,4,11,3,4,2,6,5,3,2,3,1,5,3,7,1,4,2,5,0,3,0,0,All
Warren Bloom,,,,,,,,,,0,0,1,0,10,17,9,11,18,3,2,1,2,2,5,3,4,5,2,2,4,2,6,2,5,2,4,2,0,0,0,0,1,0,All
Robin Trent,,,,,,,,,,,0,1,0,13,8,8,5,6,3,3,3,4,4,9,1,5,1,5,4,2,3,1,1,5,0,3,1,3,2,1,1,2,0,All
Jen Devor,,,,,,,,,,,,0,0,8,8,11,10,9,1,5,0,1,6,3,3,5,4,6,0,2,3,1,0,2,0,0,1,2,1,2,1,0,0,All
Moira Bohannon,,,,,,,,,,,,,0,4,3,5,0,3,1,4,2,3,3,1,3,1,1,2,2,1,2,0,2,0,1,0,1,0,2,1,0,2,0,All
Isaiah Thomas,,,,,,,,,,,,,,21,471,178,337,174,280,33,285,37,41,105,16,54,25,30,31,29,26,23,11,13,15,11,17,7,5,13,14,7,0,All
Derek S Green,,,,,,,,,,,,,,,3,177,333,194,267,25,274,36,24,117,16,59,39,26,29,34,19,22,8,11,4,7,8,1,6,11,2,5,1,All
Helen Gym,,,,,,,,,,,,,,,,17,60,189,41,148,25,116,127,91,107,39,41,29,34,26,40,18,18,17,14,11,10,13,10,6,11,13,0,All
Sandra Dungee Glenn,,,,,,,,,,,,,,,,,1,57,248,12,252,10,8,41,10,19,15,13,7,11,14,13,12,8,10,11,1,5,3,2,2,3,0,All
Allan Domb,,,,,,,,,,,,,,,,,,25,27,49,12,31,37,94,14,51,50,19,16,28,19,20,17,12,14,14,8,8,10,9,14,8,0,All
