col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,City Commissioners - Democrat,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Annette Thompson,Dennis Lee,Carla Cain,Lewis Harris Jr,Robin Trent,Warren Bloom,Luigi Borda,Jen Devor,Moira Bohannon,Isaiah Thomas,Derek S Green,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Adrián Rivera-reyes,Willie Floyd Singletary,Deja Lynn Alvarez,Sandra Dungee Glenn,Fareed Abdullah,Ogbonna Paul Hagins,Billy Thompson,Asa Khalif,Eryn Santamoor,Latrice Y Bryant,Justin Diberardinis,Erika Almirón,Beth Finn,Fernando Treviño,Joseph A Diorio,Wayne Allen,Ethelind Baylor,Bobbie Curry,Vinny Black,Hena Veit,Mark Ross,Edwin Santana,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,All
Omar Sabir,95,756,257,117,79,89,29,21,15,13,11,5,4,"1,141","1,117","1,066",748,781,268,319,248,187,207,161,130,155,93,88,67,75,53,43,49,54,48,25,42,23,32,26,33,24,0,All
Lisa Deeley,,15,42,57,41,23,14,5,7,1,7,3,2,709,721,711,445,565,157,160,145,75,55,88,49,49,61,44,41,28,46,32,27,20,29,24,19,25,20,13,12,10,0,All
Kahlil Williams,,,12,13,54,14,26,19,14,8,2,19,5,300,292,242,265,140,69,72,62,87,132,39,66,105,68,64,36,44,25,32,21,33,19,12,30,13,21,15,14,16,0,All
Marwan Kreidie,,,,18,9,22,3,0,1,4,8,0,0,65,60,57,175,37,191,137,140,22,16,101,28,10,25,15,16,7,19,22,14,7,5,8,7,10,5,6,6,5,1,All
Annette Thompson,,,,,5,23,18,10,7,7,1,3,3,133,108,105,129,67,49,46,44,58,47,19,41,36,25,44,11,22,34,20,17,18,10,13,15,27,8,11,12,9,0,All
Dennis Lee,,,,,,3,25,9,6,4,6,2,1,130,105,86,88,69,31,43,27,58,26,18,56,25,25,18,28,26,17,28,35,22,10,14,3,14,13,27,6,8,1,All
Carla Cain,,,,,,,1,4,5,3,4,1,2,60,50,49,68,42,28,17,18,41,26,7,13,16,12,15,27,18,13,22,28,4,11,3,5,11,9,19,2,5,0,All
Lewis Harris Jr,,,,,,,,0,3,3,1,2,0,42,36,37,33,10,14,19,9,12,15,6,16,11,8,10,5,5,12,6,7,11,3,9,8,3,9,4,6,9,0,All
Robin Trent,,,,,,,,,0,2,2,0,3,38,27,24,34,25,16,12,12,15,9,6,4,15,5,11,6,6,7,5,5,7,6,5,4,3,6,1,0,7,0,All
Warren Bloom,,,,,,,,,,0,0,0,0,28,25,29,22,13,7,9,7,6,7,4,12,5,4,7,1,3,6,2,6,6,1,1,0,1,4,2,4,2,0,All
Luigi Borda,,,,,,,,,,,0,1,0,13,12,9,26,3,18,12,16,5,1,1,11,1,13,5,3,7,9,7,8,1,5,5,2,8,2,2,3,0,0,All
Jen Devor,,,,,,,,,,,,1,1,11,12,14,20,11,4,1,5,3,3,3,2,2,12,1,5,8,6,13,2,1,3,2,2,1,2,3,2,1,0,All
Moira Bohannon,,,,,,,,,,,,,0,10,8,8,10,4,5,4,4,6,4,3,3,2,4,3,0,2,1,1,2,2,0,4,3,3,1,1,1,4,0,All
Isaiah Thomas,,,,,,,,,,,,,,29,"1,175","1,028",556,760,91,118,84,167,181,42,116,144,68,77,72,65,52,27,41,47,59,27,36,18,34,29,32,26,1,All
Derek S Green,,,,,,,,,,,,,,,41,"1,086",585,772,78,112,72,165,148,28,91,108,74,69,73,51,44,28,38,40,45,23,28,6,27,24,14,22,1,All
Allan Domb,,,,,,,,,,,,,,,,55,522,719,105,109,76,129,117,37,83,82,99,39,53,27,41,36,43,35,21,24,25,10,24,13,24,22,1,All
Helen Gym,,,,,,,,,,,,,,,,,66,322,259,227,218,167,110,173,91,102,91,63,78,81,55,51,32,21,59,18,17,38,17,22,19,16,0,All
Katherine Gilmore Richardson,,,,,,,,,,,,,,,,,,5,47,52,41,95,71,21,45,50,51,49,39,39,34,23,19,17,18,16,15,15,21,12,15,12,0,All
Adrián Rivera-reyes,,,,,,,,,,,,,,,,,,,12,212,198,27,27,147,23,27,36,31,5,22,34,37,22,12,10,8,11,20,4,7,7,8,0,All
Willie Floyd Singletary,,,,,,,,,,,,,,,,,,,,21,184,17,37,141,50,22,31,36,8,6,20,24,20,18,4,15,15,13,18,9,2,11,0,All
Deja Lynn Alvarez,,,,,,,,,,,,,,,,,,,,,8,24,20,159,26,26,33,24,9,27,23,26,14,8,12,14,8,16,8,7,7,5,0,All
Sandra Dungee Glenn,,,,,,,,,,,,,,,,,,,,,,2,38,9,34,44,17,38,25,39,29,20,44,11,17,9,5,12,5,24,7,6,1,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,8,22,25,79,16,26,9,23,9,9,13,19,12,5,17,7,10,10,7,8,0,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,,,,,,,,1,19,15,15,6,4,7,6,10,7,4,2,3,3,7,1,1,3,5,0,All
Billy Thompson,,,,,,,,,,,,,,,,,,,,,,,,,7,20,24,17,8,17,16,14,14,15,7,7,12,14,11,10,9,8,0,All
Asa Khalif,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,30,9,24,10,6,5,9,17,6,16,9,5,5,12,4,0,All
Eryn Santamoor,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,15,15,11,20,13,7,1,14,5,21,8,6,9,5,0,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,20,23,8,10,12,6,9,5,14,11,1,5,6,0,All
Justin Diberardinis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,4,20,24,6,13,9,5,4,5,18,2,3,0,All
Erika Almirón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,13,4,1,18,5,3,5,2,3,5,1,0,All
Beth Finn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,5,11,3,10,6,15,11,6,5,6,0,All
Fernando Treviño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,4,1,3,7,12,3,22,3,1,0,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,2,10,2,9,6,17,7,3,0,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,11,6,2,9,4,6,8,0,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,0,3,1,2,2,0,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,7,3,3,4,0,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,5,2,9,6,0,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,4,2,0,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,7,0,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,0,All
