col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Sheriff - Democrat,,,,Judge Of The Municipal Court - Democrat,,All
,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,David H Conroy,Theresa Brunson,All
Jewell Williams,483,0,0,0,"2,289",641,All
Rochelle Bilal,,253,0,0,513,637,All
Malika Rahman,,,143,0,258,442,All
Larry King Sr,,,,39,70,58,All
David H Conroy,,,,,189,0,All
Theresa Brunson,,,,,,108,All
Total,"3,413","1,403",843,167,"3,319","1,886",All
,Sheriff - Democrat,,,,Judge Of The Municipal Court - Democrat,,1
,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,Theresa Brunson,David H Conroy,1
Jewell Williams,16,0,0,0,25,52,1
Rochelle Bilal,,5,0,0,26,12,1
Malika Rahman,,,3,0,15,6,1
Larry King Sr,,,,2,4,1,1
Theresa Brunson,,,,,7,0,1
David H Conroy,,,,,,2,1
Total,93,43,24,7,77,73,1
,Judge Of The Municipal Court - Democrat,,Sheriff - Democrat,,,,2
,David H Conroy,Theresa Brunson,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,2
David H Conroy,8,0,90,24,14,3,2
Theresa Brunson,,5,24,27,12,1,2
Jewell Williams,,,21,0,0,0,2
Rochelle Bilal,,,,11,0,0,2
Malika Rahman,,,,,8,0,2
Larry King Sr,,,,,,0,2
Total,139,69,135,62,34,4,2
,Sheriff - Democrat,,,,Judge Of The Municipal Court - Democrat,,3
,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,David H Conroy,Theresa Brunson,3
Jewell Williams,26,0,0,0,77,18,3
Rochelle Bilal,,13,0,0,18,12,3
Malika Rahman,,,6,0,13,18,3
Larry King Sr,,,,2,4,0,3
David H Conroy,,,,,7,0,3
Theresa Brunson,,,,,,5,3
Total,121,43,37,6,119,53,3
,Sheriff - Democrat,,,,Judge Of The Municipal Court - Democrat,,4
,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,David H Conroy,Theresa Brunson,4
Jewell Williams,9,0,0,0,85,34,4
Rochelle Bilal,,2,0,0,13,22,4
Malika Rahman,,,5,0,4,17,4
Larry King Sr,,,,1,2,2,4
David H Conroy,,,,,4,0,4
Theresa Brunson,,,,,,8,4
Total,128,37,26,5,108,83,4
,Sheriff - Democrat,,,,Judge Of The Municipal Court - Democrat,,5
,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,David H Conroy,Theresa Brunson,5
Jewell Williams,22,0,0,0,55,21,5
Rochelle Bilal,,12,0,0,19,28,5
Malika Rahman,,,7,0,4,13,5
Larry King Sr,,,,3,3,2,5
David H Conroy,,,,,3,0,5
Theresa Brunson,,,,,,5,5
Total,98,59,24,8,84,69,5
,Sheriff - Democrat,,,,Judge Of The Municipal Court - Democrat,,6
,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,David H Conroy,Theresa Brunson,6
Jewell Williams,15,0,0,0,46,21,6
Rochelle Bilal,,9,0,0,18,18,6
Malika Rahman,,,3,0,10,14,6
Larry King Sr,,,,1,3,3,6
David H Conroy,,,,,3,0,6
Theresa Brunson,,,,,,3,6
Total,82,45,27,7,80,59,6
,Judge Of The Municipal Court - Democrat,,Sheriff - Democrat,,,,7
,David H Conroy,Theresa Brunson,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,7
David H Conroy,13,0,90,18,10,3,7
Theresa Brunson,,3,18,23,8,4,7
Jewell Williams,,,22,0,0,0,7
Rochelle Bilal,,,,6,0,0,7
Malika Rahman,,,,,2,0,7
Larry King Sr,,,,,,0,7
Total,134,56,130,47,20,7,7
,Sheriff - Democrat,,,,Judge Of The Municipal Court - Democrat,,8
,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,David H Conroy,Theresa Brunson,8
Jewell Williams,17,0,0,0,97,19,8
Rochelle Bilal,,5,0,0,21,21,8
Malika Rahman,,,7,0,5,11,8
Larry King Sr,,,,1,1,0,8
David H Conroy,,,,,3,0,8
Theresa Brunson,,,,,,2,8
Total,133,47,23,2,127,53,8
,Judge Of The Municipal Court - Democrat,,Sheriff - Democrat,,,,9
,David H Conroy,Theresa Brunson,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,9
David H Conroy,7,0,86,23,9,5,9
Theresa Brunson,,3,27,29,16,2,9
Jewell Williams,,,14,0,0,0,9
Rochelle Bilal,,,,12,0,0,9
Malika Rahman,,,,,8,0,9
Larry King Sr,,,,,,1,9
Total,130,77,127,64,33,8,9
,Sheriff - Democrat,,,,Judge Of The Municipal Court - Democrat,,10
,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,David H Conroy,Theresa Brunson,10
Jewell Williams,10,0,0,0,63,29,10
Rochelle Bilal,,9,0,0,12,25,10
Malika Rahman,,,3,0,5,12,10
Larry King Sr,,,,3,4,4,10
David H Conroy,,,,,3,0,10
Theresa Brunson,,,,,,9,10
Total,102,46,20,11,87,79,10
,Sheriff - Democrat,,,,Judge Of The Municipal Court - Democrat,,11
,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,David H Conroy,Theresa Brunson,11
Jewell Williams,9,0,0,0,60,20,11
Rochelle Bilal,,7,0,0,14,21,11
Malika Rahman,,,1,0,8,11,11
Larry King Sr,,,,3,1,1,11
David H Conroy,,,,,2,0,11
Theresa Brunson,,,,,,3,11
Total,89,42,20,5,85,56,11
,Sheriff - Democrat,,,,Judge Of The Municipal Court - Democrat,,12
,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,David H Conroy,Theresa Brunson,12
Jewell Williams,14,0,0,0,81,32,12
Rochelle Bilal,,6,0,0,19,23,12
Malika Rahman,,,6,0,8,13,12
Larry King Sr,,,,0,3,1,12
David H Conroy,,,,,4,0,12
Theresa Brunson,,,,,,1,12
Total,127,48,27,4,115,70,12
,Judge Of The Municipal Court - Democrat,,Sheriff - Democrat,,,,13
,David H Conroy,Theresa Brunson,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,13
David H Conroy,8,0,80,24,9,2,13
Theresa Brunson,,1,18,17,12,3,13
Jewell Williams,,,12,0,0,0,13
Rochelle Bilal,,,,7,0,0,13
Malika Rahman,,,,,4,0,13
Larry King Sr,,,,,,2,13
Total,123,51,110,48,25,7,13
,Judge Of The Municipal Court - Democrat,,Sheriff - Democrat,,,,14
,David H Conroy,Theresa Brunson,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,14
David H Conroy,6,0,90,18,8,4,14
Theresa Brunson,,1,11,15,9,1,14
Jewell Williams,,,15,0,0,0,14
Rochelle Bilal,,,,4,0,0,14
Malika Rahman,,,,,3,0,14
Larry King Sr,,,,,,2,14
Total,126,37,116,37,20,7,14
,Judge Of The Municipal Court - Democrat,,Sheriff - Democrat,,,,15
,David H Conroy,Theresa Brunson,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,15
David H Conroy,15,0,91,18,8,2,15
Theresa Brunson,,1,17,26,11,1,15
Jewell Williams,,,13,0,0,0,15
Rochelle Bilal,,,,10,0,0,15
Malika Rahman,,,,,5,0,15
Larry King Sr,,,,,,3,15
Total,134,56,121,54,24,6,15
,Sheriff - Democrat,,,,Judge Of The Municipal Court - Democrat,,16
,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,David H Conroy,Theresa Brunson,16
Jewell Williams,16,0,0,0,60,18,16
Rochelle Bilal,,11,0,0,12,36,16
Malika Rahman,,,9,0,8,21,16
Larry King Sr,,,,2,2,2,16
David H Conroy,,,,,8,0,16
Theresa Brunson,,,,,,3,16
Total,94,59,38,6,90,80,16
,Judge Of The Municipal Court - Democrat,,Sheriff - Democrat,,,,17
,Theresa Brunson,David H Conroy,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,17
Theresa Brunson,9,0,32,32,13,4,17
David H Conroy,,8,47,14,11,2,17
Jewell Williams,,,10,0,0,0,17
Rochelle Bilal,,,,6,0,0,17
Malika Rahman,,,,,4,0,17
Larry King Sr,,,,,,2,17
Total,90,82,89,52,28,8,17
,Sheriff - Democrat,,,,Judge Of The Municipal Court - Democrat,,18
,Jewell Williams,Malika Rahman,Rochelle Bilal,Larry King Sr,David H Conroy,Theresa Brunson,18
Jewell Williams,18,0,0,0,66,20,18
Malika Rahman,,8,0,0,17,19,18
Rochelle Bilal,,,2,0,12,13,18
Larry King Sr,,,,0,1,4,18
David H Conroy,,,,,4,0,18
Theresa Brunson,,,,,,1,18
Total,104,44,27,5,100,57,18
,Sheriff - Democrat,,,,Judge Of The Municipal Court - Democrat,,19
,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,David H Conroy,Theresa Brunson,19
Jewell Williams,12,0,0,0,87,44,19
Rochelle Bilal,,11,0,0,26,20,19
Malika Rahman,,,4,0,10,28,19
Larry King Sr,,,,0,1,4,19
David H Conroy,,,,,2,0,19
Theresa Brunson,,,,,,9,19
Total,143,57,42,5,126,105,19
,Sheriff - Democrat,,,,Judge Of The Municipal Court - Democrat,,20
,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,David H Conroy,Theresa Brunson,20
Jewell Williams,15,0,0,0,70,16,20
Rochelle Bilal,,8,0,0,17,16,20
Malika Rahman,,,4,0,5,16,20
Larry King Sr,,,,0,2,1,20
David H Conroy,,,,,6,0,20
Theresa Brunson,,,,,,4,20
Total,101,41,25,3,100,53,20
,Sheriff - Democrat,,,,Judge Of The Municipal Court - Democrat,,21
,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,David H Conroy,Theresa Brunson,21
Jewell Williams,26,0,0,0,90,20,21
Rochelle Bilal,,16,0,0,25,26,21
Malika Rahman,,,8,0,10,20,21
Larry King Sr,,,,0,0,3,21
David H Conroy,,,,,5,0,21
Theresa Brunson,,,,,,2,21
Total,136,67,38,3,130,71,21
,Sheriff - Democrat,,,,Judge Of The Municipal Court - Democrat,,22
,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,David H Conroy,Theresa Brunson,22
Jewell Williams,12,0,0,0,73,38,22
Rochelle Bilal,,8,0,0,11,27,22
Malika Rahman,,,4,0,9,15,22
Larry King Sr,,,,2,2,1,22
David H Conroy,,,,,10,0,22
Theresa Brunson,,,,,,8,22
Total,123,46,28,5,105,89,22
,Judge Of The Municipal Court - Democrat,,Sheriff - Democrat,,,,23
,David H Conroy,Theresa Brunson,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,23
David H Conroy,6,0,67,18,5,2,23
Theresa Brunson,,2,10,19,13,2,23
Jewell Williams,,,13,0,0,0,23
Rochelle Bilal,,,,9,0,0,23
Malika Rahman,,,,,5,0,23
Larry King Sr,,,,,,1,23
Total,98,46,90,46,23,5,23
,Judge Of The Municipal Court - Democrat,,Sheriff - Democrat,,,,24
,David H Conroy,Theresa Brunson,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,24
David H Conroy,6,0,61,24,12,2,24
Theresa Brunson,,8,25,24,22,2,24
Jewell Williams,,,17,0,0,0,24
Rochelle Bilal,,,,14,0,0,24
Malika Rahman,,,,,4,0,24
Larry King Sr,,,,,,1,24
Total,105,81,103,62,38,5,24
,Sheriff - Democrat,,,,Judge Of The Municipal Court - Democrat,,25
,Jewell Williams,Malika Rahman,Rochelle Bilal,Larry King Sr,David H Conroy,Theresa Brunson,25
Jewell Williams,14,0,0,0,51,14,25
Malika Rahman,,4,0,0,7,19,25
Rochelle Bilal,,,7,0,13,8,25
Larry King Sr,,,,1,2,1,25
David H Conroy,,,,,3,0,25
Theresa Brunson,,,,,,1,25
Total,79,30,28,4,76,43,25
,Judge Of The Municipal Court - Democrat,,Sheriff - Democrat,,,,26
,David H Conroy,Theresa Brunson,Jewell Williams,Malika Rahman,Rochelle Bilal,Larry King Sr,26
David H Conroy,6,0,93,11,10,2,26
Theresa Brunson,,1,10,14,10,0,26
Jewell Williams,,,14,0,0,0,26
Malika Rahman,,,,3,0,0,26
Rochelle Bilal,,,,,4,0,26
Larry King Sr,,,,,,3,26
Total,122,35,117,28,24,5,26
,Sheriff - Democrat,,,,Judge Of The Municipal Court - Democrat,,27
,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,David H Conroy,Theresa Brunson,27
Jewell Williams,22,0,0,0,107,16,27
Rochelle Bilal,,8,0,0,17,25,27
Malika Rahman,,,2,0,5,15,27
Larry King Sr,,,,1,2,0,27
David H Conroy,,,,,10,0,27
Theresa Brunson,,,,,,1,27
Total,145,50,22,3,141,57,27
,Sheriff - Democrat,,,,Judge Of The Municipal Court - Democrat,,28
