col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,division
,District Council 7th District - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Maria Quiñones Sánchez,Angel L Cruz,Deja Lynn Alvarez,Adrián Rivera-reyes,Helen Gym,Allan Domb,Isaiah Thomas,Willie Floyd Singletary,Derek S Green,Justin Diberardinis,Erika Almirón,Katherine Gilmore Richardson,Fernando Treviño,Beth Finn,Sandra Dungee Glenn,Asa Khalif,Billy Thompson,Edwin Santana,Fareed Abdullah,Ogbonna Paul Hagins,Bobbie Curry,Mark Ross,Eryn Santamoor,Ethelind Baylor,Latrice Y Bryant,Vinny Black,Wayne Allen,Hena Veit,Joseph A Diorio,Wayne Edmund Dorsey,Devon Cade,Sherrie Cohen,All
Maria Quiñones Sánchez,14,0,16,11,12,9,5,5,7,9,8,3,5,5,0,2,2,1,3,3,3,2,1,0,1,0,1,1,0,0,0,0,All
Angel L Cruz,,16,9,12,10,8,8,8,4,2,2,6,4,2,6,3,2,4,0,1,0,1,1,2,1,2,1,0,1,1,0,0,All
Deja Lynn Alvarez,,,0,9,6,1,1,4,3,3,4,0,3,1,0,1,0,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,All
Adrián Rivera-reyes,,,,0,7,2,3,3,1,3,4,0,2,2,2,2,2,2,1,3,0,0,1,0,0,1,0,0,1,0,0,0,All
Helen Gym,,,,,0,6,7,4,8,7,4,8,2,1,2,0,1,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,All
Allan Domb,,,,,,0,6,0,8,2,1,6,3,2,2,0,2,2,1,0,1,0,0,0,1,0,2,1,0,1,0,0,All
Isaiah Thomas,,,,,,,0,3,6,2,2,8,0,2,1,2,2,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,All
Willie Floyd Singletary,,,,,,,,0,0,1,1,2,1,0,1,2,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,All
Derek S Green,,,,,,,,,0,3,3,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,All
Justin Diberardinis,,,,,,,,,,0,6,2,0,1,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,All
Erika Almirón,,,,,,,,,,,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,All
Katherine Gilmore Richardson,,,,,,,,,,,,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,All
Fernando Treviño,,,,,,,,,,,,,0,0,2,0,0,2,1,1,0,0,0,1,1,0,1,0,0,1,0,0,All
Beth Finn,,,,,,,,,,,,,,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,All
Sandra Dungee Glenn,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,All
Asa Khalif,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,All
Billy Thompson,,,,,,,,,,,,,,,,,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,All
Edwin Santana,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,0,0,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,All
Eryn Santamoor,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,All
