col_1,col_2,col_3,division
,City Commissioners - Republican,Mayor - Republican,All
,Al Schmidt,Billy Ciancaglini,All
Al Schmidt,16,115,All
Billy Ciancaglini,,5,All
Total,131,120,All
,City Commissioners - Republican,Mayor - Republican,1
,Al Schmidt,Billy Ciancaglini,1
Al Schmidt,3,9,1
Billy Ciancaglini,,1,1
Total,12,10,1
,City Commissioners - Republican,Mayor - Republican,2
,Al Schmidt,Billy Ciancaglini,2
Al Schmidt,1,5,2
Billy Ciancaglini,,0,2
Total,6,5,2
,City Commissioners - Republican,Mayor - Republican,3
,Al Schmidt,Billy Ciancaglini,3
Al Schmidt,0,7,3
Billy Ciancaglini,,0,3
Total,7,7,3
,City Commissioners - Republican,Mayor - Republican,5
,Al Schmidt,Billy Ciancaglini,5
Al Schmidt,0,4,5
Billy Ciancaglini,,0,5
Total,4,4,5
,City Commissioners - Republican,Mayor - Republican,6
,Al Schmidt,Billy Ciancaglini,6
Al Schmidt,1,7,6
Billy Ciancaglini,,1,6
Total,8,8,6
,City Commissioners - Republican,Mayor - Republican,7
,Al Schmidt,Billy Ciancaglini,7
Al Schmidt,0,10,7
Billy Ciancaglini,,0,7
Total,10,10,7
,City Commissioners - Republican,Mayor - Republican,8
,Al Schmidt,Billy Ciancaglini,8
Al Schmidt,4,7,8
Billy Ciancaglini,,0,8
Total,11,7,8
,City Commissioners - Republican,Mayor - Republican,9
,Al Schmidt,Billy Ciancaglini,9
Al Schmidt,1,11,9
Billy Ciancaglini,,0,9
Total,12,11,9
,City Commissioners - Republican,Mayor - Republican,10
,Al Schmidt,Billy Ciancaglini,10
Al Schmidt,4,6,10
Billy Ciancaglini,,0,10
Total,10,6,10
,City Commissioners - Republican,Mayor - Republican,11
,Al Schmidt,Billy Ciancaglini,11
Al Schmidt,0,4,11
Billy Ciancaglini,,0,11
Total,4,4,11
,Mayor - Republican,City Commissioners - Republican,12
,Billy Ciancaglini,Al Schmidt,12
Billy Ciancaglini,2,8,12
Al Schmidt,,0,12
Total,10,8,12
,Mayor - Republican,City Commissioners - Republican,13
,Billy Ciancaglini,Al Schmidt,13
Billy Ciancaglini,1,6,13
Al Schmidt,,0,13
Total,7,6,13
,City Commissioners - Republican,Mayor - Republican,14
,Al Schmidt,Billy Ciancaglini,14
Al Schmidt,0,6,14
Billy Ciancaglini,,0,14
Total,6,6,14
,City Commissioners - Republican,Mayor - Republican,15
,Al Schmidt,Billy Ciancaglini,15
Al Schmidt,2,4,15
Billy Ciancaglini,,0,15
Total,6,4,15
,City Commissioners - Republican,Mayor - Republican,16
,Al Schmidt,Billy Ciancaglini,16
Al Schmidt,0,7,16
Billy Ciancaglini,,0,16
Total,7,7,16
,City Commissioners - Republican,Mayor - Republican,17
,Al Schmidt,Billy Ciancaglini,17
Al Schmidt,0,14,17
Billy Ciancaglini,,0,17
Total,14,14,17
