col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,All
,Helen Gym,Isaiah Thomas,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Sandra Dungee Glenn,Adrián Rivera-reyes,Deja Lynn Alvarez,Willie Floyd Singletary,Eryn Santamoor,Edwin Santana,Fareed Abdullah,Asa Khalif,Erika Almirón,Ogbonna Paul Hagins,Justin Diberardinis,Latrice Y Bryant,Billy Thompson,Fernando Treviño,Beth Finn,Joseph A Diorio,Ethelind Baylor,Hena Veit,Wayne Allen,Vinny Black,Mark Ross,Devon Cade,Wayne Edmund Dorsey,Bobbie Curry,Sherrie Cohen,Theresa Brunson,David H Conroy,All
Helen Gym,125,"1,438","1,495","1,499","1,200",489,491,355,341,309,213,179,163,292,260,250,148,143,117,131,74,149,75,38,42,42,45,40,53,0,"1,297","1,439",All
Isaiah Thomas,,57,"1,353","1,500","1,153",605,169,139,161,242,203,246,213,152,61,151,149,125,58,67,69,124,43,62,43,49,52,26,22,0,"1,019","1,060",All
Allan Domb,,,83,"1,357","1,023",489,177,130,137,259,178,153,133,84,48,123,66,91,61,81,67,58,44,44,52,40,45,35,31,0,837,"1,043",All
Derek S Green,,,,38,"1,191",460,136,88,120,267,181,186,146,124,46,157,100,102,42,71,44,109,14,53,35,24,19,37,22,1,950,953,All
Katherine Gilmore Richardson,,,,,23,410,98,86,61,272,121,96,65,135,31,82,107,82,65,84,28,51,31,24,21,18,21,26,23,0,744,815,All
Sandra Dungee Glenn,,,,,,45,87,65,49,150,175,105,102,119,29,124,109,74,95,68,84,55,30,18,16,15,22,18,19,0,736,256,All
Adrián Rivera-reyes,,,,,,,41,297,273,120,58,48,47,63,219,48,60,49,78,98,46,21,30,20,16,15,13,10,18,1,444,398,All
Deja Lynn Alvarez,,,,,,,,41,254,72,46,54,52,56,217,12,73,48,48,43,27,23,29,15,16,18,17,16,19,0,381,301,All
Willie Floyd Singletary,,,,,,,,,49,63,44,67,59,28,200,13,61,67,29,20,33,8,13,21,17,12,12,22,15,0,388,270,All
Eryn Santamoor,,,,,,,,,,6,35,37,39,77,33,77,57,39,67,43,38,21,31,8,22,17,17,12,17,1,359,202,All
Edwin Santana,,,,,,,,,,,22,77,63,30,24,76,35,19,99,23,80,22,12,15,14,17,9,9,11,0,348,107,All
Fareed Abdullah,,,,,,,,,,,,8,135,32,24,7,67,47,20,12,15,34,11,19,35,12,18,17,11,0,328,108,All
Asa Khalif,,,,,,,,,,,,,2,53,26,16,71,32,25,17,12,25,26,16,19,12,22,15,11,0,290,95,All
Erika Almirón,,,,,,,,,,,,,,6,14,66,58,37,48,40,7,40,24,8,7,7,12,11,13,0,258,112,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,11,7,22,23,10,15,17,5,15,12,10,7,6,4,3,1,211,176,All
Justin Diberardinis,,,,,,,,,,,,,,,,3,13,10,81,18,84,45,6,4,9,4,8,5,8,0,196,133,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,6,48,23,33,12,19,22,18,14,23,17,16,24,0,265,90,All
Billy Thompson,,,,,,,,,,,,,,,,,,3,17,15,30,22,16,20,21,21,7,16,16,0,213,84,All
Fernando Treviño,,,,,,,,,,,,,,,,,,,3,23,95,9,17,11,6,6,5,3,10,0,162,106,All
Beth Finn,,,,,,,,,,,,,,,,,,,,7,24,17,25,11,8,11,8,7,5,0,174,74,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,3,11,20,11,11,14,14,7,7,0,145,86,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,1,5,6,6,0,10,5,4,0,133,68,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,1,6,5,6,7,7,8,0,94,40,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,2,12,7,4,8,6,0,81,35,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,3,12,7,6,10,0,87,35,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,13,11,0,54,44,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,8,0,58,37,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,65,29,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,59,35,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,All
Theresa Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,All
David H Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,All
Total,"3,304","2,536","2,366","2,303","1,806","1,240",992,800,784,666,562,509,446,440,435,406,388,344,307,293,262,245,153,140,137,119,118,114,109,2,"2,790","2,235",All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,1
,Helen Gym,Allan Domb,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Sandra Dungee Glenn,Willie Floyd Singletary,Adrián Rivera-reyes,Deja Lynn Alvarez,Ogbonna Paul Hagins,Erika Almirón,Eryn Santamoor,Fareed Abdullah,Asa Khalif,Edwin Santana,Latrice Y Bryant,Beth Finn,Billy Thompson,Bobbie Curry,Vinny Black,Hena Veit,Joseph A Diorio,Justin Diberardinis,Mark Ross,Devon Cade,Ethelind Baylor,Fernando Treviño,Sherrie Cohen,Wayne Allen,Wayne Edmund Dorsey,David H Conroy,Theresa Brunson,1
Helen Gym,2,20,16,17,15,3,8,5,6,6,3,1,1,1,2,1,1,1,2,0,1,0,1,1,0,0,0,0,0,0,21,8,1
Allan Domb,,3,23,17,15,9,2,1,1,1,1,2,0,0,2,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,18,8,1
Isaiah Thomas,,,0,18,17,10,1,0,0,1,2,0,2,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,15,5,1
Derek S Green,,,,0,16,3,0,1,0,1,1,2,2,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,12,4,1
Katherine Gilmore Richardson,,,,,1,3,1,1,1,1,1,1,1,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,12,2,1
Sandra Dungee Glenn,,,,,,2,1,0,0,0,4,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1
Willie Floyd Singletary,,,,,,,0,6,8,7,0,0,1,1,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,6,6,1
Adrián Rivera-reyes,,,,,,,,1,6,5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,6,1
Deja Lynn Alvarez,,,,,,,,,1,7,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,6,4,1
Ogbonna Paul Hagins,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,2,1
Erika Almirón,,,,,,,,,,,1,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
Eryn Santamoor,,,,,,,,,,,,1,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1
Fareed Abdullah,,,,,,,,,,,,,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Asa Khalif,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Edwin Santana,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Latrice Y Bryant,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Beth Finn,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Billy Thompson,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bobbie Curry,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Vinny Black,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,1
Hena Veit,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,1
Justin Diberardinis,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Fernando Treviño,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
