col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,District Council 1st District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Mark F Squilla,Lou Lanni,Tiffany Palmer,Jennifer Schultz,Anthony Kyriakakis,Henry Mcgregor Sias,Wendi Barish,Cateria R Mccabe,Nicola Serianni,Kay Yu,Joshua Roberts,Carmella Jacquinto,James C Crumlish,Beth Grossman,Chris Hall,Sherman Toppin,Janine D Momasso,Kendra Mccrae,Vicki Markovitz,Craig Levin,Laurie Dow,Jon Marshall,James F Berardinelli,Leon Goodman,Terri M Booker,Robert Trimble,Gregory Weyer,All
Mark F Squilla,125,0,752,594,688,530,481,489,435,480,377,359,296,268,232,209,168,157,146,107,120,88,101,88,69,35,36,All
Lou Lanni,,33,146,204,103,67,119,81,129,88,77,73,73,89,46,19,52,69,50,59,50,43,22,21,24,21,8,All
Tiffany Palmer,,,1,451,529,385,432,323,397,458,48,122,277,135,247,13,164,96,73,36,72,13,64,39,29,16,30,All
Jennifer Schultz,,,,11,211,191,338,311,355,247,122,123,108,201,78,25,159,130,98,106,91,85,38,41,48,18,8,All
Anthony Kyriakakis,,,,,4,468,215,301,167,342,255,253,289,85,250,203,22,48,32,27,35,16,59,28,15,14,8,All
Henry Mcgregor Sias,,,,,,3,186,318,176,324,201,200,77,38,63,181,25,26,26,17,22,5,18,18,5,11,10,All
Wendi Barish,,,,,,,0,186,360,232,60,93,103,144,61,13,165,98,79,41,75,22,34,39,41,14,14,All
Cateria R Mccabe,,,,,,,,0,218,175,224,229,41,59,22,194,143,56,38,18,31,11,18,23,19,7,9,All
Nicola Serianni,,,,,,,,,0,222,64,76,68,126,35,10,162,108,83,47,61,43,23,30,29,12,18,All
Kay Yu,,,,,,,,,,2,24,83,93,69,87,14,44,77,57,18,51,9,44,23,23,14,20,All
Joshua Roberts,,,,,,,,,,,9,221,69,70,23,206,13,24,31,86,21,75,20,26,12,17,3,All
Carmella Jacquinto,,,,,,,,,,,,1,58,97,37,192,49,72,65,17,47,11,13,14,31,12,10,All
James C Crumlish,,,,,,,,,,,,,2,56,227,13,12,36,23,36,31,30,36,31,13,16,7,All
Beth Grossman,,,,,,,,,,,,,,3,35,18,50,93,88,45,78,28,27,31,32,11,9,All
Chris Hall,,,,,,,,,,,,,,,0,4,8,26,20,15,24,7,35,13,8,12,3,All
Sherman Toppin,,,,,,,,,,,,,,,,1,8,8,12,9,9,9,7,6,8,4,3,All
Janine D Momasso,,,,,,,,,,,,,,,,,0,30,29,11,24,9,21,9,24,4,13,All
Kendra Mccrae,,,,,,,,,,,,,,,,,,0,66,14,51,7,12,21,25,12,2,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,0,21,44,11,16,18,17,13,7,All
Craig Levin,,,,,,,,,,,,,,,,,,,,6,11,62,16,26,11,15,3,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,,1,8,17,17,17,6,6,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,2,10,16,8,8,3,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,0,19,9,7,6,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,1,17,15,4,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,1,4,8,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"1,601",387,967,856,850,641,636,627,603,597,490,459,388,375,293,250,248,236,202,180,178,135,132,112,97,58,48,All
,District Council 1st District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Mark F Squilla,Lou Lanni,Tiffany Palmer,Jennifer Schultz,Anthony Kyriakakis,Kay Yu,Nicola Serianni,Wendi Barish,Henry Mcgregor Sias,Cateria R Mccabe,James C Crumlish,Chris Hall,Janine D Momasso,Carmella Jacquinto,Laurie Dow,Joshua Roberts,Beth Grossman,Vicki Markovitz,Leon Goodman,James F Berardinelli,Kendra Mccrae,Terri M Booker,Jon Marshall,Craig Levin,Sherman Toppin,Gregory Weyer,Robert Trimble,1
Mark F Squilla,6,0,77,59,54,45,40,38,38,31,31,27,22,15,10,15,11,9,11,10,11,5,5,5,5,2,2,1
Lou Lanni,,3,17,15,10,12,12,14,9,7,7,6,4,8,8,3,4,7,3,3,2,3,4,2,1,2,1,1
Tiffany Palmer,,,0,52,61,49,40,37,43,34,35,32,19,8,8,7,4,6,6,9,7,1,2,1,0,3,2,1
Jennifer Schultz,,,,0,23,30,42,39,25,36,8,8,24,9,8,6,14,6,10,4,8,5,4,4,1,0,1,1
Anthony Kyriakakis,,,,,0,34,12,13,31,8,35,34,2,6,6,5,3,5,7,6,6,2,0,1,2,1,1,1
Kay Yu,,,,,,0,20,14,37,21,11,14,2,7,5,4,2,6,4,8,3,3,3,1,2,2,1,1
Nicola Serianni,,,,,,,0,35,18,29,5,4,21,6,4,2,7,7,3,5,5,4,1,2,0,0,1,1
Wendi Barish,,,,,,,,0,17,24,9,3,21,10,3,3,7,8,4,2,7,3,1,2,1,0,1,1
Henry Mcgregor Sias,,,,,,,,,1,18,8,7,3,4,4,2,1,2,4,6,4,0,0,1,2,0,0,1
