col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,division
Katherine Gilmore Richardson,,,,,,0,3,1,0,2,1,0,0,2,1,0,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,2
Deja Lynn Alvarez,,,,,,,0,3,3,0,2,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
Adrián Rivera-reyes,,,,,,,,0,2,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Willie Floyd Singletary,,,,,,,,,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Erika Almirón,,,,,,,,,,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Eryn Santamoor,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
Ethelind Baylor,,,,,,,,,,,,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Ogbonna Paul Hagins,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Billy Thompson,,,,,,,,,,,,,,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2
Asa Khalif,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Justin Diberardinis,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Latrice Y Bryant,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Sandra Dungee Glenn,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Fareed Abdullah,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Beth Finn,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,0,2
Edwin Santana,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,2
Fernando Treviño,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,2
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,69,43,36,33,30,29,9,7,6,5,5,5,5,4,3,3,3,3,2,1,1,1,1,1,1,1,0,0,0,0,0,2
,District Council 5th District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Darrell L Clarke,Helen Gym,Allan Domb,Derek S Green,Adrián Rivera-reyes,Isaiah Thomas,Willie Floyd Singletary,Deja Lynn Alvarez,Katherine Gilmore Richardson,Ogbonna Paul Hagins,Eryn Santamoor,Fareed Abdullah,Billy Thompson,Asa Khalif,Beth Finn,Latrice Y Bryant,Sandra Dungee Glenn,Erika Almirón,Justin Diberardinis,Wayne Allen,Edwin Santana,Vinny Black,Wayne Edmund Dorsey,Devon Cade,Ethelind Baylor,Fernando Treviño,Hena Veit,Joseph A Diorio,Bobbie Curry,Mark Ross,Sherrie Cohen,3
Darrell L Clarke,8,33,26,19,15,17,16,13,13,9,7,4,5,3,4,4,3,3,3,3,1,2,2,1,1,1,1,1,0,0,0,3
Helen Gym,,2,21,13,12,11,10,11,12,7,5,2,2,1,2,0,1,2,1,0,1,0,2,1,1,0,1,1,0,0,0,3
Allan Domb,,,3,15,4,11,6,3,11,0,5,5,3,2,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,3
Derek S Green,,,,0,1,10,2,3,9,0,3,3,3,2,1,2,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,3
Adrián Rivera-reyes,,,,,0,3,7,8,3,7,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3
Isaiah Thomas,,,,,,0,0,1,8,1,1,2,0,0,0,2,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,3
Willie Floyd Singletary,,,,,,,0,6,0,5,3,0,3,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
Deja Lynn Alvarez,,,,,,,,0,3,5,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,3
Katherine Gilmore Richardson,,,,,,,,,0,0,2,1,1,0,1,0,2,1,1,0,1,1,1,0,0,1,1,0,0,0,0,3
Ogbonna Paul Hagins,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Eryn Santamoor,,,,,,,,,,,0,0,0,0,0,2,1,0,2,1,1,0,1,0,1,0,0,0,0,0,0,3
Fareed Abdullah,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3
Billy Thompson,,,,,,,,,,,,,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Asa Khalif,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Beth Finn,,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3
Latrice Y Bryant,,,,,,,,,,,,,,,,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3
Sandra Dungee Glenn,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3
Erika Almirón,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
Justin Diberardinis,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Wayne Allen,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,3
Edwin Santana,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,3
Vinny Black,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,3
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3
Fernando Treviño,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,77,42,35,21,20,19,18,16,16,12,8,6,5,4,4,4,4,3,3,3,2,2,2,1,1,1,1,1,0,0,0,3
,District Council 5th District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,Darrell L Clarke,Helen Gym,Allan Domb,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Deja Lynn Alvarez,Adrián Rivera-reyes,Willie Floyd Singletary,Eryn Santamoor,Fareed Abdullah,Billy Thompson,Ogbonna Paul Hagins,Sandra Dungee Glenn,Hena Veit,Mark Ross,Beth Finn,Joseph A Diorio,Latrice Y Bryant,Asa Khalif,Bobbie Curry,Devon Cade,Erika Almirón,Ethelind Baylor,Fernando Treviño,Vinny Black,Wayne Allen,Wayne Edmund Dorsey,Edwin Santana,Justin Diberardinis,Sherrie Cohen,4
Darrell L Clarke,5,31,24,19,20,16,13,11,10,8,6,5,6,5,3,3,2,2,3,2,2,1,1,1,1,1,1,1,0,0,0,4
Helen Gym,,0,22,18,17,16,3,5,4,2,2,0,2,1,2,0,2,1,1,1,1,0,1,1,1,0,0,0,0,0,0,4
Allan Domb,,,1,20,17,17,2,2,3,4,3,0,1,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,4
Isaiah Thomas,,,,0,17,16,2,1,2,1,2,2,0,1,0,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,4
Katherine Gilmore Richardson,,,,,1,14,1,2,3,1,4,2,0,4,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,4
Derek S Green,,,,,,0,0,0,2,1,1,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
Deja Lynn Alvarez,,,,,,,0,4,5,4,0,1,2,0,3,1,2,1,2,0,1,1,0,0,0,0,0,1,0,0,0,4
Adrián Rivera-reyes,,,,,,,,0,4,1,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
Willie Floyd Singletary,,,,,,,,,0,3,1,1,2,1,2,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,4
Eryn Santamoor,,,,,,,,,,0,1,0,0,1,1,1,1,0,2,1,1,1,0,0,0,1,0,1,0,0,0,4
Fareed Abdullah,,,,,,,,,,,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Billy Thompson,,,,,,,,,,,,0,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Ogbonna Paul Hagins,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Sandra Dungee Glenn,,,,,,,,,,,,,,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,4
Hena Veit,,,,,,,,,,,,,,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Mark Ross,,,,,,,,,,,,,,,,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4
Beth Finn,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Joseph A Diorio,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,4
Asa Khalif,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,4
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,4
Devon Cade,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4
Erika Almirón,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,4
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4
Fernando Treviño,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4
Justin Diberardinis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,67,36,31,26,25,20,15,11,11,8,7,6,6,5,4,4,3,3,3,2,2,1,1,1,1,1,1,1,0,0,0,4
,District Council 5th District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,Darrell L Clarke,Allan Domb,Helen Gym,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Willie Floyd Singletary,Adrián Rivera-reyes,Billy Thompson,Deja Lynn Alvarez,Sandra Dungee Glenn,Fareed Abdullah,Asa Khalif,Erika Almirón,Justin Diberardinis,Ogbonna Paul Hagins,Wayne Allen,Eryn Santamoor,Ethelind Baylor,Hena Veit,Joseph A Diorio,Mark Ross,Beth Finn,Latrice Y Bryant,Vinny Black,Bobbie Curry,Devon Cade,Edwin Santana,Fernando Treviño,Sherrie Cohen,Wayne Edmund Dorsey,5
Darrell L Clarke,6,27,33,19,18,11,8,7,4,5,4,4,3,3,2,2,3,2,2,2,2,1,1,1,1,0,0,0,0,0,0,5
Allan Domb,,6,21,18,17,9,2,1,3,3,3,3,2,2,3,0,2,2,2,1,2,1,1,0,1,0,0,0,0,0,0,5
Helen Gym,,,1,17,14,11,4,4,4,1,5,1,2,1,0,1,1,1,0,2,0,1,1,1,1,0,0,0,0,0,0,5
Isaiah Thomas,,,,1,12,9,1,1,2,1,1,1,0,0,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,5
Derek S Green,,,,,0,6,1,0,2,3,2,3,2,3,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,5
Katherine Gilmore Richardson,,,,,,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5
Willie Floyd Singletary,,,,,,,1,2,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
Adrián Rivera-reyes,,,,,,,,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
Billy Thompson,,,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Deja Lynn Alvarez,,,,,,,,,,0,0,2,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5
Sandra Dungee Glenn,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
Fareed Abdullah,,,,,,,,,,,,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
Asa Khalif,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,5
Erika Almirón,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
Justin Diberardinis,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Wayne Allen,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5
Eryn Santamoor,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Ethelind Baylor,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,5
Hena Veit,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,5
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,5
Mark Ross,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,5
Beth Finn,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,5
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,5
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,5
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5
Fernando Treviño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5
Total,56,38,37,21,20,11,9,7,5,5,5,4,3,3,3,3,3,2,2,2,2,2,1,1,1,0,0,0,0,0,0,5
,District Council 5th District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
