col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Helen Gym,Isaiah Thomas,Allan Domb,Derek S Green,Adrián Rivera-reyes,Katherine Gilmore Richardson,Deja Lynn Alvarez,Willie Floyd Singletary,Justin Diberardinis,Erika Almirón,Eryn Santamoor,Ogbonna Paul Hagins,Sandra Dungee Glenn,Beth Finn,Asa Khalif,Latrice Y Bryant,Fareed Abdullah,Ethelind Baylor,Fernando Treviño,Billy Thompson,Edwin Santana,Wayne Allen,Joseph A Diorio,Mark Ross,Hena Veit,Vinny Black,Bobbie Curry,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,Rochelle Bilal,Jewell Williams,Malika Rahman,Larry King Sr,All
Helen Gym,40,247,205,234,163,185,121,79,112,98,63,77,54,50,31,31,32,43,36,31,14,10,14,9,8,8,6,4,2,0,226,209,129,24,All
Isaiah Thomas,,8,157,206,51,157,39,17,77,57,28,13,43,23,27,26,29,33,13,26,16,17,10,9,6,6,6,6,5,0,99,172,58,17,All
Allan Domb,,,22,195,40,147,27,18,38,19,68,8,31,18,15,16,19,8,24,19,7,15,11,6,7,6,8,4,1,1,68,164,52,28,All
Derek S Green,,,,7,27,177,28,13,57,36,54,8,37,11,20,16,27,16,14,14,3,10,5,5,2,5,2,3,1,0,68,185,57,13,All
Adrián Rivera-reyes,,,,,6,32,112,73,39,48,32,68,18,28,18,19,15,16,31,10,15,6,9,3,5,4,1,2,3,1,147,33,71,26,All
Katherine Gilmore Richardson,,,,,,0,25,13,41,26,50,6,43,28,15,17,8,6,7,9,8,7,6,5,7,7,4,0,2,1,62,143,48,10,All
Deja Lynn Alvarez,,,,,,,6,85,20,33,22,68,11,25,18,25,7,12,27,8,6,3,10,5,8,1,3,3,3,0,111,21,77,13,All
Willie Floyd Singletary,,,,,,,,5,5,1,8,61,4,7,2,7,11,4,6,9,2,3,10,2,4,5,4,0,3,0,74,24,46,8,All
Justin Diberardinis,,,,,,,,,2,41,30,5,12,10,7,6,3,28,2,3,3,7,4,6,0,1,6,0,2,0,62,44,24,9,All
Erika Almirón,,,,,,,,,,2,12,8,24,23,15,12,5,25,14,6,5,0,1,0,2,2,2,1,0,0,65,17,38,5,All
Eryn Santamoor,,,,,,,,,,,0,5,8,13,8,15,5,4,14,4,4,3,3,6,8,5,6,3,2,1,45,25,39,9,All
Ogbonna Paul Hagins,,,,,,,,,,,,2,5,6,5,6,5,1,5,3,2,2,5,2,3,1,1,1,2,0,58,12,32,2,All
Sandra Dungee Glenn,,,,,,,,,,,,,1,13,19,12,7,3,4,4,4,4,1,1,3,6,1,3,2,0,37,34,15,3,All
Beth Finn,,,,,,,,,,,,,,0,13,9,3,1,12,5,5,5,4,4,4,1,4,1,2,0,38,16,27,6,All
Asa Khalif,,,,,,,,,,,,,,,1,9,20,3,10,6,6,7,2,1,3,4,1,3,0,0,26,23,18,6,All
Latrice Y Bryant,,,,,,,,,,,,,,,,0,12,6,5,2,6,7,3,7,3,1,7,4,2,0,25,17,27,6,All
Fareed Abdullah,,,,,,,,,,,,,,,,,0,8,4,6,7,5,4,3,1,3,1,2,0,0,20,27,16,7,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,3,2,0,0,1,1,0,1,2,3,1,1,0,23,14,13,3,All
Fernando Treviño,,,,,,,,,,,,,,,,,,,0,5,9,1,4,1,5,2,1,0,0,0,25,11,22,11,All
Billy Thompson,,,,,,,,,,,,,,,,,,,,3,3,3,6,2,2,2,1,3,1,0,14,22,8,5,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,1,5,1,2,2,2,1,1,1,0,11,15,9,2,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,2,4,3,0,0,2,0,0,0,8,16,5,6,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,0,2,4,1,1,3,0,0,9,10,8,3,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,6,1,1,0,6,8,5,4,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,0,4,1,0,1,0,9,4,2,5,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0,5,6,5,5,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,6,4,5,3,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,3,3,2,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,2,1,2,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,All
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,0,0,All
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0,0,All
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,All
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,All
Total,679,387,377,364,300,283,236,166,161,143,137,113,109,93,79,79,75,69,69,58,40,40,35,27,25,23,21,13,10,1,385,370,281,73,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,1
,Helen Gym,Adrián Rivera-reyes,Isaiah Thomas,Allan Domb,Deja Lynn Alvarez,Derek S Green,Justin Diberardinis,Erika Almirón,Katherine Gilmore Richardson,Eryn Santamoor,Beth Finn,Sandra Dungee Glenn,Asa Khalif,Willie Floyd Singletary,Fernando Treviño,Ogbonna Paul Hagins,Latrice Y Bryant,Ethelind Baylor,Fareed Abdullah,Edwin Santana,Joseph A Diorio,Billy Thompson,Bobbie Curry,Wayne Allen,Hena Veit,Mark Ross,Vinny Black,Devon Cade,Sherrie Cohen,Wayne Edmund Dorsey,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,1
Helen Gym,1,43,44,29,32,39,36,37,29,21,13,15,10,10,12,11,4,9,3,3,1,2,2,0,1,1,1,1,0,0,57,29,21,5,1
Adrián Rivera-reyes,,0,14,7,22,8,21,21,5,10,9,4,4,10,4,9,5,6,3,1,1,0,0,2,1,0,1,0,0,0,34,15,6,5,1
Isaiah Thomas,,,2,23,8,27,17,17,23,4,3,10,6,0,3,2,7,4,1,6,1,2,2,1,1,1,1,1,0,0,26,11,17,2,1
Allan Domb,,,,6,9,26,10,8,18,12,5,2,3,2,9,1,3,1,2,2,3,1,4,3,0,1,2,0,0,0,17,10,15,4,1
Deja Lynn Alvarez,,,,,0,8,9,12,14,10,9,7,8,11,6,8,7,4,1,1,4,2,0,0,2,0,0,0,0,0,29,16,4,1,1
Derek S Green,,,,,,0,10,10,21,8,2,6,7,0,6,0,1,0,2,2,0,1,1,1,0,1,0,1,0,0,16,13,14,5,1
Justin Diberardinis,,,,,,,1,16,9,15,3,2,4,0,1,2,0,6,0,0,1,0,0,1,0,2,0,0,0,0,23,11,5,4,1
Erika Almirón,,,,,,,,1,8,3,8,6,7,0,7,2,1,7,0,1,1,2,1,0,2,0,0,0,0,0,21,16,5,1,1
Katherine Gilmore Richardson,,,,,,,,,0,7,7,8,3,2,3,2,6,1,1,2,1,1,3,0,2,2,1,0,0,0,19,14,10,0,1
Eryn Santamoor,,,,,,,,,,0,3,2,3,0,4,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,16,5,5,2,1
Beth Finn,,,,,,,,,,,0,4,4,3,2,5,2,1,2,1,2,2,1,2,1,2,0,0,0,0,20,4,1,0,1
Sandra Dungee Glenn,,,,,,,,,,,,0,7,1,1,1,3,2,2,2,0,1,0,0,1,0,2,0,0,0,10,5,4,1,1
Asa Khalif,,,,,,,,,,,,,0,0,3,0,2,0,2,2,0,2,0,2,1,0,0,0,0,0,9,4,6,1,1
Willie Floyd Singletary,,,,,,,,,,,,,,1,1,6,3,1,2,0,2,0,0,0,0,0,1,0,0,0,9,5,1,1,1
Fernando Treviño,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,8,2,2,1
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,11,3,0,0,1
Latrice Y Bryant,,,,,,,,,,,,,,,,,0,1,2,1,1,1,1,1,0,1,0,0,0,0,6,6,1,1,1
Ethelind Baylor,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,1,0,0,0,4,2,3,2,1
Fareed Abdullah,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,1,0,0,0,3,2,3,0,1
Edwin Santana,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,1,0,0,1,0,0,3,3,1,0,1
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,0,1,0,2,1,1,0,0,0,0,2,1,1,1,1
Billy Thompson,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,2,0,2,0,1
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,2,2,1,0,1
