col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Joshua Roberts,Jennifer Schultz,Wendi Barish,James C Crumlish,Carmella Jacquinto,Beth Grossman,Anthony Kyriakakis,Craig Levin,Nicola Serianni,Tiffany Palmer,Vicki Markovitz,Cateria R Mccabe,Jon Marshall,Laurie Dow,James F Berardinelli,Kendra Mccrae,Leon Goodman,Sherman Toppin,Chris Hall,Kay Yu,Terri M Booker,Janine D Momasso,Robert Trimble,Henry Mcgregor Sias,Gregory Weyer,Rochelle Bilal,Jewell Williams,Malika Rahman,Larry King Sr,All
Joshua Roberts,53,238,352,399,342,151,347,229,131,74,82,131,156,73,49,84,103,162,44,32,67,30,34,50,14,210,373,110,120,All
Jennifer Schultz,,31,269,159,135,235,91,276,255,163,174,107,173,147,73,124,83,40,65,73,68,86,52,34,15,410,143,174,139,All
Wendi Barish,,,5,359,272,241,277,114,134,154,122,80,55,112,57,83,76,94,51,72,89,61,37,27,13,195,278,95,107,All
James C Crumlish,,,,8,276,140,367,116,79,139,50,74,77,43,76,47,99,97,135,46,55,28,58,22,22,149,268,126,114,All
Carmella Jacquinto,,,,,10,123,303,55,108,81,75,112,16,46,50,78,65,132,41,50,65,54,21,47,12,118,338,77,56,All
Beth Grossman,,,,,,24,151,130,144,152,190,96,47,163,118,129,80,18,64,68,62,74,32,28,20,173,186,94,135,All
Anthony Kyriakakis,,,,,,,8,71,97,149,60,108,27,24,81,53,37,144,131,62,27,30,26,57,19,103,244,121,96,All
Craig Levin,,,,,,,,8,120,50,114,43,153,61,48,66,77,33,32,32,25,27,33,11,13,186,120,83,92,All
Nicola Serianni,,,,,,,,,0,87,105,104,68,78,62,65,50,57,36,45,41,62,26,24,21,157,101,74,81,All
Tiffany Palmer,,,,,,,,,,1,87,87,36,76,64,85,54,24,122,73,57,50,26,33,15,134,76,112,78,All
Vicki Markovitz,,,,,,,,,,,0,57,16,97,62,91,46,19,22,48,46,58,29,14,15,107,105,51,74,All
Cateria R Mccabe,,,,,,,,,,,,0,41,56,41,57,45,70,22,35,33,38,19,51,10,95,93,57,67,All
Jon Marshall,,,,,,,,,,,,,6,23,22,26,46,14,17,14,20,14,21,14,11,118,55,50,62,All
Laurie Dow,,,,,,,,,,,,,,1,38,76,28,18,17,33,50,37,24,11,15,95,77,44,54,All
James F Berardinelli,,,,,,,,,,,,,,,2,31,61,19,44,31,17,43,30,28,30,63,72,37,85,All
Kendra Mccrae,,,,,,,,,,,,,,,,1,38,27,31,31,39,43,23,14,4,88,80,69,39,All
Leon Goodman,,,,,,,,,,,,,,,,,1,35,40,24,56,26,31,15,20,65,71,51,62,All
Sherman Toppin,,,,,,,,,,,,,,,,,,0,20,19,35,24,15,36,10,35,126,36,35,All
Chris Hall,,,,,,,,,,,,,,,,,,,3,26,17,13,24,13,18,47,37,70,58,All
Kay Yu,,,,,,,,,,,,,,,,,,,,4,35,23,12,26,24,69,33,48,42,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,1,35,14,10,13,56,60,38,40,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,1,15,11,7,69,45,33,42,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,0,10,13,47,25,20,32,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,0,8,41,27,23,22,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,1,18,18,12,25,All
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,62,0,0,0,All
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,53,0,0,All
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,0,All
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,All
Total,954,953,749,748,676,667,660,534,447,431,368,339,303,291,287,286,275,251,234,207,204,195,136,124,80,790,765,471,429,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,1
,Joshua Roberts,Beth Grossman,Carmella Jacquinto,Anthony Kyriakakis,James C Crumlish,Jennifer Schultz,Sherman Toppin,Wendi Barish,Nicola Serianni,Craig Levin,Chris Hall,Tiffany Palmer,Leon Goodman,James F Berardinelli,Kay Yu,Cateria R Mccabe,Jon Marshall,Vicki Markovitz,Laurie Dow,Robert Trimble,Terri M Booker,Janine D Momasso,Kendra Mccrae,Gregory Weyer,Henry Mcgregor Sias,Jewell Williams,Larry King Sr,Rochelle Bilal,Malika Rahman,1
Joshua Roberts,1,3,11,9,9,2,10,9,3,1,0,2,1,0,0,3,0,2,0,0,0,0,0,0,0,9,5,4,2,1
Beth Grossman,,2,4,3,3,5,1,5,4,2,4,4,4,3,3,0,0,2,3,0,2,1,1,0,0,3,5,3,3,1
Carmella Jacquinto,,,0,10,10,1,10,8,3,1,1,1,1,0,0,3,0,1,1,0,1,0,0,0,0,10,1,2,2,1
Anthony Kyriakakis,,,,0,8,1,9,7,3,0,4,1,3,3,4,2,0,0,0,0,0,0,0,0,0,8,1,1,4,1
James C Crumlish,,,,,0,0,9,8,0,0,0,2,2,1,0,0,0,1,1,2,1,1,0,0,0,9,2,2,0,1
Jennifer Schultz,,,,,,0,0,4,5,4,3,5,0,0,1,0,0,1,2,1,1,1,1,0,0,1,2,6,2,1
Sherman Toppin,,,,,,,0,6,3,0,0,1,1,0,1,2,0,0,0,1,1,1,0,0,0,8,2,1,1,1
Wendi Barish,,,,,,,,0,1,1,1,3,1,0,0,0,0,1,1,1,0,1,0,0,0,6,3,2,1,1
Nicola Serianni,,,,,,,,,0,5,3,1,1,0,2,3,0,2,1,0,1,1,1,0,0,2,1,3,2,1
Craig Levin,,,,,,,,,,0,3,1,0,0,0,1,1,2,0,1,0,0,1,0,0,1,2,1,2,1
Chris Hall,,,,,,,,,,,0,2,3,3,4,0,0,1,0,1,0,0,1,0,0,1,0,1,5,1
Tiffany Palmer,,,,,,,,,,,,0,0,0,1,0,0,1,2,2,1,1,0,0,0,0,3,3,1,1
Leon Goodman,,,,,,,,,,,,,0,4,4,0,0,1,0,1,2,0,0,0,0,1,1,1,3,1
James F Berardinelli,,,,,,,,,,,,,,0,3,0,0,1,0,1,1,0,0,0,0,1,1,0,3,1
Kay Yu,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,1
Cateria R Mccabe,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,2,0,1,1,1
Jon Marshall,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,2,1,0,1
Vicki Markovitz,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,1,1,1,1,1
Laurie Dow,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,1,2,0,1
Robert Trimble,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,1,1,1
Terri M Booker,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,0,1
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,0,1
Kendra Mccrae,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,1
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,1
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
Total,21,16,15,14,13,13,12,12,10,8,7,7,6,5,5,4,4,4,3,3,3,2,1,0,0,16,14,14,10,1
,Sheriff - Democrat,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,2
,Rochelle Bilal,Jewell Williams,Larry King Sr,Malika Rahman,Jennifer Schultz,Wendi Barish,Beth Grossman,Craig Levin,Anthony Kyriakakis,Joshua Roberts,Nicola Serianni,Tiffany Palmer,Laurie Dow,Vicki Markovitz,Leon Goodman,James C Crumlish,James F Berardinelli,Janine D Momasso,Jon Marshall,Kendra Mccrae,Carmella Jacquinto,Gregory Weyer,Robert Trimble,Chris Hall,Terri M Booker,Kay Yu,Cateria R Mccabe,Henry Mcgregor Sias,Sherman Toppin,2
Rochelle Bilal,1,0,0,0,11,5,4,4,2,3,5,5,3,2,1,3,2,2,4,1,0,1,2,2,1,0,0,1,0,2
Jewell Williams,,2,0,0,1,2,1,1,2,2,0,2,1,2,1,0,1,0,0,1,2,1,0,0,0,0,0,0,0,2
Larry King Sr,,,0,0,1,4,3,3,2,3,2,0,1,1,2,2,1,1,0,2,0,1,1,0,1,0,0,0,1,2
Malika Rahman,,,,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,2
Jennifer Schultz,,,,,1,5,2,6,2,5,4,3,2,2,1,3,0,1,4,1,1,1,2,2,0,0,1,0,0,2
Wendi Barish,,,,,,0,5,6,3,5,5,4,2,3,2,2,1,2,2,0,1,1,1,0,0,1,0,0,0,2
Beth Grossman,,,,,,,0,3,4,2,4,5,3,6,3,1,3,2,0,2,2,2,2,2,1,1,0,1,0,2
Craig Levin,,,,,,,,1,1,7,3,1,2,3,1,2,0,1,4,2,0,0,1,0,0,1,1,0,0,2
Anthony Kyriakakis,,,,,,,,,1,2,2,3,1,3,2,1,0,1,0,2,3,0,0,1,2,0,0,0,1,2
Joshua Roberts,,,,,,,,,,0,3,1,2,2,2,1,1,2,4,2,0,1,0,0,0,1,1,0,0,2
Nicola Serianni,,,,,,,,,,,0,3,4,1,1,1,1,2,1,1,1,0,1,1,1,1,0,1,1,2
Tiffany Palmer,,,,,,,,,,,,0,4,4,1,1,1,3,0,0,1,1,0,2,0,1,0,0,0,2
Laurie Dow,,,,,,,,,,,,,0,3,0,0,0,3,0,1,1,0,1,1,0,1,0,0,0,2
Vicki Markovitz,,,,,,,,,,,,,,0,1,0,0,1,0,2,2,0,0,0,1,1,0,0,0,2
Leon Goodman,,,,,,,,,,,,,,,0,0,3,0,1,1,1,3,2,0,2,0,0,0,1,2
James C Crumlish,,,,,,,,,,,,,,,,0,1,0,0,1,0,1,1,2,0,0,0,0,0,2
James F Berardinelli,,,,,,,,,,,,,,,,,0,0,0,0,0,3,2,0,0,0,0,1,0,2
Janine D Momasso,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,0,1,0,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,2
Kendra Mccrae,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,1,0,0,0,1,2
Carmella Jacquinto,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,2
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,0,3,1,0,0,0,0,0,2
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,2
Chris Hall,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2
Kay Yu,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Cateria R Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,19,7,7,2,15,14,13,11,10,10,10,9,7,7,6,5,5,5,5,5,4,4,4,3,3,2,1,1,1,2
,Sheriff - Democrat,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,3
