col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,District Council 1st District - Democrat,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Mark F Squilla,Lou Lanni,Lisa Deeley,Jen Devor,Kahlil Williams,Omar Sabir,Marwan Kreidie,Annette Thompson,Luigi Borda,Carla Cain,Moira Bohannon,Robin Trent,Dennis Lee,Warren Bloom,Lewis Harris Jr,All
Mark F Squilla,162,0,566,508,491,353,204,115,117,95,77,50,33,17,12,All
Lou Lanni,,47,108,84,73,78,95,52,37,22,29,14,15,9,2,All
Lisa Deeley,,,10,43,45,288,36,71,27,21,9,11,8,5,1,All
Jen Devor,,,,9,355,14,36,17,60,25,23,2,5,0,4,All
Kahlil Williams,,,,,4,34,61,17,11,12,11,5,5,4,1,All
Omar Sabir,,,,,,9,44,13,5,9,6,1,6,3,1,All
Marwan Kreidie,,,,,,,6,8,18,12,25,20,8,5,1,All
Annette Thompson,,,,,,,,2,6,11,14,6,4,1,2,All
Luigi Borda,,,,,,,,,4,7,7,2,5,1,0,All
Carla Cain,,,,,,,,,,1,8,6,5,1,0,All
Moira Bohannon,,,,,,,,,,,0,5,1,1,0,All
Robin Trent,,,,,,,,,,,,0,1,1,3,All
Dennis Lee,,,,,,,,,,,,,0,2,2,All
Warren Bloom,,,,,,,,,,,,,,0,0,All
Lewis Harris Jr,,,,,,,,,,,,,,,0,All
Total,"1,601",387,717,626,590,468,314,178,169,123,111,64,53,27,15,All
,District Council 1st District - Democrat,,City Commissioners - Democrat,,,,,,,,,,,,,1
,Mark F Squilla,Lou Lanni,Jen Devor,Kahlil Williams,Lisa Deeley,Marwan Kreidie,Luigi Borda,Omar Sabir,Moira Bohannon,Carla Cain,Annette Thompson,Robin Trent,Dennis Lee,Lewis Harris Jr,Warren Bloom,1
Mark F Squilla,8,0,47,42,27,20,17,16,12,12,6,4,2,1,1,1
Lou Lanni,,4,9,7,8,8,5,3,3,3,3,1,2,1,0,1
Jen Devor,,,0,30,5,4,13,0,1,3,0,0,0,2,0,1
Kahlil Williams,,,,1,3,2,2,7,3,3,1,1,0,0,1,1
Lisa Deeley,,,,,0,4,1,7,2,2,5,0,0,0,0,1
Marwan Kreidie,,,,,,1,4,2,4,1,1,3,3,0,0,1
Luigi Borda,,,,,,,0,0,2,2,0,0,0,0,0,1
Omar Sabir,,,,,,,,0,0,1,0,0,0,0,0,1
Moira Bohannon,,,,,,,,,0,0,3,1,0,0,0,1
Carla Cain,,,,,,,,,,0,0,0,1,0,0,1
Annette Thompson,,,,,,,,,,,0,0,0,1,0,1
Robin Trent,,,,,,,,,,,,0,0,0,0,1
Dennis Lee,,,,,,,,,,,,,0,0,0,1
Lewis Harris Jr,,,,,,,,,,,,,,0,0,1
Warren Bloom,,,,,,,,,,,,,,,0,1
