col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Adrián Rivera-reyes,Helen Gym,Deja Lynn Alvarez,Allan Domb,Willie Floyd Singletary,Isaiah Thomas,Fernando Treviño,Erika Almirón,Katherine Gilmore Richardson,Derek S Green,Ogbonna Paul Hagins,Justin Diberardinis,Edwin Santana,Eryn Santamoor,Beth Finn,Latrice Y Bryant,Sandra Dungee Glenn,Joseph A Diorio,Billy Thompson,Fareed Abdullah,Ethelind Baylor,Hena Veit,Asa Khalif,Wayne Allen,Devon Cade,Bobbie Curry,Vinny Black,Wayne Edmund Dorsey,Mark Ross,Sherrie Cohen,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,All
Adrián Rivera-reyes,34,91,100,19,67,13,48,26,13,3,50,13,26,11,11,4,10,12,6,4,1,2,3,7,5,3,2,3,1,0,126,53,31,10,All
Helen Gym,,26,75,56,59,52,14,35,35,39,53,21,8,16,17,7,8,3,6,6,11,6,3,4,2,1,3,1,1,0,102,59,45,10,All
Deja Lynn Alvarez,,,21,18,68,14,30,15,12,3,50,8,22,14,7,9,7,10,3,4,0,7,2,3,4,1,3,0,2,0,94,53,25,7,All
Allan Domb,,,,19,8,40,11,9,34,40,4,3,13,14,7,7,9,5,6,7,0,4,4,3,4,4,3,2,1,0,19,11,42,12,All
Willie Floyd Singletary,,,,,2,5,9,2,0,1,46,0,4,6,1,2,1,7,3,4,0,2,2,1,0,4,0,1,0,0,58,31,5,3,All
Isaiah Thomas,,,,,,3,12,28,47,52,2,24,6,4,5,6,3,7,3,8,10,0,5,5,3,3,2,1,2,0,12,18,38,7,All
Fernando Treviño,,,,,,,14,21,10,3,3,10,19,8,5,6,4,9,7,4,2,9,1,1,3,1,2,0,1,0,15,11,21,14,All
Erika Almirón,,,,,,,,9,20,21,0,29,8,6,6,7,7,1,3,1,8,0,0,2,0,2,1,0,0,0,23,14,13,3,All
Katherine Gilmore Richardson,,,,,,,,,4,43,0,17,5,5,11,5,8,2,4,3,0,3,4,2,4,2,1,2,2,0,18,5,27,6,All
Derek S Green,,,,,,,,,,1,0,21,4,6,4,4,3,1,2,4,2,2,5,2,2,1,2,0,1,0,8,7,35,5,All
Ogbonna Paul Hagins,,,,,,,,,,,3,0,0,2,1,0,0,2,0,2,0,0,2,1,0,0,1,0,0,0,40,25,0,0,All
Justin Diberardinis,,,,,,,,,,,,1,1,3,6,5,2,0,2,3,5,0,0,1,1,0,0,0,0,0,15,6,9,3,All
Edwin Santana,,,,,,,,,,,,,1,8,2,1,3,3,3,1,0,3,2,1,2,1,4,2,1,0,9,6,18,5,All
Eryn Santamoor,,,,,,,,,,,,,,2,8,6,3,4,4,0,1,6,0,0,3,3,0,1,0,0,11,2,12,7,All
Beth Finn,,,,,,,,,,,,,,,1,4,6,0,3,1,1,2,2,1,2,2,0,1,2,0,16,2,8,3,All
Latrice Y Bryant,,,,,,,,,,,,,,,,2,8,2,4,3,1,4,1,1,5,2,1,2,0,0,12,4,6,3,All
Sandra Dungee Glenn,,,,,,,,,,,,,,,,,0,0,5,4,1,1,0,4,4,2,0,2,2,0,12,2,7,3,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,1,3,1,0,4,0,0,1,2,1,0,1,0,4,7,7,6,All
Billy Thompson,,,,,,,,,,,,,,,,,,,0,1,0,4,1,4,1,3,1,3,0,0,5,1,9,5,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,0,1,2,4,2,2,3,2,1,1,0,5,6,4,4,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,5,1,1,1,0,0,0,0,0,0,2,2,3,1,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,1,0,2,0,0,3,1,7,5,All
Asa Khalif,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,3,1,1,0,4,4,5,0,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,2,1,0,4,2,4,3,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,3,3,5,3,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,6,2,2,2,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,4,2,4,0,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,2,1,3,2,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,All
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,0,0,All
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,0,All
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,All
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,All
Total,278,266,214,121,107,104,88,84,84,79,75,48,43,39,32,30,28,27,23,22,19,18,16,16,15,12,10,9,6,0,259,158,114,34,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,1
,Deja Lynn Alvarez,Helen Gym,Erika Almirón,Willie Floyd Singletary,Adrián Rivera-reyes,Isaiah Thomas,Allan Domb,Derek S Green,Edwin Santana,Ethelind Baylor,Fernando Treviño,Joseph A Diorio,Justin Diberardinis,Ogbonna Paul Hagins,Eryn Santamoor,Katherine Gilmore Richardson,Latrice Y Bryant,Beth Finn,Devon Cade,Wayne Allen,Asa Khalif,Billy Thompson,Bobbie Curry,Fareed Abdullah,Hena Veit,Mark Ross,Sandra Dungee Glenn,Sherrie Cohen,Vinny Black,Wayne Edmund Dorsey,Malika Rahman,Jewell Williams,Rochelle Bilal,Larry King Sr,1
Deja Lynn Alvarez,4,5,0,6,5,1,0,0,1,0,1,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,1
Helen Gym,,0,3,4,4,4,2,2,2,1,0,1,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,1
Erika Almirón,,,3,0,1,3,1,2,1,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1
Willie Floyd Singletary,,,,0,5,0,0,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,1
Adrián Rivera-reyes,,,,,0,0,0,0,2,0,1,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1
Isaiah Thomas,,,,,,1,1,3,0,1,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
Allan Domb,,,,,,,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
Derek S Green,,,,,,,,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Edwin Santana,,,,,,,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
Ethelind Baylor,,,,,,,,,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fernando Treviño,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Joseph A Diorio,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
Justin Diberardinis,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Ogbonna Paul Hagins,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1
Eryn Santamoor,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
Katherine Gilmore Richardson,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Latrice Y Bryant,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Beth Finn,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Devon Cade,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Wayne Allen,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Asa Khalif,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Billy Thompson,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Sandra Dungee Glenn,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,1
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
