col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Annette Thompson,Kahlil Williams,Marwan Kreidie,Dennis Lee,Jen Devor,Carla Cain,Robin Trent,Lewis Harris Jr,Luigi Borda,Warren Bloom,Moira Bohannon,Joshua Roberts,Jennifer Schultz,Sherman Toppin,Carmella Jacquinto,Cateria R Mccabe,Anthony Kyriakakis,Craig Levin,Jon Marshall,Henry Mcgregor Sias,Leon Goodman,Terri M Booker,Tiffany Palmer,Kendra Mccrae,Wendi Barish,James C Crumlish,Nicola Serianni,Beth Grossman,Laurie Dow,Janine D Momasso,Chris Hall,Vicki Markovitz,Robert Trimble,Kay Yu,Gregory Weyer,James F Berardinelli,All
Omar Sabir,55,283,134,68,57,11,2,7,5,3,4,3,0,441,229,264,216,207,188,144,147,180,127,103,81,74,80,84,79,56,43,36,37,25,27,27,17,19,All
Lisa Deeley,,16,32,13,19,6,1,4,0,0,4,0,0,263,135,166,154,152,134,78,77,130,66,42,42,34,43,46,34,35,18,20,16,15,12,14,6,5,All
Annette Thompson,,,68,51,7,6,10,6,7,4,2,5,2,133,107,93,107,75,86,46,50,48,68,70,62,58,54,32,43,48,34,27,27,19,9,17,12,5,All
Kahlil Williams,,,,12,7,5,5,6,3,3,1,1,1,62,48,42,42,37,31,28,26,19,48,62,60,51,33,25,35,34,21,14,23,17,18,21,9,12,All
Marwan Kreidie,,,,,13,5,0,0,1,0,2,1,1,79,99,12,10,6,6,72,60,3,13,7,8,4,12,27,21,10,6,6,9,6,11,3,4,1,All
Dennis Lee,,,,,,3,14,1,0,5,2,1,1,20,33,15,8,11,11,7,16,3,13,14,16,7,14,13,15,15,7,8,10,1,6,1,1,5,All
Jen Devor,,,,,,,0,1,1,0,1,0,0,6,27,4,5,3,7,3,3,4,2,5,8,7,7,2,3,3,2,6,2,1,1,7,0,1,All
Carla Cain,,,,,,,,2,2,0,0,1,0,6,15,6,6,6,3,3,5,1,6,9,11,13,12,4,6,8,8,8,2,6,1,4,1,3,All
Robin Trent,,,,,,,,,0,0,0,1,1,3,12,4,4,6,5,5,3,1,3,7,7,10,7,2,6,7,5,6,5,2,1,4,2,1,All
