col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,District Council 2nd District - Democrat,,Sheriff - Democrat,,,,All
,Lauren Vidas,Kenyatta Johnson,Malika Rahman,Rochelle Bilal,Jewell Williams,Larry King Sr,All
Lauren Vidas,175,0,608,575,78,61,All
Kenyatta Johnson,,153,683,267,81,44,All
Malika Rahman,,,86,0,0,0,All
Rochelle Bilal,,,,56,0,0,All
Jewell Williams,,,,,12,0,All
Larry King Sr,,,,,,14,All
Total,"1,497","1,228","1,377",898,171,119,All
,District Council 2nd District - Democrat,,Sheriff - Democrat,,,,1
,Lauren Vidas,Kenyatta Johnson,Malika Rahman,Rochelle Bilal,Jewell Williams,Larry King Sr,1
Lauren Vidas,13,0,83,36,7,5,1
Kenyatta Johnson,,7,37,18,6,0,1
Malika Rahman,,,4,0,0,0,1
Rochelle Bilal,,,,2,0,0,1
Jewell Williams,,,,,0,0,1
Larry King Sr,,,,,,1,1
Total,144,68,124,56,13,6,1
,District Council 2nd District - Democrat,,Sheriff - Democrat,,,,2
,Kenyatta Johnson,Lauren Vidas,Malika Rahman,Rochelle Bilal,Jewell Williams,Larry King Sr,2
Kenyatta Johnson,17,0,56,17,7,2,2
Lauren Vidas,,14,38,29,2,3,2
Malika Rahman,,,3,0,0,0,2
Rochelle Bilal,,,,1,0,0,2
Jewell Williams,,,,,0,0,2
Larry King Sr,,,,,,0,2
Total,99,86,97,47,9,5,2
,District Council 2nd District - Democrat,,Sheriff - Democrat,,,,3
,Lauren Vidas,Kenyatta Johnson,Malika Rahman,Rochelle Bilal,Larry King Sr,Jewell Williams,3
Lauren Vidas,17,0,48,56,10,3,3
Kenyatta Johnson,,14,57,28,3,5,3
Malika Rahman,,,5,0,0,0,3
Rochelle Bilal,,,,2,0,0,3
Larry King Sr,,,,,1,0,3
Jewell Williams,,,,,,2,3
Total,134,107,110,86,14,10,3
,Sheriff - Democrat,,,,District Council 2nd District - Democrat,,4
,Malika Rahman,Rochelle Bilal,Jewell Williams,Larry King Sr,Lauren Vidas,Kenyatta Johnson,4
Malika Rahman,9,0,0,0,44,63,4
Rochelle Bilal,,7,0,0,38,23,4
Jewell Williams,,,0,0,6,4,4
Larry King Sr,,,,1,4,4,4
Lauren Vidas,,,,,13,0,4
Kenyatta Johnson,,,,,,6,4
Total,116,68,10,9,105,100,4
,District Council 2nd District - Democrat,,Sheriff - Democrat,,,,5
,Lauren Vidas,Kenyatta Johnson,Malika Rahman,Rochelle Bilal,Larry King Sr,Jewell Williams,5
Lauren Vidas,17,0,42,39,9,6,5
Kenyatta Johnson,,17,34,28,7,9,5
