col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Joshua Roberts,James C Crumlish,Jennifer Schultz,Wendi Barish,Carmella Jacquinto,Anthony Kyriakakis,Cateria R Mccabe,Craig Levin,Jon Marshall,Tiffany Palmer,Kendra Mccrae,Leon Goodman,Beth Grossman,Terri M Booker,Nicola Serianni,Chris Hall,Kay Yu,Laurie Dow,Vicki Markovitz,Sherman Toppin,Janine D Momasso,James F Berardinelli,Henry Mcgregor Sias,Robert Trimble,Gregory Weyer,Isaiah Thomas,Helen Gym,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Adrián Rivera-reyes,Deja Lynn Alvarez,Ethelind Baylor,Willie Floyd Singletary,Eryn Santamoor,Justin Diberardinis,Ogbonna Paul Hagins,Erika Almirón,Sandra Dungee Glenn,Fareed Abdullah,Fernando Treviño,Billy Thompson,Asa Khalif,Latrice Y Bryant,Beth Finn,Joseph A Diorio,Edwin Santana,Hena Veit,Vinny Black,Wayne Allen,Devon Cade,Bobbie Curry,Wayne Edmund Dorsey,Mark Ross,Sherrie Cohen,All
Joshua Roberts,40,519,171,343,318,339,335,159,159,61,44,56,41,58,58,42,40,27,33,40,21,26,31,25,7,544,442,454,391,353,163,169,167,134,73,49,101,29,36,36,40,36,38,30,22,29,17,23,20,14,8,14,12,9,0,All
James C Crumlish,,4,77,307,287,336,304,57,48,69,41,48,38,31,36,51,37,22,27,16,20,21,14,17,5,438,269,378,320,300,49,61,148,43,76,65,36,34,25,20,39,34,11,20,20,28,21,15,14,13,8,10,7,9,0,All
Jennifer Schultz,,,9,94,55,39,46,139,135,68,64,42,77,36,92,36,48,40,47,20,31,16,18,21,5,100,237,92,62,71,194,159,27,117,59,30,86,47,49,28,40,36,23,30,41,25,19,24,10,14,10,16,11,8,0,All
Wendi Barish,,,,0,250,273,271,53,46,55,50,45,55,46,49,26,25,40,36,14,22,22,18,10,2,298,221,307,277,268,48,57,138,31,62,40,27,35,34,29,25,30,20,15,32,22,10,20,10,7,5,13,6,7,0,All
Carmella Jacquinto,,,,,0,237,266,25,16,73,61,31,43,32,40,22,48,35,30,30,27,13,25,15,9,314,188,304,274,253,39,50,128,15,46,40,12,31,40,36,32,14,20,21,16,13,25,8,9,12,9,13,4,6,0,All
Anthony Kyriakakis,,,,,,1,285,28,16,68,20,32,18,19,21,52,42,14,17,29,13,28,28,11,10,301,211,308,289,255,27,23,135,16,56,50,18,30,17,23,23,20,15,13,11,15,8,6,10,9,8,4,6,10,0,All
Cateria R Mccabe,,,,,,,0,23,27,49,44,36,22,41,26,17,21,23,23,32,33,15,24,9,2,329,196,308,279,269,34,31,133,17,39,30,17,28,38,30,22,17,14,17,14,13,15,12,12,9,11,8,6,9,0,All
Craig Levin,,,,,,,,6,131,23,22,40,29,18,36,24,11,15,19,19,6,13,10,17,5,72,146,59,43,38,110,93,19,103,28,29,74,13,11,22,24,24,19,19,14,24,9,21,11,8,9,8,8,9,0,All
