col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,District Council 10th District - Democrat,City Commissioners - Democrat,,,,,,,,,,,,,All
,Judy Moore,Lisa Deeley,Omar Sabir,Kahlil Williams,Marwan Kreidie,Annette Thompson,Jen Devor,Luigi Borda,Dennis Lee,Carla Cain,Warren Bloom,Robin Trent,Moira Bohannon,Lewis Harris Jr,All
Judy Moore,525,"4,069","2,242","1,019",972,807,583,516,496,441,317,326,291,187,All
Lisa Deeley,,753,"1,636",266,322,413,162,208,181,163,85,116,84,29,All
Omar Sabir,,,148,189,202,64,22,38,50,28,23,10,48,17,All
Kahlil Williams,,,,81,61,96,274,57,44,27,20,34,31,34,All
Marwan Kreidie,,,,,79,29,22,45,35,33,23,19,18,3,All
Annette Thompson,,,,,,26,28,24,27,73,33,37,19,13,All
Jen Devor,,,,,,,33,40,30,42,26,17,35,21,All
Luigi Borda,,,,,,,,57,41,33,29,17,22,8,All
Dennis Lee,,,,,,,,,18,24,46,33,11,19,All
Carla Cain,,,,,,,,,,17,15,21,26,9,All
Warren Bloom,,,,,,,,,,,26,27,12,23,All
Robin Trent,,,,,,,,,,,,11,20,16,All
Moira Bohannon,,,,,,,,,,,,,10,5,All
Lewis Harris Jr,,,,,,,,,,,,,,1,All
Total,"7,668","5,471","2,830","1,317","1,139",927,773,680,591,527,423,397,356,215,All
