col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,City Commissioners - Democrat,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Kahlil Williams,Dennis Lee,Marwan Kreidie,Annette Thompson,Robin Trent,Carla Cain,Jen Devor,Lewis Harris Jr,Luigi Borda,Warren Bloom,Moira Bohannon,Isaiah Thomas,Allan Domb,Helen Gym,Derek S Green,Katherine Gilmore Richardson,Eryn Santamoor,Sandra Dungee Glenn,Adrián Rivera-reyes,Willie Floyd Singletary,Deja Lynn Alvarez,Justin Diberardinis,Fareed Abdullah,Erika Almirón,Ogbonna Paul Hagins,Asa Khalif,Billy Thompson,Latrice Y Bryant,Edwin Santana,Fernando Treviño,Beth Finn,Ethelind Baylor,Joseph A Diorio,Hena Veit,Wayne Allen,Vinny Black,Devon Cade,Bobbie Curry,Mark Ross,Wayne Edmund Dorsey,Sherrie Cohen,All
Omar Sabir,80,978,346,227,82,95,69,29,10,17,14,16,5,"1,306","1,136",935,"1,167","1,144",796,456,332,279,230,115,226,151,169,174,150,127,123,64,66,68,55,40,42,32,37,37,26,17,0,All
Lisa Deeley,,24,71,45,68,54,21,27,4,10,9,9,6,817,801,560,803,806,689,199,204,144,174,86,62,64,99,43,57,78,47,43,64,45,24,34,22,18,16,16,14,10,0,All
Kahlil Williams,,,12,113,28,93,53,25,67,29,11,16,6,483,423,510,464,386,238,229,118,92,72,152,137,127,50,142,67,85,88,68,47,47,35,28,40,39,32,23,25,22,0,All
Dennis Lee,,,,10,25,17,23,38,3,12,8,14,7,231,217,252,224,255,109,224,57,57,41,81,61,70,36,40,87,42,79,63,35,15,47,18,19,13,13,14,13,9,0,All
Marwan Kreidie,,,,,16,8,11,6,0,0,11,4,6,72,75,175,63,72,46,31,198,113,121,24,8,25,88,17,20,25,12,13,17,13,10,16,4,8,7,9,1,8,0,All
Annette Thompson,,,,,,2,20,22,4,9,5,7,3,149,131,190,112,130,58,99,75,59,52,37,51,46,35,41,48,61,11,14,45,17,15,31,14,22,12,16,12,11,0,All
Robin Trent,,,,,,,4,13,6,4,2,2,3,117,109,124,118,143,51,66,23,29,20,27,18,24,15,28,25,18,28,13,12,15,14,14,4,8,11,9,8,7,0,All
Carla Cain,,,,,,,,0,7,7,6,3,6,65,59,88,51,75,44,70,35,20,25,47,16,28,9,12,15,32,36,39,16,15,34,9,6,15,7,9,8,5,0,All
Jen Devor,,,,,,,,,0,4,8,0,3,32,41,93,36,48,38,18,22,2,15,34,3,58,7,6,4,8,8,25,14,13,2,3,2,3,1,2,1,0,0,All
Lewis Harris Jr,,,,,,,,,,1,1,6,2,48,51,45,45,36,12,19,14,21,7,12,20,9,10,18,15,9,7,5,6,11,9,1,15,9,6,4,5,5,0,All
Luigi Borda,,,,,,,,,,,3,3,2,23,27,45,19,24,26,14,23,8,23,15,9,15,5,7,12,16,5,9,17,7,10,6,3,6,2,8,5,2,0,All
Warren Bloom,,,,,,,,,,,,3,1,41,47,38,27,29,13,19,11,10,13,13,11,8,5,8,20,9,3,3,7,5,8,2,7,2,7,3,7,4,0,All
Moira Bohannon,,,,,,,,,,,,,1,16,15,31,9,9,13,13,10,3,10,10,5,12,4,5,2,10,2,6,11,7,6,6,0,4,0,2,3,1,0,All
Isaiah Thomas,,,,,,,,,,,,,,18,"1,128",710,"1,253","1,084",731,394,141,124,81,151,179,122,43,150,95,106,105,35,50,86,41,30,37,28,37,20,26,18,0,All
Allan Domb,,,,,,,,,,,,,,,38,727,"1,091",988,797,325,123,102,71,133,126,66,43,92,85,55,75,58,65,41,40,24,38,29,29,18,31,23,0,All
Helen Gym,,,,,,,,,,,,,,,,46,727,691,355,397,315,209,236,227,121,245,187,121,146,116,83,85,101,89,42,61,28,34,28,26,22,12,0,All
Derek S Green,,,,,,,,,,,,,,,,,17,"1,097",745,337,97,78,53,174,138,95,33,112,78,78,80,30,37,71,27,13,32,18,20,19,15,11,0,All
Katherine Gilmore Richardson,,,,,,,,,,,,,,,,,,36,755,383,110,90,72,114,97,145,48,94,115,95,74,57,66,50,29,37,21,35,26,23,23,13,0,All
Eryn Santamoor,,,,,,,,,,,,,,,,,,,3,131,92,39,55,100,50,69,22,36,23,55,31,48,38,19,18,28,10,17,14,16,9,6,0,All
Sandra Dungee Glenn,,,,,,,,,,,,,,,,,,,,13,53,42,41,106,65,102,31,74,90,52,69,54,35,30,48,21,10,20,8,19,6,6,0,All
Adrián Rivera-reyes,,,,,,,,,,,,,,,,,,,,,13,168,211,40,40,46,155,32,31,45,38,48,37,17,19,26,20,19,6,16,14,4,0,All
Willie Floyd Singletary,,,,,,,,,,,,,,,,,,,,,,16,151,14,38,14,122,29,44,40,16,15,14,13,12,12,15,17,9,9,6,11,0,All
Deja Lynn Alvarez,,,,,,,,,,,,,,,,,,,,,,,6,15,28,39,142,28,25,59,17,28,33,9,20,23,10,12,9,13,8,10,0,All
Justin Diberardinis,,,,,,,,,,,,,,,,,,,,,,,,2,16,50,10,14,10,16,41,45,17,33,38,3,3,5,2,6,4,3,0,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,3,31,20,95,26,47,32,9,12,11,7,8,17,16,17,11,7,6,0,All
Erika Almirón,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,27,62,37,11,28,33,40,11,18,7,12,7,4,6,3,0,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,,,,,,,,,,,5,17,26,15,15,14,14,5,7,8,3,5,2,8,6,2,0,All
Asa Khalif,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,23,36,26,8,12,17,8,3,13,14,10,9,8,9,0,All
Billy Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,22,12,15,17,6,15,13,14,11,8,12,4,10,0,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,22,13,32,15,18,20,13,12,9,13,10,10,0,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,16,10,36,5,11,6,3,4,6,6,0,All
Fernando Treviño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,6,48,15,5,2,3,7,5,2,0,All
Beth Finn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,11,17,14,7,1,10,8,5,0,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,2,4,3,4,2,1,2,0,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,7,10,10,9,5,7,0,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,12,7,3,5,3,0,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,5,4,3,8,0,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,5,6,5,0,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,2,7,0,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,3,0,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"2,545","1,529","1,012",604,408,367,261,199,123,112,94,91,52,"2,022","1,940","1,934","1,897","1,878","1,184",861,692,528,482,384,362,361,314,305,295,293,248,201,197,174,154,116,100,99,87,85,74,59,0,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,1
,Isaiah Thomas,Allan Domb,Katherine Gilmore Richardson,Derek S Green,Sandra Dungee Glenn,Eryn Santamoor,Justin Diberardinis,Helen Gym,Deja Lynn Alvarez,Adrián Rivera-reyes,Asa Khalif,Ogbonna Paul Hagins,Willie Floyd Singletary,Latrice Y Bryant,Billy Thompson,Edwin Santana,Fareed Abdullah,Mark Ross,Erika Almirón,Joseph A Diorio,Bobbie Curry,Ethelind Baylor,Fernando Treviño,Beth Finn,Wayne Allen,Devon Cade,Hena Veit,Sherrie Cohen,Vinny Black,Wayne Edmund Dorsey,Dennis Lee,Omar Sabir,Kahlil Williams,Lisa Deeley,Marwan Kreidie,Annette Thompson,Robin Trent,Jen Devor,Lewis Harris Jr,Carla Cain,Luigi Borda,Moira Bohannon,Warren Bloom,1
Isaiah Thomas,0,38,37,38,18,31,13,8,1,0,2,1,1,3,1,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,21,28,18,20,1,0,1,1,1,0,0,0,0,1
Allan Domb,,1,34,29,18,33,9,3,1,0,2,0,2,0,2,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,22,22,19,16,1,0,1,1,0,0,0,0,0,1
Katherine Gilmore Richardson,,,0,33,12,29,7,6,2,0,2,1,0,1,3,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,19,26,14,15,0,1,2,0,1,0,0,0,0,1
Derek S Green,,,,0,11,24,9,9,1,0,1,2,0,2,2,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,16,22,14,17,0,1,0,0,1,0,0,0,0,1
Sandra Dungee Glenn,,,,,0,12,26,5,2,1,3,2,1,3,1,3,0,0,2,1,0,0,1,0,0,0,0,0,0,0,28,8,27,6,1,0,1,1,1,1,0,0,0,1
Eryn Santamoor,,,,,,0,8,1,2,0,0,0,0,3,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,19,21,15,14,0,1,0,0,0,0,0,0,0,1
Justin Diberardinis,,,,,,,0,4,0,1,0,1,0,2,0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,28,1,26,2,0,0,0,0,0,1,0,0,0,1
Helen Gym,,,,,,,,0,5,3,2,5,2,3,3,1,0,1,2,3,0,1,0,0,0,0,0,0,0,0,3,7,7,7,2,2,1,1,2,0,0,0,0,1
Deja Lynn Alvarez,,,,,,,,,1,3,1,4,3,3,1,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,1,7,4,8,3,2,0,0,0,0,0,0,0,1
Adrián Rivera-reyes,,,,,,,,,,0,0,3,1,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,2,3,2,3,0,0,0,0,0,0,0,0,1
Asa Khalif,,,,,,,,,,,0,2,0,1,1,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1,2,4,1,1,0,1,1,1,0,0,0,0,1
Ogbonna Paul Hagins,,,,,,,,,,,,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,2,0,0,0,1,0,0,0,0,1
Willie Floyd Singletary,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,0,0,0,0,0,0,0,0,1
Latrice Y Bryant,,,,,,,,,,,,,,0,1,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,2,4,3,3,0,2,0,0,0,0,0,0,0,1
Billy Thompson,,,,,,,,,,,,,,,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,2,3,0,3,0,3,0,0,0,0,0,0,0,1
Edwin Santana,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,5,0,3,0,1,0,0,0,0,1,0,0,0,1
Fareed Abdullah,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,1
Mark Ross,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,1
Erika Almirón,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,1,0,0,0,0,0,1
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,3,0,1,0,1,0,0,1,1,0,0,0,1
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
