col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,District Council 5th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Darrell L Clarke,Tiffany Palmer,Anthony Kyriakakis,Wendi Barish,Kay Yu,Jennifer Schultz,Nicola Serianni,Henry Mcgregor Sias,James C Crumlish,Chris Hall,Cateria R Mccabe,Beth Grossman,Kendra Mccrae,Vicki Markovitz,Carmella Jacquinto,Joshua Roberts,Leon Goodman,Craig Levin,Laurie Dow,Janine D Momasso,Terri M Booker,James F Berardinelli,Jon Marshall,Sherman Toppin,Robert Trimble,Gregory Weyer,All
Darrell L Clarke,52,391,309,287,240,227,204,182,139,120,113,108,101,82,86,80,75,76,63,53,50,40,42,30,20,9,All
Tiffany Palmer,,2,331,236,235,148,161,203,155,144,90,59,60,57,48,23,52,24,39,35,26,30,6,5,7,5,All
Anthony Kyriakakis,,,3,194,179,69,120,165,149,141,38,31,23,44,35,28,48,23,16,7,9,26,10,13,7,3,All
Wendi Barish,,,,1,138,106,160,133,55,44,52,73,57,67,40,25,45,34,35,28,19,18,9,7,13,4,All
Kay Yu,,,,,3,94,124,156,42,39,54,29,37,19,38,14,18,17,20,11,16,19,4,6,3,5,All
Jennifer Schultz,,,,,,4,89,64,27,22,79,61,50,41,29,48,19,49,32,33,14,14,32,6,11,3,All
Nicola Serianni,,,,,,,2,104,22,14,45,38,43,28,34,17,16,19,17,34,10,13,8,6,7,4,All
Henry Mcgregor Sias,,,,,,,,0,20,17,54,10,13,25,11,9,29,7,5,7,5,11,2,8,2,2,All
James C Crumlish,,,,,,,,,1,131,13,19,21,14,17,19,19,16,16,4,6,10,9,4,5,1,All
Chris Hall,,,,,,,,,,0,9,19,14,13,13,9,12,10,9,2,8,10,3,1,4,1,All
Cateria R Mccabe,,,,,,,,,,,0,19,22,14,19,14,9,7,11,26,11,5,3,15,4,3,All
Beth Grossman,,,,,,,,,,,,1,39,36,25,9,19,15,28,14,9,6,2,1,4,2,All
Kendra Mccrae,,,,,,,,,,,,,0,20,31,10,13,7,22,14,15,4,3,6,3,0,All
Vicki Markovitz,,,,,,,,,,,,,,0,16,8,30,13,21,10,11,4,2,3,3,2,All
Carmella Jacquinto,,,,,,,,,,,,,,,0,18,9,3,17,12,13,3,4,11,1,2,All
Joshua Roberts,,,,,,,,,,,,,,,,0,15,37,5,2,6,5,30,13,8,3,All
Leon Goodman,,,,,,,,,,,,,,,,,0,14,8,10,12,8,7,9,7,2,All
Craig Levin,,,,,,,,,,,,,,,,,,0,4,3,7,5,28,4,6,1,All
Laurie Dow,,,,,,,,,,,,,,,,,,,0,13,8,4,1,2,2,0,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,1,10,5,2,7,2,3,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,2,6,4,7,2,2,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,0,4,2,6,1,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,0,2,4,1,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,681,501,398,347,296,274,242,237,185,162,136,124,110,106,98,91,91,88,74,63,55,46,45,32,23,12,All
,District Council 5th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,15
,Darrell L Clarke,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,Kay Yu,Wendi Barish,Henry Mcgregor Sias,Nicola Serianni,James C Crumlish,Cateria R Mccabe,Chris Hall,Leon Goodman,Vicki Markovitz,Joshua Roberts,Beth Grossman,Carmella Jacquinto,Craig Levin,Kendra Mccrae,Jon Marshall,Laurie Dow,Janine D Momasso,James F Berardinelli,Robert Trimble,Sherman Toppin,Terri M Booker,Gregory Weyer,15
Darrell L Clarke,6,68,61,47,41,36,30,30,26,20,21,18,15,17,18,17,17,14,12,9,7,4,5,3,4,2,15
Tiffany Palmer,,0,62,30,45,31,38,20,30,21,28,9,13,4,9,11,5,13,0,5,3,4,1,0,2,1,15
Anthony Kyriakakis,,,0,19,34,27,30,13,30,9,29,14,12,8,5,6,6,5,4,0,2,4,3,0,0,0,15
Jennifer Schultz,,,,2,26,15,17,18,6,20,5,8,6,12,9,5,11,7,9,3,3,0,3,1,1,2,15
Kay Yu,,,,,0,14,30,16,8,17,7,2,5,3,4,7,4,7,0,4,2,3,0,0,0,2,15
Wendi Barish,,,,,,0,18,16,9,9,6,13,10,4,13,4,7,5,2,5,2,1,3,0,0,0,15
Henry Mcgregor Sias,,,,,,,0,14,1,14,1,7,7,1,0,2,3,4,0,0,1,3,0,0,0,1,15
Nicola Serianni,,,,,,,,0,4,8,0,5,7,4,8,6,4,10,3,3,5,4,2,1,1,1,15
James C Crumlish,,,,,,,,,0,3,26,6,3,3,3,3,3,2,0,1,0,1,1,0,0,0,15
Cateria R Mccabe,,,,,,,,,,0,2,1,3,2,4,5,1,4,1,2,2,1,1,2,0,0,15
Chris Hall,,,,,,,,,,,0,2,3,4,2,2,2,0,0,1,0,0,1,0,0,0,15
Leon Goodman,,,,,,,,,,,,0,8,4,3,0,5,2,4,1,2,0,4,2,1,0,15
Vicki Markovitz,,,,,,,,,,,,,0,3,4,2,1,2,1,4,2,0,0,0,0,1,15
Joshua Roberts,,,,,,,,,,,,,,0,2,2,8,2,9,1,0,0,1,0,0,1,15
Beth Grossman,,,,,,,,,,,,,,,0,2,1,3,1,5,1,0,1,1,0,0,15
Carmella Jacquinto,,,,,,,,,,,,,,,,0,1,8,2,2,4,1,0,1,2,0,15
Craig Levin,,,,,,,,,,,,,,,,,0,0,8,0,0,0,1,0,0,0,15
Kendra Mccrae,,,,,,,,,,,,,,,,,,0,0,2,3,1,0,1,2,0,15
Jon Marshall,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,0,0,15
Laurie Dow,,,,,,,,,,,,,,,,,,,,0,3,0,0,1,2,0,15
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,15
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,15
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,15
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,15
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,0,0,15
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,0,15
Total,120,89,77,59,54,47,41,36,34,30,30,21,21,20,19,18,17,17,12,11,9,5,5,4,4,2,15
,District Council 5th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,17
,Darrell L Clarke,Tiffany Palmer,Anthony Kyriakakis,Wendi Barish,Kay Yu,Nicola Serianni,Henry Mcgregor Sias,Jennifer Schultz,James C Crumlish,Cateria R Mccabe,Beth Grossman,Chris Hall,Kendra Mccrae,Vicki Markovitz,Carmella Jacquinto,Craig Levin,Joshua Roberts,Laurie Dow,James F Berardinelli,Janine D Momasso,Leon Goodman,Terri M Booker,Sherman Toppin,Jon Marshall,Robert Trimble,Gregory Weyer,17
Darrell L Clarke,7,98,80,75,68,56,50,47,26,27,25,23,19,16,15,14,15,13,10,9,6,10,6,4,3,3,17
Tiffany Palmer,,0,88,66,66,48,51,35,28,23,13,25,11,12,9,6,5,7,8,9,8,5,2,0,1,2,17
