col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,All
,Helen Gym,Allan Domb,Eryn Santamoor,Justin Diberardinis,Derek S Green,Erika Almirón,Katherine Gilmore Richardson,Adrián Rivera-reyes,Isaiah Thomas,Deja Lynn Alvarez,Beth Finn,Fernando Treviño,Sandra Dungee Glenn,Ethelind Baylor,Ogbonna Paul Hagins,Willie Floyd Singletary,Asa Khalif,Hena Veit,Latrice Y Bryant,Joseph A Diorio,Fareed Abdullah,Billy Thompson,Mark Ross,Edwin Santana,Bobbie Curry,Wayne Allen,Vinny Black,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,David H Conroy,Theresa Brunson,All
Helen Gym,63,"2,473","2,735","2,518","1,975","1,339",900,722,621,480,503,516,270,264,164,111,114,109,77,67,84,66,46,40,44,35,28,42,13,0,"2,908","1,057",All
Allan Domb,,164,"2,195","1,914","1,699",367,467,251,361,153,287,248,167,53,47,46,51,55,37,91,51,66,66,38,40,35,44,38,21,0,"2,078",654,All
Eryn Santamoor,,,12,"2,027","1,768",730,758,365,319,198,299,454,143,56,45,27,32,58,58,27,32,37,29,27,25,27,21,20,7,0,"2,281",640,All
Justin Diberardinis,,,,17,"1,678",684,339,374,548,190,214,203,99,187,40,15,34,25,32,52,33,25,34,21,19,15,21,17,3,0,"2,127",516,All
Derek S Green,,,,,5,387,390,193,389,156,120,105,79,56,27,18,43,12,21,19,34,33,12,18,12,15,8,10,10,0,"1,776",369,All
Erika Almirón,,,,,,2,444,287,331,199,215,271,127,196,32,5,49,39,46,7,18,11,7,21,16,7,3,6,4,0,886,421,All
Katherine Gilmore Richardson,,,,,,,3,137,152,93,174,274,135,47,33,13,29,37,37,16,26,24,19,21,13,15,6,19,3,0,627,382,All
Adrián Rivera-reyes,,,,,,,,19,131,339,138,120,55,70,121,83,50,28,30,26,26,26,12,29,13,8,18,8,3,0,592,313,All
Isaiah Thomas,,,,,,,,,1,62,65,57,82,151,20,25,38,16,19,12,35,29,11,11,6,7,10,16,7,0,483,285,All
Deja Lynn Alvarez,,,,,,,,,,12,100,67,45,52,113,76,42,36,39,17,16,13,7,19,7,9,11,2,4,0,363,260,All
Beth Finn,,,,,,,,,,,5,44,116,41,24,12,26,58,44,26,24,30,28,11,23,15,17,6,5,0,296,344,All
