col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Tiffany Palmer,Jennifer Schultz,Anthony Kyriakakis,Wendi Barish,Henry Mcgregor Sias,Cateria R Mccabe,Nicola Serianni,Kay Yu,Joshua Roberts,Carmella Jacquinto,James C Crumlish,Beth Grossman,Chris Hall,Janine D Momasso,Sherman Toppin,Kendra Mccrae,Vicki Markovitz,Craig Levin,Laurie Dow,Jon Marshall,James F Berardinelli,Leon Goodman,Terri M Booker,Robert Trimble,Gregory Weyer,Lisa Deeley,Jen Devor,Kahlil Williams,Omar Sabir,Marwan Kreidie,Annette Thompson,Luigi Borda,Carla Cain,Moira Bohannon,Robin Trent,Dennis Lee,Warren Bloom,Lewis Harris Jr,All
Tiffany Palmer,2,498,580,474,413,355,441,493,53,131,307,151,271,182,14,107,75,37,80,14,66,44,33,17,32,189,542,509,95,174,64,107,68,64,43,22,9,9,All
Jennifer Schultz,,10,232,375,205,340,396,267,135,130,122,213,83,179,25,139,103,120,97,95,38,44,53,19,9,278,301,273,159,188,108,107,72,62,31,23,8,7,All
Anthony Kyriakakis,,,6,236,500,326,187,372,274,267,320,92,273,24,217,50,33,31,38,17,59,30,16,14,8,320,386,396,247,122,28,56,39,38,29,18,3,4,All
Wendi Barish,,,,1,197,207,395,248,63,97,112,155,68,183,14,108,84,44,81,23,36,41,43,15,15,174,289,283,96,102,92,56,54,46,22,19,7,3,All
Henry Mcgregor Sias,,,,,4,339,193,344,215,213,84,41,67,27,194,30,27,17,24,6,19,19,5,11,11,241,321,301,216,58,10,51,30,19,8,7,2,1,All
Cateria R Mccabe,,,,,,2,241,187,242,244,44,61,23,157,207,61,40,20,32,12,18,24,19,8,10,270,227,194,253,60,43,88,40,23,14,7,5,2,All
Nicola Serianni,,,,,,,2,241,73,83,76,133,39,183,10,117,88,52,64,45,23,33,32,12,19,143,272,239,99,101,92,88,50,45,29,15,7,5,All
Kay Yu,,,,,,,,4,24,90,102,76,94,47,15,79,60,19,55,9,44,26,25,14,20,71,384,347,44,91,36,70,50,33,22,11,8,4,All
