col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Jennifer Schultz,Joshua Roberts,Carmella Jacquinto,Beth Grossman,Craig Levin,Wendi Barish,Nicola Serianni,Anthony Kyriakakis,Tiffany Palmer,James C Crumlish,Cateria R Mccabe,Vicki Markovitz,Leon Goodman,Kay Yu,Jon Marshall,James F Berardinelli,Kendra Mccrae,Chris Hall,Sherman Toppin,Laurie Dow,Terri M Booker,Janine D Momasso,Henry Mcgregor Sias,Robert Trimble,Gregory Weyer,Rochelle Bilal,Jewell Williams,Malika Rahman,Larry King Sr,All
Jennifer Schultz,33,220,129,208,232,207,211,78,124,101,91,135,89,94,167,53,97,53,32,97,50,70,33,38,15,353,122,158,99,All
Joshua Roberts,,50,219,133,197,120,181,187,56,125,140,87,99,45,148,59,48,51,147,39,56,23,50,40,11,186,203,136,97,All
Carmella Jacquinto,,,20,110,53,84,165,173,101,78,147,71,55,90,34,38,83,47,128,52,62,41,47,27,11,94,325,78,64,All
Beth Grossman,,,,12,145,189,117,111,115,96,66,186,121,84,43,102,83,55,17,82,62,54,28,22,18,162,118,75,117,All
Craig Levin,,,,,34,115,91,51,45,92,31,114,107,31,137,38,29,24,23,38,31,15,16,23,9,169,93,100,72,All
Wendi Barish,,,,,,5,115,84,130,102,66,120,95,69,53,52,71,45,23,82,66,51,19,28,11,157,99,88,67,All
Nicola Serianni,,,,,,,3,110,86,67,142,84,52,70,82,61,65,24,104,63,44,52,21,18,9,127,142,63,77,All
Anthony Kyriakakis,,,,,,,,2,140,154,137,54,49,86,16,76,32,116,114,9,25,18,67,18,13,92,122,93,78,All
Tiffany Palmer,,,,,,,,,1,113,71,67,58,104,26,53,81,113,20,69,60,42,28,16,17,128,71,112,54,All
James C Crumlish,,,,,,,,,,2,41,40,78,58,63,66,34,115,16,20,34,12,17,41,10,93,88,92,68,All
Cateria R Mccabe,,,,,,,,,,,0,36,28,49,25,49,47,21,111,44,29,39,45,15,11,79,110,45,56,All
Vicki Markovitz,,,,,,,,,,,,1,86,48,21,48,31,17,16,44,34,36,17,17,11,104,76,52,50,All
Leon Goodman,,,,,,,,,,,,,3,35,57,53,31,36,28,30,65,20,24,27,14,78,76,53,69,All
Kay Yu,,,,,,,,,,,,,,6,17,44,47,56,11,48,39,31,43,18,20,93,54,61,55,All
Jon Marshall,,,,,,,,,,,,,,,7,26,23,22,15,15,24,14,6,22,11,93,56,61,46,All
James F Berardinelli,,,,,,,,,,,,,,,,3,29,38,16,35,21,32,21,25,15,57,60,35,68,All
Kendra Mccrae,,,,,,,,,,,,,,,,,1,42,25,47,48,24,11,23,4,77,48,48,50,All
Chris Hall,,,,,,,,,,,,,,,,,,0,13,28,30,15,17,31,10,65,29,68,48,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,3,17,24,11,33,8,5,32,100,20,33,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,1,33,28,11,14,8,66,53,38,37,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,2,22,16,20,15,65,60,34,29,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,0,10,11,6,58,26,28,27,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,1,9,10,39,17,31,23,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,2,8,30,32,16,29,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,1,10,19,10,13,All
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,0,0,All
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,63,0,0,All
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0,All
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,All
Total,811,736,624,540,517,449,447,445,385,381,323,313,306,283,277,248,233,223,211,201,198,151,133,117,60,676,639,468,347,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,1
