col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,division
,District Council 2nd District - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Kenyatta Johnson,Lauren Vidas,Allan Domb,Justin Diberardinis,Helen Gym,Joseph A Diorio,Eryn Santamoor,Adrián Rivera-reyes,Derek S Green,Katherine Gilmore Richardson,Isaiah Thomas,Deja Lynn Alvarez,Fernando Treviño,Beth Finn,Willie Floyd Singletary,Erika Almirón,Ogbonna Paul Hagins,Sandra Dungee Glenn,Billy Thompson,Ethelind Baylor,Bobbie Curry,Mark Ross,Edwin Santana,Hena Veit,Vinny Black,Devon Cade,Latrice Y Bryant,Wayne Allen,Asa Khalif,Fareed Abdullah,Wayne Edmund Dorsey,Sherrie Cohen,All
Kenyatta Johnson,15,0,54,43,34,29,15,12,22,19,20,11,14,8,13,8,10,5,4,4,3,2,5,3,2,4,2,2,1,1,3,0,All
Lauren Vidas,,4,26,27,33,9,22,20,8,7,3,13,10,12,4,7,6,7,5,3,3,5,0,3,2,0,2,2,2,1,0,0,All
Allan Domb,,,5,48,31,16,22,5,22,20,15,3,11,10,3,3,2,8,1,2,3,5,3,1,2,1,0,1,0,1,3,0,All
Justin Diberardinis,,,,3,30,20,17,6,20,14,14,8,10,6,2,7,1,6,6,4,3,4,2,0,2,1,0,1,0,0,1,0,All
Helen Gym,,,,,2,7,17,16,13,9,11,13,9,10,7,12,7,5,3,5,2,1,1,1,1,0,1,3,0,1,1,0,All
Joseph A Diorio,,,,,,0,3,1,3,4,3,3,2,5,5,3,1,1,5,1,5,2,4,0,3,1,2,1,1,1,1,0,All
Eryn Santamoor,,,,,,,0,9,7,9,1,6,5,5,2,4,1,4,1,1,1,3,0,2,1,1,2,0,1,0,2,0,All
Adrián Rivera-reyes,,,,,,,,0,1,4,2,11,8,6,8,0,8,0,2,0,0,0,1,3,1,1,0,1,2,1,0,0,All
Derek S Green,,,,,,,,,0,14,14,1,5,4,0,2,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,All
Katherine Gilmore Richardson,,,,,,,,,,0,12,0,3,3,2,2,0,4,1,1,1,1,1,1,0,0,1,2,0,0,0,0,All
Isaiah Thomas,,,,,,,,,,,0,1,6,3,1,4,1,3,1,4,0,0,1,0,0,0,0,1,0,0,0,0,All
Deja Lynn Alvarez,,,,,,,,,,,,0,3,0,8,3,9,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,All
Fernando Treviño,,,,,,,,,,,,,0,4,4,3,1,1,2,0,1,0,2,1,0,0,0,2,2,1,0,0,All
Beth Finn,,,,,,,,,,,,,,0,0,2,0,1,2,1,2,3,1,2,1,1,0,2,1,1,0,0,All
Willie Floyd Singletary,,,,,,,,,,,,,,,0,0,7,0,0,1,0,0,1,0,1,1,2,0,0,0,0,0,All
Erika Almirón,,,,,,,,,,,,,,,,0,0,1,0,2,1,1,1,0,1,0,1,1,1,2,0,0,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,All
Sandra Dungee Glenn,,,,,,,,,,,,,,,,,,0,0,3,0,0,0,1,0,0,1,0,0,0,1,0,All
Billy Thompson,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,1,1,1,0,0,0,All
