col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,All
,Helen Gym,Justin Diberardinis,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Eryn Santamoor,Erika Almirón,Isaiah Thomas,Adrián Rivera-reyes,Deja Lynn Alvarez,Beth Finn,Sandra Dungee Glenn,Fernando Treviño,Fareed Abdullah,Ethelind Baylor,Ogbonna Paul Hagins,Joseph A Diorio,Asa Khalif,Willie Floyd Singletary,Latrice Y Bryant,Billy Thompson,Hena Veit,Vinny Black,Mark Ross,Edwin Santana,Wayne Allen,Bobbie Curry,Wayne Edmund Dorsey,Devon Cade,Sherrie Cohen,David H Conroy,Theresa Brunson,All
Helen Gym,109,"1,489","1,278","1,437","1,249","1,157","1,158",984,729,530,484,377,394,210,256,197,117,150,162,145,114,131,65,54,60,49,52,43,33,1,"1,969","1,285",All
Justin Diberardinis,,26,663,700,492,633,635,460,313,173,203,118,153,74,183,28,107,63,15,41,54,33,43,41,30,31,20,13,15,1,"1,143",490,All
Allan Domb,,,55,808,543,620,172,484,188,117,196,189,115,127,42,40,165,49,65,52,87,43,59,65,48,44,36,42,30,0,"1,055",533,All
Derek S Green,,,,18,702,457,358,668,198,162,120,139,105,123,87,37,52,87,46,43,57,30,36,24,27,26,20,15,14,2,"1,053",498,All
Katherine Gilmore Richardson,,,,,10,548,488,517,147,113,228,190,227,87,54,27,51,46,20,62,51,47,24,29,28,16,24,13,7,1,857,530,All
Eryn Santamoor,,,,,,6,461,207,244,166,219,142,277,85,58,44,42,43,22,58,45,45,30,22,32,15,25,9,8,0,813,505,All
Erika Almirón,,,,,,,1,295,305,228,206,141,238,51,149,43,21,90,12,67,18,51,18,6,20,11,11,6,8,1,719,488,All
Isaiah Thomas,,,,,,,,4,168,109,71,155,50,97,117,42,25,68,37,40,48,21,26,14,26,27,11,9,21,0,676,443,All
Adrián Rivera-reyes,,,,,,,,,12,402,185,61,134,79,86,175,27,67,131,59,35,56,19,11,25,11,18,7,7,0,537,413,All
Deja Lynn Alvarez,,,,,,,,,,8,130,66,76,57,79,139,25,58,117,66,27,42,11,11,18,18,10,7,12,1,368,370,All
Beth Finn,,,,,,,,,,,2,143,39,68,52,36,71,37,16,56,56,69,26,40,18,14,31,14,14,0,299,383,All
Sandra Dungee Glenn,,,,,,,,,,,,2,25,58,30,9,21,50,13,52,29,38,13,11,17,12,20,10,7,0,147,355,All
Fernando Treviño,,,,,,,,,,,,,0,36,15,22,29,25,21,14,15,22,12,8,13,4,10,6,4,0,322,142,All
Fareed Abdullah,,,,,,,,,,,,,,10,31,14,32,82,20,48,30,16,19,10,14,18,18,8,11,0,140,250,All
Ethelind Baylor,,,,,,,,,,,,,,,2,14,9,23,5,29,8,11,5,3,5,16,5,6,4,0,166,136,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,6,16,18,100,13,10,22,8,8,5,5,11,4,5,0,146,128,All
Joseph A Diorio,,,,,,,,,,,,,,,,,1,8,23,3,54,10,27,36,17,19,26,16,9,1,196,68,All
Asa Khalif,,,,,,,,,,,,,,,,,,1,16,40,11,18,11,4,15,23,9,9,6,0,89,176,All
