col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,District Council 9th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Cherelle L Parker,Joshua Roberts,Jennifer Schultz,Carmella Jacquinto,Sherman Toppin,Cateria R Mccabe,Terri M Booker,Anthony Kyriakakis,Tiffany Palmer,Kendra Mccrae,Leon Goodman,Henry Mcgregor Sias,Craig Levin,Jon Marshall,Wendi Barish,Beth Grossman,Nicola Serianni,Laurie Dow,James C Crumlish,Kay Yu,Chris Hall,Janine D Momasso,Vicki Markovitz,Robert Trimble,James F Berardinelli,Gregory Weyer,All
Cherelle L Parker,175,648,404,389,366,370,305,284,308,278,265,230,249,231,200,194,181,172,141,139,131,108,98,82,67,35,All
Joshua Roberts,,35,135,254,286,272,118,246,86,89,99,226,117,137,77,57,74,64,89,36,38,20,22,31,14,9,All
Jennifer Schultz,,,18,53,46,50,58,29,91,75,56,14,131,103,81,69,89,50,53,39,29,29,36,32,12,8,All
Carmella Jacquinto,,,,9,218,232,87,211,75,83,69,187,47,20,54,45,42,65,40,49,21,47,32,17,18,6,All
Sherman Toppin,,,,,7,267,79,239,59,67,58,230,38,34,32,27,40,47,28,31,39,25,22,21,11,9,All
Cateria R Mccabe,,,,,,2,77,241,82,89,67,224,23,17,40,35,28,43,16,31,17,54,20,12,22,2,All
Terri M Booker,,,,,,,9,33,146,118,107,23,46,41,69,45,43,86,33,52,65,30,28,29,9,14,All
Anthony Kyriakakis,,,,,,,,1,46,35,28,225,15,16,22,26,14,24,25,22,22,19,10,6,8,3,All
Tiffany Palmer,,,,,,,,,2,136,105,31,45,34,80,71,59,64,31,61,66,31,42,27,30,14,All
Kendra Mccrae,,,,,,,,,,2,113,16,32,37,66,67,62,41,23,59,52,48,30,29,15,10,All
Leon Goodman,,,,,,,,,,,2,15,46,52,52,46,46,41,52,39,41,40,25,29,25,11,All
Henry Mcgregor Sias,,,,,,,,,,,,0,7,8,21,10,9,22,7,13,2,13,11,3,15,4,All
Craig Levin,,,,,,,,,,,,,9,88,36,31,50,28,58,16,29,17,10,23,14,6,All
Jon Marshall,,,,,,,,,,,,,,11,34,31,52,18,48,16,31,10,13,25,13,6,All
Wendi Barish,,,,,,,,,,,,,,,1,58,57,39,49,25,22,26,30,9,8,6,All
Beth Grossman,,,,,,,,,,,,,,,,1,49,49,23,39,31,28,39,12,18,8,All
Nicola Serianni,,,,,,,,,,,,,,,,,2,28,40,32,19,21,30,13,13,6,All
Laurie Dow,,,,,,,,,,,,,,,,,,2,16,26,24,23,16,11,21,6,All
James C Crumlish,,,,,,,,,,,,,,,,,,,3,13,29,9,11,24,10,2,All
Kay Yu,,,,,,,,,,,,,,,,,,,,11,24,18,18,6,8,8,All
Chris Hall,,,,,,,,,,,,,,,,,,,,,0,7,13,26,6,11,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,3,13,4,21,3,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,,0,12,9,5,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,2,7,5,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,1,2,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"1,610",766,459,449,438,432,347,343,338,305,292,284,282,255,219,205,197,196,166,160,145,127,108,89,77,37,All
,District Council 9th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,2
,Cherelle L Parker,Jennifer Schultz,Joshua Roberts,Carmella Jacquinto,Craig Levin,Cateria R Mccabe,Jon Marshall,Kendra Mccrae,Leon Goodman,Nicola Serianni,Wendi Barish,Sherman Toppin,Tiffany Palmer,Anthony Kyriakakis,Beth Grossman,Chris Hall,Janine D Momasso,Kay Yu,Terri M Booker,Henry Mcgregor Sias,James C Crumlish,Laurie Dow,Robert Trimble,Gregory Weyer,Vicki Markovitz,James F Berardinelli,2
Cherelle L Parker,24,41,36,21,20,17,20,19,20,19,17,14,16,8,14,13,10,9,11,3,7,8,5,4,4,1,2
Jennifer Schultz,,3,13,5,9,3,9,7,5,10,9,3,7,2,6,5,5,3,2,1,5,2,2,0,1,0,2
Joshua Roberts,,,1,10,7,10,10,3,5,10,11,12,2,8,3,4,2,4,1,7,7,2,0,1,1,1,2
Carmella Jacquinto,,,,0,2,14,2,8,5,6,4,10,7,11,6,1,1,5,5,8,2,5,0,0,1,1,2
Craig Levin,,,,,2,1,7,5,3,6,5,2,2,1,0,3,0,1,3,0,2,0,2,0,0,0,2
Cateria R Mccabe,,,,,,0,0,5,2,3,3,10,6,12,3,1,3,2,4,8,0,2,0,0,1,1,2
Jon Marshall,,,,,,,2,3,5,5,5,2,0,0,1,3,1,1,2,1,4,0,1,1,0,0,2
Kendra Mccrae,,,,,,,,1,9,4,4,4,10,1,4,6,3,2,4,0,1,1,3,1,2,0,2
Leon Goodman,,,,,,,,,1,4,3,3,5,1,3,6,0,2,4,0,1,3,3,1,1,0,2
Nicola Serianni,,,,,,,,,,1,7,6,3,0,4,1,3,0,3,0,4,3,3,1,2,0,2
Wendi Barish,,,,,,,,,,,0,3,6,3,4,5,3,3,4,1,5,2,0,0,1,0,2
Sherman Toppin,,,,,,,,,,,,0,1,8,1,3,1,2,2,7,2,2,2,3,0,1,2
Tiffany Palmer,,,,,,,,,,,,,0,2,3,6,3,3,6,1,0,3,1,0,2,0,2
Anthony Kyriakakis,,,,,,,,,,,,,,0,2,2,1,1,1,9,0,0,0,0,0,1,2
Beth Grossman,,,,,,,,,,,,,,,0,4,5,1,1,0,0,1,0,1,1,0,2
Chris Hall,,,,,,,,,,,,,,,,0,3,1,4,0,1,3,2,1,0,0,2
Janine D Momasso,,,,,,,,,,,,,,,,,2,1,1,0,0,0,0,1,1,1,2
Kay Yu,,,,,,,,,,,,,,,,,,4,2,1,2,4,0,1,1,1,2
Terri M Booker,,,,,,,,,,,,,,,,,,,1,1,0,4,1,0,0,0,2
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2
James C Crumlish,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,2
Laurie Dow,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,2
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,2
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,138,51,46,29,25,23,22,22,22,22,21,20,19,16,15,15,14,14,14,10,9,8,5,4,4,2,2
,District Council 9th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,3
,Cherelle L Parker,Joshua Roberts,Cateria R Mccabe,Carmella Jacquinto,Sherman Toppin,Anthony Kyriakakis,Henry Mcgregor Sias,Jennifer Schultz,Tiffany Palmer,Kendra Mccrae,Craig Levin,Leon Goodman,Terri M Booker,Wendi Barish,Jon Marshall,Nicola Serianni,Kay Yu,Beth Grossman,Janine D Momasso,Chris Hall,Vicki Markovitz,James C Crumlish,James F Berardinelli,Laurie Dow,Robert Trimble,Gregory Weyer,3
Cherelle L Parker,17,90,49,51,44,40,32,37,31,29,29,23,24,22,21,19,16,15,7,8,7,7,5,7,2,1,3
Joshua Roberts,,3,40,37,41,40,34,13,6,9,12,6,5,11,12,8,3,4,4,2,2,3,2,2,1,0,3
Cateria R Mccabe,,,0,38,40,39,38,5,7,8,3,6,5,4,2,5,4,1,4,1,2,0,1,2,1,1,3
