col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,District Council 1st District - Democrat,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Mark F Squilla,Lou Lanni,Lisa Deeley,Omar Sabir,Marwan Kreidie,Kahlil Williams,Annette Thompson,Carla Cain,Jen Devor,Dennis Lee,Luigi Borda,Moira Bohannon,Robin Trent,Lewis Harris Jr,Warren Bloom,All
Mark F Squilla,59,0,157,102,43,37,32,23,20,16,20,17,14,8,7,All
Lou Lanni,,16,40,41,39,14,14,10,3,6,2,4,7,4,4,All
Lisa Deeley,,,10,56,20,12,18,8,5,3,6,6,6,2,0,All
Omar Sabir,,,,11,26,11,2,7,0,4,4,1,3,0,2,All
Marwan Kreidie,,,,,6,6,3,2,3,1,0,2,0,0,0,All
Kahlil Williams,,,,,,0,5,3,7,1,1,4,0,2,2,All
Annette Thompson,,,,,,,1,6,1,2,0,0,4,1,1,All
Carla Cain,,,,,,,,0,1,2,1,2,0,0,0,All
Jen Devor,,,,,,,,,1,0,2,2,0,1,1,All
Dennis Lee,,,,,,,,,,0,1,2,3,1,1,All
Luigi Borda,,,,,,,,,,,0,1,0,1,2,All
Moira Bohannon,,,,,,,,,,,,0,1,0,0,All
Robin Trent,,,,,,,,,,,,,0,2,2,All
Lewis Harris Jr,,,,,,,,,,,,,,2,0,All
Warren Bloom,,,,,,,,,,,,,,,0,All
Total,360,132,215,162,95,60,48,35,25,24,23,23,21,14,12,All
,District Council 1st District - Democrat,,City Commissioners - Democrat,,,,,,,,,,,,,7
,Mark F Squilla,Lou Lanni,Lisa Deeley,Marwan Kreidie,Omar Sabir,Annette Thompson,Kahlil Williams,Dennis Lee,Carla Cain,Luigi Borda,Moira Bohannon,Jen Devor,Robin Trent,Lewis Harris Jr,Warren Bloom,7
Mark F Squilla,9,0,18,6,6,4,6,5,3,2,3,2,1,0,0,7
Lou Lanni,,1,4,2,2,3,1,0,1,0,0,0,0,0,0,7
Lisa Deeley,,,1,3,6,4,1,1,0,1,1,0,0,0,0,7
Marwan Kreidie,,,,0,0,0,1,0,0,0,0,0,0,0,0,7
Omar Sabir,,,,,0,0,0,0,0,0,0,0,0,0,0,7
Annette Thompson,,,,,,0,0,0,2,0,0,0,0,0,0,7
Kahlil Williams,,,,,,,0,0,1,0,1,2,0,0,0,7
Dennis Lee,,,,,,,,0,1,1,1,0,1,0,0,7
Carla Cain,,,,,,,,,0,0,0,0,0,0,0,7
Luigi Borda,,,,,,,,,,0,0,0,0,0,0,7
Moira Bohannon,,,,,,,,,,,0,0,0,0,0,7
Jen Devor,,,,,,,,,,,,0,0,0,0,7
Robin Trent,,,,,,,,,,,,,0,0,0,7
Lewis Harris Jr,,,,,,,,,,,,,,0,0,7
Warren Bloom,,,,,,,,,,,,,,,0,7
Total,42,10,24,8,8,7,7,5,4,3,3,2,1,0,0,7
,District Council 1st District - Democrat,,City Commissioners - Democrat,,,,,,,,,,,,,8
,Mark F Squilla,Lou Lanni,Lisa Deeley,Omar Sabir,Marwan Kreidie,Kahlil Williams,Moira Bohannon,Carla Cain,Robin Trent,Annette Thompson,Dennis Lee,Lewis Harris Jr,Luigi Borda,Warren Bloom,Jen Devor,8
Mark F Squilla,4,0,9,9,5,1,3,1,2,0,1,1,1,1,0,8
Lou Lanni,,0,5,3,5,2,0,1,0,1,0,0,0,0,0,8
Lisa Deeley,,,0,4,2,1,1,0,1,0,0,0,0,0,0,8
Omar Sabir,,,,0,5,0,0,1,0,0,0,0,0,0,0,8
