col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Annette Thompson,Dennis Lee,Carla Cain,Lewis Harris Jr,Robin Trent,Luigi Borda,Warren Bloom,Jen Devor,Moira Bohannon,Joshua Roberts,Jennifer Schultz,Carmella Jacquinto,Sherman Toppin,Cateria R Mccabe,Anthony Kyriakakis,Terri M Booker,Craig Levin,Henry Mcgregor Sias,Jon Marshall,Tiffany Palmer,Kendra Mccrae,Leon Goodman,Beth Grossman,Laurie Dow,Wendi Barish,Nicola Serianni,James C Crumlish,Kay Yu,Chris Hall,Janine D Momasso,Vicki Markovitz,Robert Trimble,James F Berardinelli,Gregory Weyer,All
Omar Sabir,96,632,227,118,88,65,28,22,18,11,14,5,3,945,352,543,587,573,464,298,299,437,255,232,231,252,113,134,133,128,117,103,91,79,48,64,51,27,All
Lisa Deeley,,16,54,68,49,20,18,4,8,5,6,10,6,672,256,431,455,455,391,148,143,383,122,100,108,116,85,82,119,86,74,53,44,42,51,35,21,11,All
Kahlil Williams,,,34,25,53,28,17,22,13,14,7,17,3,173,124,119,126,124,69,172,88,52,87,203,163,142,95,81,72,68,69,89,90,55,48,47,34,21,All
Marwan Kreidie,,,,11,12,5,4,2,0,7,1,0,1,205,250,31,31,21,19,24,141,13,144,21,28,35,26,17,38,54,59,13,20,14,17,20,12,6,All
Annette Thompson,,,,,4,4,19,7,15,3,7,1,3,86,83,59,47,58,27,102,55,13,53,119,109,91,71,53,61,59,23,53,39,32,40,24,17,9,All
Dennis Lee,,,,,,4,24,11,7,6,2,2,7,75,44,57,49,45,36,52,51,14,35,32,45,63,34,59,25,33,43,21,24,47,18,19,27,4,All
Carla Cain,,,,,,,0,3,2,3,2,3,2,29,41,45,31,32,13,33,33,10,16,39,41,22,37,41,29,26,29,24,16,27,17,10,23,4,All
Lewis Harris Jr,,,,,,,,2,0,0,2,0,2,29,26,14,23,16,11,25,19,6,26,22,23,24,15,10,11,20,8,12,21,8,7,8,6,4,All
Robin Trent,,,,,,,,,2,2,2,2,6,21,19,14,15,19,9,32,10,5,13,27,26,19,22,19,13,18,10,14,18,12,13,10,10,2,All
Luigi Borda,,,,,,,,,,3,1,2,3,13,20,15,11,5,5,15,10,5,13,12,17,13,17,5,15,14,20,12,14,8,7,10,9,3,All
Warren Bloom,,,,,,,,,,,3,0,1,18,8,18,14,8,7,20,6,6,8,19,13,15,13,6,10,12,5,7,8,6,5,6,4,2,All
Jen Devor,,,,,,,,,,,,0,3,5,19,14,4,8,16,12,6,4,1,25,13,12,13,11,14,9,17,13,12,7,11,5,3,2,All
Moira Bohannon,,,,,,,,,,,,,2,8,16,8,4,6,10,10,4,2,9,10,8,8,12,14,8,8,7,7,6,6,10,6,4,2,All
Joshua Roberts,,,,,,,,,,,,,,24,258,451,517,488,434,184,241,413,253,114,119,150,82,93,99,112,131,55,55,35,33,47,26,16,All
Jennifer Schultz,,,,,,,,,,,,,,,17,92,76,79,41,96,247,30,209,136,124,97,110,77,120,126,85,57,48,43,60,50,19,14,All
Carmella Jacquinto,,,,,,,,,,,,,,,,15,430,446,376,135,72,351,29,109,127,102,64,96,72,59,66,63,34,77,44,23,34,11,All
Sherman Toppin,,,,,,,,,,,,,,,,,4,514,427,143,68,427,50,88,97,97,35,69,39,56,39,48,58,38,36,32,23,15,All
Cateria R Mccabe,,,,,,,,,,,,,,,,,,1,421,126,53,414,41,112,128,101,50,67,55,47,26,46,32,72,37,22,29,6,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,3,56,22,395,19,57,51,48,35,28,29,17,42,34,30,28,17,10,12,3,All
