col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,District Council 3rd District - Democrat,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Jannie L Blackwell,Jamie Gauthier,Omar Sabir,Lisa Deeley,Kahlil Williams,Dennis Lee,Marwan Kreidie,Annette Thompson,Lewis Harris Jr,Carla Cain,Robin Trent,Jen Devor,Luigi Borda,Warren Bloom,Moira Bohannon,All
Jannie L Blackwell,181,0,546,269,131,139,126,56,38,21,17,9,10,7,5,All
Jamie Gauthier,,119,484,228,191,91,64,74,23,24,30,22,13,11,15,All
Omar Sabir,,,20,309,120,77,63,42,16,15,9,2,5,4,4,All
Lisa Deeley,,,,13,22,15,37,19,5,2,7,3,1,0,1,All
Kahlil Williams,,,,,5,24,11,30,15,12,7,17,3,8,2,All
Dennis Lee,,,,,,11,5,4,4,9,7,2,4,3,0,All
Marwan Kreidie,,,,,,,5,4,4,1,5,0,3,1,1,All
Annette Thompson,,,,,,,,1,4,3,5,2,0,2,2,All
Lewis Harris Jr,,,,,,,,,0,1,3,4,0,0,1,All
Carla Cain,,,,,,,,,,2,0,1,1,0,4,All
Robin Trent,,,,,,,,,,,0,0,2,1,2,All
Jen Devor,,,,,,,,,,,,0,0,0,0,All
Luigi Borda,,,,,,,,,,,,,0,0,1,All
Warren Bloom,,,,,,,,,,,,,,2,1,All
Moira Bohannon,,,,,,,,,,,,,,,0,All
Total,"1,092",907,"1,089",551,332,247,202,135,65,52,48,33,24,23,20,All
,District Council 3rd District - Democrat,,City Commissioners - Democrat,,,,,,,,,,,,,1
,Jannie L Blackwell,Jamie Gauthier,Omar Sabir,Lisa Deeley,Dennis Lee,Kahlil Williams,Annette Thompson,Marwan Kreidie,Carla Cain,Lewis Harris Jr,Luigi Borda,Jen Devor,Moira Bohannon,Robin Trent,Warren Bloom,1
Jannie L Blackwell,11,0,31,16,20,10,1,5,4,2,1,1,0,0,0,1
Jamie Gauthier,,2,18,8,3,9,7,2,1,1,1,0,1,1,0,1
Omar Sabir,,,1,12,8,4,3,1,3,0,1,1,0,0,0,1
Lisa Deeley,,,,1,1,4,0,4,0,0,0,0,0,0,0,1
Dennis Lee,,,,,2,2,0,0,1,0,1,0,0,0,0,1
Kahlil Williams,,,,,,0,3,0,2,1,0,0,1,0,0,1
Annette Thompson,,,,,,,0,0,0,0,0,0,0,0,0,1
Marwan Kreidie,,,,,,,,0,0,0,0,0,0,0,0,1
Carla Cain,,,,,,,,,0,0,0,0,0,0,0,1
Lewis Harris Jr,,,,,,,,,,0,0,0,0,1,0,1
Luigi Borda,,,,,,,,,,,0,0,0,0,0,1
Jen Devor,,,,,,,,,,,,0,0,0,0,1
Moira Bohannon,,,,,,,,,,,,,0,0,0,1
Robin Trent,,,,,,,,,,,,,,0,0,1
Warren Bloom,,,,,,,,,,,,,,,0,1
Total,71,34,52,27,26,19,8,7,6,3,2,1,1,1,0,1
,District Council 3rd District - Democrat,,City Commissioners - Democrat,,,,,,,,,,,,,2
