col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Joshua Roberts,Jennifer Schultz,Carmella Jacquinto,Jon Marshall,Wendi Barish,James C Crumlish,Craig Levin,Anthony Kyriakakis,Henry Mcgregor Sias,Nicola Serianni,Beth Grossman,Tiffany Palmer,Kendra Mccrae,Vicki Markovitz,Leon Goodman,Cateria R Mccabe,Terri M Booker,Laurie Dow,Kay Yu,Chris Hall,Janine D Momasso,James F Berardinelli,Sherman Toppin,Robert Trimble,Gregory Weyer,Adrián Rivera-reyes,Helen Gym,Allan Domb,Deja Lynn Alvarez,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Justin Diberardinis,Willie Floyd Singletary,Ogbonna Paul Hagins,Fernando Treviño,Erika Almirón,Eryn Santamoor,Edwin Santana,Beth Finn,Sandra Dungee Glenn,Joseph A Diorio,Asa Khalif,Billy Thompson,Latrice Y Bryant,Ethelind Baylor,Vinny Black,Fareed Abdullah,Hena Veit,Bobbie Curry,Devon Cade,Wayne Allen,Mark Ross,Wayne Edmund Dorsey,Sherrie Cohen,All
Joshua Roberts,39,113,130,100,133,145,95,114,115,41,26,29,14,20,26,21,15,10,6,10,8,14,8,6,7,116,104,149,117,150,124,140,127,75,60,34,24,17,16,14,4,14,9,7,8,9,11,8,7,6,5,8,6,4,0,All
Jennifer Schultz,,13,53,103,53,36,115,16,28,70,52,49,37,42,31,31,23,25,21,19,18,13,13,17,5,155,147,55,130,48,51,33,32,78,72,39,44,30,30,26,19,27,20,13,19,10,14,9,15,11,10,11,11,8,0,All
Carmella Jacquinto,,,1,19,125,115,19,121,101,29,37,36,38,31,17,24,20,27,23,12,25,10,13,14,4,46,55,132,43,137,122,122,117,7,9,38,29,17,29,14,23,18,15,15,14,8,10,9,9,6,5,2,5,3,0,All
Jon Marshall,,,,19,20,22,83,11,7,29,20,12,8,11,17,8,13,13,7,11,5,4,10,8,1,97,79,32,82,21,20,16,15,71,58,25,7,13,13,8,8,16,3,6,10,2,7,3,6,3,3,9,4,3,0,All
Wendi Barish,,,,,1,124,23,102,96,29,39,33,21,23,12,17,19,19,7,12,15,6,5,4,6,37,56,132,35,121,112,109,112,11,11,16,22,12,9,17,12,9,6,6,8,9,4,2,10,7,8,4,5,2,0,All
James C Crumlish,,,,,,1,24,112,107,33,17,31,8,9,12,10,5,5,10,14,4,10,6,5,4,23,47,124,23,128,109,121,120,17,14,15,16,9,5,12,6,6,3,6,4,7,8,3,6,4,5,5,1,0,0,All
Craig Levin,,,,,,,4,5,9,26,24,13,19,17,20,15,11,9,4,4,7,11,9,6,8,89,93,36,89,23,12,15,16,65,61,23,7,21,14,10,8,20,6,8,8,4,6,7,4,5,9,6,5,3,0,All
Anthony Kyriakakis,,,,,,,,2,105,14,13,17,10,8,8,10,4,3,11,16,4,8,8,3,3,11,33,122,17,118,107,110,107,3,4,11,13,11,3,8,6,2,7,5,5,6,5,6,2,2,3,2,3,1,0,All
Henry Mcgregor Sias,,,,,,,,,0,26,5,16,1,9,3,3,5,1,4,0,1,8,9,1,5,16,8,107,11,116,104,109,107,1,2,8,17,5,7,3,4,6,4,3,2,4,2,5,3,2,4,4,3,1,0,All
Nicola Serianni,,,,,,,,,,0,37,39,23,24,7,20,14,12,12,11,18,15,5,4,4,36,59,35,33,27,34,25,31,19,17,21,27,18,12,20,13,14,8,11,10,4,7,9,10,6,4,4,8,6,0,All
Beth Grossman,,,,,,,,,,,1,26,25,36,25,23,21,25,9,18,19,11,3,7,3,36,56,47,29,17,24,12,21,11,6,27,19,23,24,23,15,10,10,14,10,7,9,8,13,6,7,7,7,5,0,All
Tiffany Palmer,,,,,,,,,,,,0,32,24,11,20,18,20,20,15,13,14,8,6,5,27,47,32,28,36,37,25,29,12,5,18,40,12,15,19,15,6,13,6,10,9,8,10,11,5,8,5,3,4,0,All
Kendra Mccrae,,,,,,,,,,,,,0,8,13,18,20,15,18,13,12,7,6,9,6,18,40,23,27,25,23,17,14,8,11,15,19,11,12,19,16,9,13,10,10,4,2,9,8,8,5,5,2,5,1,All
Vicki Markovitz,,,,,,,,,,,,,,0,12,15,16,9,6,6,9,8,7,5,2,34,27,23,30,13,14,9,13,6,3,20,16,13,21,12,8,9,5,9,13,2,7,5,6,6,4,3,6,2,0,All
Leon Goodman,,,,,,,,,,,,,,,0,19,18,10,5,11,5,7,9,10,2,24,27,25,20,15,11,17,9,17,11,10,8,9,11,10,10,4,9,13,3,6,7,5,3,3,6,7,5,2,0,All
Cateria R Mccabe,,,,,,,,,,,,,,,,0,12,10,6,9,12,8,5,4,5,16,36,24,16,20,16,17,15,6,8,12,15,10,7,13,9,7,9,11,3,4,4,7,7,6,4,3,5,2,0,All
