col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Tiffany Palmer,Anthony Kyriakakis,Wendi Barish,Kay Yu,Henry Mcgregor Sias,Nicola Serianni,Jennifer Schultz,James C Crumlish,Chris Hall,Beth Grossman,Craig Levin,Vicki Markovitz,Cateria R Mccabe,Carmella Jacquinto,Leon Goodman,Kendra Mccrae,Joshua Roberts,Laurie Dow,James F Berardinelli,Janine D Momasso,Terri M Booker,Jon Marshall,Robert Trimble,Sherman Toppin,Gregory Weyer,Kahlil Williams,Jen Devor,Marwan Kreidie,Lisa Deeley,Omar Sabir,Luigi Borda,Annette Thompson,Carla Cain,Moira Bohannon,Dennis Lee,Warren Bloom,Robin Trent,Lewis Harris Jr,All
Tiffany Palmer,13,"2,704","1,785","1,739","1,555","1,186",794,"1,282","1,218",380,254,433,418,333,336,286,156,225,224,175,125,35,33,30,28,"2,121","1,323",765,640,258,392,146,199,204,77,55,84,27,All
Anthony Kyriakakis,,38,"1,660","1,628","1,462","1,034",559,"1,324","1,271",335,332,390,227,278,352,161,201,128,273,74,67,45,53,57,24,"2,095","1,215",756,615,236,374,105,127,144,84,86,62,24,All
Wendi Barish,,,9,"1,153","1,131","1,195",688,501,391,525,358,515,263,268,317,240,179,251,154,205,116,70,59,41,21,"1,389",782,593,651,240,327,218,164,158,68,92,57,23,All
Kay Yu,,,,30,"1,180",956,529,435,433,226,143,197,261,246,138,215,67,132,140,92,90,22,21,31,21,"1,383",898,534,327,162,305,93,116,113,56,32,35,17,All
Henry Mcgregor Sias,,,,,10,820,312,270,242,104,81,218,221,158,209,66,80,51,80,42,35,14,28,44,20,"1,234",692,394,408,173,247,41,41,56,33,20,18,7,All
Nicola Serianni,,,,,,6,521,201,141,259,163,185,249,179,98,192,112,120,91,182,65,63,25,32,17,926,561,417,305,143,300,135,106,119,51,33,34,14,All
Jennifer Schultz,,,,,,,14,268,214,429,342,280,361,187,139,250,250,179,124,186,86,157,47,31,15,525,473,417,454,226,172,214,145,132,56,54,52,13,All
James C Crumlish,,,,,,,,0,"1,121",199,239,135,77,128,138,113,151,91,124,24,23,57,23,17,7,822,581,377,250,128,163,53,89,110,54,35,48,14,All
Chris Hall,,,,,,,,,3,139,141,96,59,102,74,89,78,93,136,21,32,20,27,14,6,807,585,303,178,88,129,39,80,89,48,28,41,13,All
Beth Grossman,,,,,,,,,,7,239,320,108,168,156,175,108,185,86,94,74,36,30,9,18,250,204,179,292,116,95,170,118,87,54,82,48,17,All
