col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,division
,Register Of Wills - Democrat,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,Adrián Rivera-reyes,Helen Gym,Allan Domb,Deja Lynn Alvarez,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Justin Diberardinis,Willie Floyd Singletary,Ogbonna Paul Hagins,Fernando Treviño,Erika Almirón,Eryn Santamoor,Edwin Santana,Beth Finn,Sandra Dungee Glenn,Joseph A Diorio,Asa Khalif,Billy Thompson,Latrice Y Bryant,Ethelind Baylor,Vinny Black,Fareed Abdullah,Hena Veit,Bobbie Curry,Devon Cade,Wayne Allen,Mark Ross,Wayne Edmund Dorsey,Sherrie Cohen,All
Ronald R Donatucci,42,0,0,59,85,158,65,139,129,133,129,30,21,32,13,25,20,20,10,20,11,16,5,11,11,6,7,8,6,8,5,4,0,All
Tracey Gordon,,18,0,155,131,59,118,38,43,31,23,79,57,38,37,21,28,23,24,12,18,14,22,13,10,13,17,9,10,12,11,6,1,All
Jacque P Whaumbush,,,10,41,45,26,41,19,11,11,14,21,22,18,10,16,9,8,10,10,9,8,5,2,5,7,5,4,6,2,4,2,0,All
Adrián Rivera-reyes,,,,23,93,26,119,21,19,14,15,70,59,55,29,14,43,7,10,12,11,3,9,5,8,2,7,5,2,6,3,3,0,All
Helen Gym,,,,,8,71,84,44,44,37,39,63,73,24,33,33,11,27,18,17,7,18,12,10,11,7,12,4,6,8,6,3,0,All
Allan Domb,,,,,,13,26,138,131,139,124,15,8,21,12,27,13,17,11,11,11,18,9,8,16,12,2,10,11,9,5,3,0,All
Deja Lynn Alvarez,,,,,,,14,18,13,12,13,75,64,47,19,18,33,8,7,10,11,5,7,6,6,4,9,5,6,2,6,3,0,All
Isaiah Thomas,,,,,,,,6,138,155,136,10,2,9,26,7,6,6,6,6,14,7,11,10,4,10,2,1,4,5,7,1,1,All
Katherine Gilmore Richardson,,,,,,,,,1,129,117,6,6,10,32,13,7,15,16,4,12,2,7,5,6,3,11,4,6,6,3,2,0,All
Derek S Green,,,,,,,,,,6,126,10,3,8,16,8,3,6,7,1,9,9,2,7,1,10,1,0,0,4,2,1,0,All
Justin Diberardinis,,,,,,,,,,,2,2,0,10,26,13,7,8,7,6,4,8,4,10,3,1,1,1,4,0,2,2,0,All
Willie Floyd Singletary,,,,,,,,,,,,1,56,7,3,6,2,5,4,3,3,2,4,0,5,4,3,1,4,5,2,0,0,All
Ogbonna Paul Hagins,,,,,,,,,,,,,4,8,5,5,2,3,6,6,4,8,1,0,1,2,3,1,1,1,0,1,0,All
Fernando Treviño,,,,,,,,,,,,,,2,23,15,31,9,8,13,4,5,6,3,4,2,8,3,2,2,3,2,0,All
Erika Almirón,,,,,,,,,,,,,,,3,5,11,7,10,5,8,2,5,6,4,1,5,5,4,0,1,1,0,All
Eryn Santamoor,,,,,,,,,,,,,,,,0,14,7,4,6,4,7,8,3,2,1,3,3,4,0,6,1,0,All
Edwin Santana,,,,,,,,,,,,,,,,,3,4,2,3,5,5,5,4,4,3,1,5,0,2,1,4,0,All
Beth Finn,,,,,,,,,,,,,,,,,,4,11,6,2,7,2,0,5,3,8,9,3,4,5,3,0,All
Sandra Dungee Glenn,,,,,,,,,,,,,,,,,,,0,3,6,6,7,0,4,4,8,2,3,2,2,1,0,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,1,1,7,3,0,4,1,1,6,4,0,5,2,0,All
