col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Sheriff - Democrat,,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,Lisa Deeley,Kahlil Williams,Omar Sabir,Jen Devor,Marwan Kreidie,Luigi Borda,Annette Thompson,Carla Cain,Moira Bohannon,Dennis Lee,Robin Trent,Warren Bloom,Lewis Harris Jr,All
Rochelle Bilal,148,0,0,0,691,585,450,345,424,223,228,207,158,114,88,37,25,All
Malika Rahman,,87,0,0,373,688,332,476,203,134,126,147,96,53,40,20,17,All
Jewell Williams,,,65,0,267,161,237,60,58,73,91,63,34,57,26,18,28,All
Larry King Sr,,,,42,148,75,75,43,50,77,55,37,29,73,28,51,30,All
Lisa Deeley,,,,,158,180,441,85,126,81,174,95,56,54,24,23,6,All
Kahlil Williams,,,,,,51,192,553,122,110,67,52,45,48,16,14,20,All
Omar Sabir,,,,,,,103,16,110,38,64,41,24,45,17,6,12,All
Jen Devor,,,,,,,,15,38,62,23,45,39,10,12,5,14,All
Marwan Kreidie,,,,,,,,,33,74,21,41,31,30,32,9,0,All
Luigi Borda,,,,,,,,,,30,17,44,19,19,6,12,4,All
Annette Thompson,,,,,,,,,,,5,50,42,12,14,9,6,All
Carla Cain,,,,,,,,,,,,9,36,23,23,6,5,All
Moira Bohannon,,,,,,,,,,,,,7,10,7,3,4,All
Dennis Lee,,,,,,,,,,,,,,5,15,17,10,All
Robin Trent,,,,,,,,,,,,,,,1,9,7,All
Warren Bloom,,,,,,,,,,,,,,,,2,10,All
Lewis Harris Jr,,,,,,,,,,,,,,,,,3,All
Total,"2,151","1,577",737,468,"1,793","1,614","1,321",963,792,568,523,485,335,320,188,135,107,All
,Sheriff - Democrat,,,,City Commissioners - Democrat,,,,,,,,,,,,,1
,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,Lisa Deeley,Omar Sabir,Jen Devor,Kahlil Williams,Luigi Borda,Marwan Kreidie,Annette Thompson,Moira Bohannon,Carla Cain,Dennis Lee,Warren Bloom,Robin Trent,Lewis Harris Jr,1
Rochelle Bilal,0,0,0,0,7,7,10,7,10,12,6,5,6,4,1,1,0,1
Malika Rahman,,0,0,0,9,3,5,5,3,2,4,2,0,1,3,1,1,1
Jewell Williams,,,0,0,2,4,0,1,0,0,1,2,0,0,0,0,0,1
Larry King Sr,,,,0,1,1,2,2,0,0,0,1,0,2,1,0,0,1
Lisa Deeley,,,,,0,9,3,2,1,0,3,1,2,0,0,0,0,1
Omar Sabir,,,,,,1,0,1,3,2,0,3,0,0,0,0,0,1
Jen Devor,,,,,,,0,6,0,2,2,1,0,1,0,1,0,1
Kahlil Williams,,,,,,,,0,2,0,0,1,0,1,1,0,0,1
Luigi Borda,,,,,,,,,1,3,0,1,0,0,2,0,1,1
Marwan Kreidie,,,,,,,,,,0,0,1,0,2,0,0,0,1
Annette Thompson,,,,,,,,,,,0,2,3,0,0,1,0,1
Moira Bohannon,,,,,,,,,,,,0,0,0,0,0,0,1
Carla Cain,,,,,,,,,,,,,2,1,0,0,0,1
Dennis Lee,,,,,,,,,,,,,,1,2,0,0,1
Warren Bloom,,,,,,,,,,,,,,,0,0,0,1
Robin Trent,,,,,,,,,,,,,,,,0,0,1
Lewis Harris Jr,,,,,,,,,,,,,,,,,0,1
Total,40,21,5,5,22,19,17,15,14,14,11,10,8,8,5,2,1,1
,Sheriff - Democrat,,,,City Commissioners - Democrat,,,,,,,,,,,,,2
,Rochelle Bilal,Malika Rahman,Larry King Sr,Jewell Williams,Lisa Deeley,Kahlil Williams,Omar Sabir,Jen Devor,Marwan Kreidie,Luigi Borda,Annette Thompson,Carla Cain,Moira Bohannon,Dennis Lee,Robin Trent,Lewis Harris Jr,Warren Bloom,2
Rochelle Bilal,1,0,0,0,19,10,10,9,10,6,6,6,5,3,5,1,1,2
Malika Rahman,,1,0,0,6,10,5,10,6,2,2,2,3,2,0,0,0,2
Larry King Sr,,,0,0,5,6,3,1,1,5,2,0,1,1,0,0,0,2
Jewell Williams,,,,1,3,0,0,3,1,1,2,3,1,0,2,3,0,2
Lisa Deeley,,,,,0,1,10,4,3,2,3,4,0,2,1,0,0,2
Kahlil Williams,,,,,,0,3,9,1,6,2,0,2,0,1,0,0,2
Omar Sabir,,,,,,,3,1,2,0,1,0,1,1,0,0,0,2
Jen Devor,,,,,,,,0,2,1,0,1,1,0,0,2,0,2
Marwan Kreidie,,,,,,,,,1,2,0,1,2,3,0,0,1,2
Luigi Borda,,,,,,,,,,1,0,0,2,1,2,0,0,2
Annette Thompson,,,,,,,,,,,0,2,0,0,1,1,0,2
Carla Cain,,,,,,,,,,,,0,2,0,1,1,0,2
Moira Bohannon,,,,,,,,,,,,,0,0,1,0,0,2
Dennis Lee,,,,,,,,,,,,,,0,0,0,0,2
Robin Trent,,,,,,,,,,,,,,,0,0,0,2
Lewis Harris Jr,,,,,,,,,,,,,,,,0,0,2
Warren Bloom,,,,,,,,,,,,,,,,,0,2
Total,53,26,13,11,36,28,25,23,19,17,12,12,11,7,7,4,1,2
,City Commissioners - Democrat,,,,,,,,,,,,,Sheriff - Democrat,,,,3
,Lisa Deeley,Omar Sabir,Kahlil Williams,Marwan Kreidie,Moira Bohannon,Annette Thompson,Dennis Lee,Jen Devor,Robin Trent,Carla Cain,Warren Bloom,Lewis Harris Jr,Luigi Borda,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,3
Lisa Deeley,7,15,4,4,0,3,3,2,1,4,0,0,0,21,16,3,2,3
Omar Sabir,,3,5,1,1,2,3,0,0,0,0,1,0,8,8,10,0,3
Kahlil Williams,,,0,0,4,1,0,2,1,1,0,1,1,14,5,5,2,3
Marwan Kreidie,,,,0,0,0,1,1,3,0,0,0,0,10,2,0,1,3
Moira Bohannon,,,,,0,0,0,4,0,0,0,0,1,7,3,1,0,3
Annette Thompson,,,,,,0,1,0,1,0,0,0,0,5,1,3,0,3
Dennis Lee,,,,,,,0,0,0,0,1,0,0,3,0,3,1,3
Jen Devor,,,,,,,,0,0,0,0,0,0,4,3,1,1,3
Robin Trent,,,,,,,,,0,0,0,0,0,5,1,0,0,3
Carla Cain,,,,,,,,,,0,0,0,0,2,3,0,0,3
Warren Bloom,,,,,,,,,,,0,0,0,1,0,1,0,3
Lewis Harris Jr,,,,,,,,,,,,0,0,0,2,0,0,3
Luigi Borda,,,,,,,,,,,,,0,2,0,0,0,3
Rochelle Bilal,,,,,,,,,,,,,,0,0,0,0,3
Malika Rahman,,,,,,,,,,,,,,,2,0,0,3
Jewell Williams,,,,,,,,,,,,,,,,0,0,3
Larry King Sr,,,,,,,,,,,,,,,,,0,3
Total,52,33,26,13,11,9,9,9,6,5,3,2,2,46,29,15,4,3
,Sheriff - Democrat,,,,City Commissioners - Democrat,,,,,,,,,,,,,4
,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,Omar Sabir,Lisa Deeley,Marwan Kreidie,Kahlil Williams,Annette Thompson,Luigi Borda,Jen Devor,Carla Cain,Dennis Lee,Moira Bohannon,Robin Trent,Lewis Harris Jr,Warren Bloom,4
Rochelle Bilal,0,0,0,0,7,7,10,5,6,8,3,5,3,1,2,0,0,4
Malika Rahman,,0,0,0,6,6,3,7,4,0,5,2,1,2,0,0,1,4
Jewell Williams,,,2,0,1,4,0,0,2,0,0,0,1,1,2,1,0,4
Larry King Sr,,,,1,2,0,3,2,0,2,0,0,1,1,0,0,1,4
Omar Sabir,,,,,2,4,4,0,1,1,0,0,3,0,0,0,0,4
Lisa Deeley,,,,,,0,2,2,4,0,0,0,1,0,2,0,0,4
Marwan Kreidie,,,,,,,0,2,1,6,0,0,0,0,0,0,0,4
Kahlil Williams,,,,,,,,0,1,1,4,1,0,2,0,0,1,4
Annette Thompson,,,,,,,,,0,0,0,1,0,3,1,0,0,4
Luigi Borda,,,,,,,,,,0,1,1,1,0,0,0,0,4
Jen Devor,,,,,,,,,,,0,3,0,0,0,0,0,4
Carla Cain,,,,,,,,,,,,0,0,0,0,0,1,4
Dennis Lee,,,,,,,,,,,,,1,0,1,0,0,4
Moira Bohannon,,,,,,,,,,,,,,0,0,0,0,4
Robin Trent,,,,,,,,,,,,,,,0,0,0,4
Lewis Harris Jr,,,,,,,,,,,,,,,,1,0,4
Warren Bloom,,,,,,,,,,,,,,,,,0,4
Total,30,21,9,7,20,18,16,14,12,11,8,7,7,5,4,2,2,4
,Sheriff - Democrat,,,,City Commissioners - Democrat,,,,,,,,,,,,,5
,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,Lisa Deeley,Kahlil Williams,Omar Sabir,Marwan Kreidie,Carla Cain,Jen Devor,Luigi Borda,Annette Thompson,Robin Trent,Dennis Lee,Moira Bohannon,Warren Bloom,Lewis Harris Jr,5
Rochelle Bilal,6,0,0,0,20,14,9,10,11,4,8,4,7,5,4,1,2,5
Malika Rahman,,2,0,0,10,18,10,8,4,12,4,3,3,3,1,1,0,5
Jewell Williams,,,1,0,8,3,3,2,3,2,1,2,0,0,3,2,2,5
Larry King Sr,,,,3,2,2,3,3,1,0,1,2,0,0,0,0,0,5
Lisa Deeley,,,,,6,6,10,2,5,2,7,4,0,1,0,0,0,5
Kahlil Williams,,,,,,0,4,4,0,10,2,3,0,2,1,2,1,5
Omar Sabir,,,,,,,1,1,3,1,2,0,0,1,1,0,1,5
Marwan Kreidie,,,,,,,,2,1,1,2,2,4,1,0,1,0,5
Carla Cain,,,,,,,,,2,1,1,0,5,1,2,0,0,5
Jen Devor,,,,,,,,,,0,0,0,0,1,0,1,0,5
Luigi Borda,,,,,,,,,,,0,1,0,0,0,0,0,5
Annette Thompson,,,,,,,,,,,,0,0,0,2,0,0,5
Robin Trent,,,,,,,,,,,,,0,0,1,0,0,5
Dennis Lee,,,,,,,,,,,,,,0,0,0,1,5
Moira Bohannon,,,,,,,,,,,,,,,0,0,0,5
Warren Bloom,,,,,,,,,,,,,,,,0,1,5
Lewis Harris Jr,,,,,,,,,,,,,,,,,0,5
Total,60,45,20,10,50,40,28,25,21,19,17,12,10,9,8,5,4,5
,Sheriff - Democrat,,,,City Commissioners - Democrat,,,,,,,,,,,,,6
,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,Lisa Deeley,Omar Sabir,Marwan Kreidie,Kahlil Williams,Carla Cain,Luigi Borda,Annette Thompson,Jen Devor,Robin Trent,Moira Bohannon,Dennis Lee,Lewis Harris Jr,Warren Bloom,6
Rochelle Bilal,2,0,0,0,13,8,9,4,3,2,3,2,5,3,0,0,0,6
Malika Rahman,,0,0,0,6,7,6,10,5,3,2,4,1,1,1,1,0,6
Jewell Williams,,,1,0,4,2,0,1,0,3,1,1,0,0,2,0,0,6
Larry King Sr,,,,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6
Lisa Deeley,,,,,0,7,2,1,0,2,2,3,1,1,0,1,0,6
Omar Sabir,,,,,,0,3,0,3,1,0,0,0,0,2,0,0,6
Marwan Kreidie,,,,,,,1,2,0,2,0,0,5,0,0,0,0,6
Kahlil Williams,,,,,,,,0,2,1,1,4,1,2,0,0,0,6
Carla Cain,,,,,,,,,0,0,3,0,0,1,0,0,0,6
Luigi Borda,,,,,,,,,,0,1,0,0,0,0,0,0,6
Annette Thompson,,,,,,,,,,,0,0,0,0,0,0,0,6
Jen Devor,,,,,,,,,,,,0,0,0,0,0,0,6
Robin Trent,,,,,,,,,,,,,0,0,0,0,0,6
Moira Bohannon,,,,,,,,,,,,,,1,0,0,0,6
Dennis Lee,,,,,,,,,,,,,,,0,0,0,6
Lewis Harris Jr,,,,,,,,,,,,,,,,0,0,6
Warren Bloom,,,,,,,,,,,,,,,,,0,6
Total,30,27,9,2,23,19,18,16,10,8,7,7,7,5,3,1,0,6
,Sheriff - Democrat,,,,City Commissioners - Democrat,,,,,,,,,,,,,7
,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,Lisa Deeley,Omar Sabir,Kahlil Williams,Jen Devor,Annette Thompson,Carla Cain,Luigi Borda,Moira Bohannon,Marwan Kreidie,Dennis Lee,Robin Trent,Warren Bloom,Lewis Harris Jr,7
Rochelle Bilal,1,0,0,0,12,6,6,8,6,6,6,2,5,0,1,0,0,7
Malika Rahman,,2,0,0,3,3,7,4,2,4,2,6,2,1,0,0,0,7
Jewell Williams,,,1,0,4,4,1,1,3,2,1,2,1,0,0,1,0,7
Larry King Sr,,,,0,0,3,1,2,3,0,0,0,1,0,0,0,0,7
Lisa Deeley,,,,,2,5,4,1,6,1,1,2,0,0,0,0,0,7
Omar Sabir,,,,,,1,1,1,2,3,1,0,1,1,0,0,0,7
Kahlil Williams,,,,,,,1,5,0,1,1,1,1,0,0,0,0,7
Jen Devor,,,,,,,,0,2,1,2,1,1,0,0,0,0,7
Annette Thompson,,,,,,,,,0,1,0,2,0,0,0,1,0,7
Carla Cain,,,,,,,,,,0,0,2,2,1,1,0,0,7
Luigi Borda,,,,,,,,,,,0,1,2,0,0,0,0,7
Moira Bohannon,,,,,,,,,,,,0,1,0,0,0,0,7
Marwan Kreidie,,,,,,,,,,,,,0,0,0,0,0,7
