col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Joshua Roberts,James C Crumlish,Carmella Jacquinto,Anthony Kyriakakis,Henry Mcgregor Sias,Kay Yu,Jennifer Schultz,Leon Goodman,Terri M Booker,Tiffany Palmer,Craig Levin,Wendi Barish,Kendra Mccrae,Jon Marshall,Cateria R Mccabe,Sherman Toppin,Laurie Dow,Janine D Momasso,Beth Grossman,Chris Hall,Nicola Serianni,Vicki Markovitz,James F Berardinelli,Robert Trimble,Gregory Weyer,Isaiah Thomas,Allan Domb,Derek S Green,Helen Gym,Katherine Gilmore Richardson,Adrián Rivera-reyes,Willie Floyd Singletary,Deja Lynn Alvarez,Fareed Abdullah,Sandra Dungee Glenn,Eryn Santamoor,Ogbonna Paul Hagins,Latrice Y Bryant,Justin Diberardinis,Erika Almirón,Asa Khalif,Billy Thompson,Ethelind Baylor,Fernando Treviño,Beth Finn,Joseph A Diorio,Wayne Allen,Edwin Santana,Mark Ross,Bobbie Curry,Hena Veit,Vinny Black,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,All
Joshua Roberts,83,"1,420","1,243","1,081","1,050",959,291,337,303,156,279,159,149,284,161,149,92,54,96,107,113,58,38,59,24,"1,569","1,469","1,484",876,"1,167",343,293,275,193,126,136,203,100,78,66,80,97,55,62,47,63,64,40,36,45,30,27,35,18,0,All
James C Crumlish,,7,"1,141","1,002",963,870,144,264,211,107,147,137,94,93,113,98,91,67,58,99,78,31,57,40,11,"1,280","1,212","1,248",578,987,157,118,120,132,106,102,71,65,91,49,52,62,49,65,28,65,34,40,29,24,22,17,20,13,0,All
Carmella Jacquinto,,,4,"1,012",970,897,94,266,227,144,96,121,171,37,184,99,100,128,69,57,61,49,49,29,12,"1,229","1,153","1,220",541,998,102,67,78,139,168,102,43,75,87,92,79,62,47,50,32,42,29,51,25,28,25,6,19,10,0,All
Anthony Kyriakakis,,,,1,"1,020",851,67,165,64,141,45,141,84,28,151,68,26,60,42,65,20,82,17,19,8,"1,075","1,040","1,084",378,847,75,54,55,101,92,121,27,44,96,68,40,67,32,28,13,28,26,12,15,13,8,11,20,9,0,All
Henry Mcgregor Sias,,,,,0,848,37,103,38,86,25,95,30,21,95,48,26,25,26,22,16,72,23,14,7,999,974,"1,042",287,799,66,41,51,81,54,102,31,33,82,34,28,21,19,20,11,21,18,9,14,14,10,6,13,6,0,All
Kay Yu,,,,,,5,71,65,85,105,31,65,77,29,48,59,46,35,46,48,23,24,16,15,11,920,884,938,266,726,81,42,53,105,73,76,33,55,51,45,54,34,32,32,30,19,24,21,16,21,12,10,12,8,0,All
Jennifer Schultz,,,,,,,30,122,91,135,259,155,128,238,84,62,76,46,121,75,140,60,23,57,18,273,211,170,430,141,339,236,249,82,86,84,159,70,33,79,53,57,32,44,76,25,39,29,33,22,38,26,8,16,0,All
Leon Goodman,,,,,,,,2,267,198,114,181,169,82,148,118,83,109,86,92,85,122,41,50,14,480,395,416,415,296,93,90,70,110,141,127,50,65,101,71,62,105,52,33,33,40,35,21,22,29,25,20,16,21,0,All
Terri M Booker,,,,,,,,,1,180,54,125,156,61,86,125,105,48,66,102,53,48,17,41,23,410,319,355,327,248,68,68,48,125,92,55,34,83,41,47,79,48,40,24,28,20,39,16,32,25,15,26,19,13,0,All
Tiffany Palmer,,,,,,,,,,0,61,194,211,59,123,98,104,47,101,117,91,102,41,40,16,376,255,290,261,171,77,67,67,110,105,114,31,94,90,97,94,51,44,33,48,24,41,22,18,27,27,21,18,10,0,All
Craig Levin,,,,,,,,,,,8,68,62,216,50,38,75,72,57,32,77,36,52,35,14,189,165,123,290,104,208,195,184,51,83,57,138,43,46,33,25,38,17,52,25,44,26,36,20,17,16,16,9,15,0,All
Wendi Barish,,,,,,,,,,,,0,120,62,82,58,80,49,106,63,89,109,26,27,12,311,257,276,272,149,87,68,59,59,86,124,34,52,99,58,53,42,47,36,35,35,22,12,19,14,29,12,14,11,0,All
Kendra Mccrae,,,,,,,,,,,,,3,57,178,94,92,102,98,74,92,37,36,36,13,285,194,226,257,169,86,66,58,103,118,68,33,86,27,103,87,76,35,29,41,23,32,33,23,23,20,18,18,10,0,All
Jon Marshall,,,,,,,,,,,,,,6,33,52,31,16,47,44,67,15,15,36,10,131,117,87,245,71,200,199,178,47,29,47,139,41,13,24,26,39,16,26,24,25,22,21,18,23,17,18,13,13,0,All
Cateria R Mccabe,,,,,,,,,,,,,,,0,86,62,121,62,45,67,38,34,22,10,274,247,238,275,213,47,40,41,45,131,55,24,53,29,76,42,61,30,18,29,24,15,23,14,12,18,11,12,8,0,All
Sherman Toppin,,,,,,,,,,,,,,,,1,71,56,26,49,46,32,20,22,9,233,184,205,181,132,38,41,45,70,65,39,26,38,25,32,52,39,22,20,20,16,11,17,10,14,10,8,11,12,0,All
Laurie Dow,,,,,,,,,,,,,,,,,3,72,63,64,53,22,50,22,8,191,142,143,160,95,41,28,35,72,90,42,17,43,38,44,45,33,24,39,24,33,19,41,17,13,13,9,14,10,0,All
Janine D Momasso,,,,,,,,,,,,,,,,,,8,35,20,38,30,64,5,7,159,118,113,150,112,25,24,16,49,107,36,19,29,35,52,24,41,26,34,16,37,8,37,10,11,8,3,6,5,0,All
Beth Grossman,,,,,,,,,,,,,,,,,,,1,51,77,49,24,21,12,154,137,125,162,87,56,50,57,51,58,44,22,47,33,35,36,31,18,24,45,23,15,20,12,19,17,18,13,6,0,All
Chris Hall,,,,,,,,,,,,,,,,,,,,1,27,25,23,33,17,187,121,131,125,75,53,32,31,67,40,38,18,46,27,35,47,36,20,23,28,20,32,15,25,18,8,21,10,14,0,All
Nicola Serianni,,,,,,,,,,,,,,,,,,,,,1,40,15,26,12,137,105,89,173,76,86,68,75,38,45,55,42,43,15,46,42,29,19,30,29,22,21,11,17,17,30,13,8,7,0,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,0,17,13,11,151,132,119,95,65,32,21,31,31,42,78,11,27,62,16,16,15,7,13,17,14,11,4,10,17,16,9,3,10,0,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,0,11,10,83,70,60,70,39,18,13,17,21,49,17,10,13,40,10,12,14,8,31,8,42,13,27,14,9,3,2,5,8,0,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,0,6,61,58,40,50,26,40,35,37,26,11,18,23,22,8,13,14,21,3,17,20,18,16,7,13,11,5,6,6,7,0,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,1,38,25,25,25,11,18,8,6,9,9,9,3,10,6,8,10,7,3,4,5,8,10,6,4,5,4,1,2,8,0,All
Isaiah Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,58,"1,551","1,702",892,"1,181",152,136,108,255,230,175,76,121,162,118,144,103,96,54,47,51,71,48,50,22,24,25,36,28,0,All
Allan Domb,,,,,,,,,,,,,,,,,,,,,,,,,,,50,"1,579",784,"1,189",124,103,83,176,189,213,41,68,119,62,77,63,42,39,38,51,44,29,39,37,21,20,29,20,0,All
Derek S Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,780,"1,221",107,88,60,181,168,181,44,86,147,63,119,54,82,30,23,35,51,32,29,24,17,23,21,18,0,All
Helen Gym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,578,318,241,244,145,183,138,192,91,112,127,85,110,89,27,67,30,41,27,32,27,34,16,19,14,0,All
Katherine Gilmore Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,69,50,46,106,140,99,28,72,59,78,51,66,31,25,36,19,28,15,20,14,14,13,15,8,0,All
Adrián Rivera-reyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,225,237,42,28,41,178,36,12,38,28,38,11,42,28,16,14,17,17,13,17,9,5,6,0,All
Willie Floyd Singletary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,213,38,19,33,162,31,9,19,14,40,10,23,14,18,10,10,13,16,12,13,8,4,0,All
Deja Lynn Alvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,38,10,41,170,35,12,24,24,26,8,25,14,17,10,12,11,19,18,8,3,6,0,All
