col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Tiffany Palmer,Anthony Kyriakakis,Kay Yu,Henry Mcgregor Sias,Craig Levin,Jennifer Schultz,James C Crumlish,Chris Hall,Wendi Barish,Beth Grossman,Vicki Markovitz,Leon Goodman,Nicola Serianni,Joshua Roberts,James F Berardinelli,Carmella Jacquinto,Cateria R Mccabe,Laurie Dow,Kendra Mccrae,Janine D Momasso,Terri M Booker,Jon Marshall,Sherman Toppin,Robert Trimble,Gregory Weyer,Kahlil Williams,Jen Devor,Lisa Deeley,Marwan Kreidie,Omar Sabir,Luigi Borda,Annette Thompson,Carla Cain,Moira Bohannon,Warren Bloom,Dennis Lee,Robin Trent,Lewis Harris Jr,All
Tiffany Palmer,10,"3,121","2,263","1,909","1,015","1,053","1,363","1,419",868,422,464,476,437,247,376,337,360,178,219,161,108,44,33,25,21,"2,785","1,173",738,402,184,275,158,179,142,80,90,75,27,All
Anthony Kyriakakis,,17,"2,200","1,873","1,032",845,"1,397","1,433",762,337,429,479,306,263,405,259,224,105,131,65,59,38,37,32,14,"2,726","1,086",697,365,146,258,109,130,90,93,84,63,25,All
Kay Yu,,,14,"1,640",801,816,629,686,433,255,239,275,274,203,288,277,246,121,149,82,93,35,31,21,17,"2,069",767,473,253,112,212,108,122,89,62,71,65,21,All
Henry Mcgregor Sias,,,,6,589,533,372,418,362,98,211,321,173,158,201,162,163,25,48,33,33,11,25,13,12,"1,776",495,440,137,96,161,54,55,33,46,43,24,13,All
Craig Levin,,,,,106,687,410,334,462,396,342,359,150,311,187,147,132,95,74,62,88,156,23,41,22,"1,034",375,478,230,188,139,121,88,50,158,69,52,22,All
Jennifer Schultz,,,,,,17,264,303,510,405,281,253,424,236,185,168,259,196,204,158,91,150,26,37,15,941,444,483,271,166,148,185,141,97,80,55,61,11,All
James C Crumlish,,,,,,,10,"1,178",325,206,142,145,160,142,130,100,64,76,76,23,33,57,18,29,11,"1,038",570,332,254,112,145,62,81,67,39,49,38,20,All
Chris Hall,,,,,,,,3,249,159,118,123,110,75,181,83,52,65,66,23,35,24,14,23,15,"1,098",587,263,214,67,128,50,65,59,30,44,35,14,All
Wendi Barish,,,,,,,,,3,437,450,311,362,178,122,168,160,207,160,137,106,52,25,30,15,738,338,497,189,124,113,164,130,110,89,38,59,11,All
Beth Grossman,,,,,,,,,,2,355,223,198,133,116,168,83,194,151,59,95,42,18,21,19,313,189,341,109,89,63,171,108,73,105,49,48,12,All
Vicki Markovitz,,,,,,,,,,,7,302,122,108,77,101,62,115,86,59,65,19,17,16,10,430,182,339,87,76,64,102,74,59,83,35,26,11,All
Leon Goodman,,,,,,,,,,,,2,53,97,122,59,63,42,44,34,56,52,17,21,15,528,135,281,71,87,56,55,45,23,88,47,23,14,All
Nicola Serianni,,,,,,,,,,,,,1,97,61,113,180,106,131,135,42,56,22,20,5,309,198,247,116,75,122,111,84,71,21,14,38,8,All
Joshua Roberts,,,,,,,,,,,,,,12,33,142,38,43,38,21,52,140,29,22,10,285,88,193,123,117,51,63,31,26,42,34,21,9,All
James F Berardinelli,,,,,,,,,,,,,,,7,49,51,38,24,40,28,18,8,27,19,358,129,114,67,45,79,40,26,26,37,35,23,11,All
Carmella Jacquinto,,,,,,,,,,,,,,,,2,91,81,124,65,68,19,25,24,17,262,100,189,69,114,47,79,61,47,25,28,29,9,All
Cateria R Mccabe,,,,,,,,,,,,,,,,,0,52,83,127,45,15,18,12,2,270,192,113,65,93,56,48,51,44,9,21,22,6,All
