col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,division
Eryn Santamoor,,,,,,,,,,,,,,,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,4
Billy Thompson,,,,,,,,,,,,,,,,0,2,1,0,0,2,1,1,1,0,0,0,0,0,0,4
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,0,0,0,0,0,0,4
Bobbie Curry,,,,,,,,,,,,,,,,,,0,0,1,2,1,1,1,0,0,0,0,0,0,4
Ethelind Baylor,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,4
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,1,1,0,0,0,4
Beth Finn,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,4
Hena Veit,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,4
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,4
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,4
Fernando Treviño,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,83,71,45,41,27,23,19,18,16,12,11,10,9,9,8,6,6,5,5,5,4,4,3,3,2,2,1,1,1,0,4
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,Helen Gym,Isaiah Thomas,Erika Almirón,Justin Diberardinis,Ethelind Baylor,Derek S Green,Allan Domb,Katherine Gilmore Richardson,Adrián Rivera-reyes,Deja Lynn Alvarez,Willie Floyd Singletary,Ogbonna Paul Hagins,Eryn Santamoor,Beth Finn,Fareed Abdullah,Sandra Dungee Glenn,Asa Khalif,Billy Thompson,Latrice Y Bryant,Wayne Allen,Fernando Treviño,Vinny Black,Hena Veit,Mark Ross,Edwin Santana,Wayne Edmund Dorsey,Joseph A Diorio,Bobbie Curry,Devon Cade,Sherrie Cohen,5
Helen Gym,14,63,50,45,37,26,26,22,21,18,12,12,8,9,2,3,2,3,3,1,5,3,3,1,0,1,1,0,0,0,5
Isaiah Thomas,,0,38,36,35,30,20,24,6,5,3,0,4,3,5,4,3,3,1,3,2,2,1,2,3,0,1,1,0,0,5
Erika Almirón,,,0,40,34,4,3,3,3,5,2,1,5,4,1,4,2,1,4,2,2,1,1,0,0,1,1,0,0,0,5
Justin Diberardinis,,,,0,31,4,6,4,3,2,2,0,8,0,1,4,0,2,0,1,0,1,0,0,0,0,1,1,0,0,5
Ethelind Baylor,,,,,1,2,2,3,2,3,0,0,0,1,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,5
Derek S Green,,,,,,0,22,23,2,2,0,0,1,4,4,2,1,1,2,1,0,1,0,1,2,1,0,0,0,0,5
Allan Domb,,,,,,,1,19,5,3,0,1,5,3,1,0,1,1,0,1,1,1,0,0,0,2,1,0,0,0,5
Katherine Gilmore Richardson,,,,,,,,0,2,2,1,1,2,1,5,3,1,4,2,1,0,0,0,2,0,0,0,0,0,0,5
Adrián Rivera-reyes,,,,,,,,,2,13,11,11,6,3,0,1,2,0,2,0,4,1,1,2,1,0,1,0,0,0,5
Deja Lynn Alvarez,,,,,,,,,,1,12,12,3,4,0,1,1,0,1,0,2,0,0,0,0,1,0,1,0,0,5
Willie Floyd Singletary,,,,,,,,,,,7,9,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,5
Ogbonna Paul Hagins,,,,,,,,,,,,3,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5
Eryn Santamoor,,,,,,,,,,,,,1,1,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5
Beth Finn,,,,,,,,,,,,,,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,5
Fareed Abdullah,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,5
Sandra Dungee Glenn,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,5
Asa Khalif,,,,,,,,,,,,,,,,,0,2,2,1,0,1,0,0,2,1,0,0,0,0,5
Billy Thompson,,,,,,,,,,,,,,,,,,0,0,2,0,0,1,1,0,1,0,0,0,0,5
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,0,1,0,2,1,1,0,1,1,0,0,0,5
Wayne Allen,,,,,,,,,,,,,,,,,,,,1,1,2,0,1,1,1,0,0,0,0,5
Fernando Treviño,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,5
Vinny Black,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,5
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,5
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,5
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5
Total,116,77,58,51,41,36,33,32,29,25,23,17,14,11,8,8,7,7,7,7,6,5,4,4,3,3,2,1,0,0,5
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
,Helen Gym,Erika Almirón,Justin Diberardinis,Isaiah Thomas,Ethelind Baylor,Adrián Rivera-reyes,Deja Lynn Alvarez,Derek S Green,Eryn Santamoor,Allan Domb,Katherine Gilmore Richardson,Asa Khalif,Beth Finn,Sandra Dungee Glenn,Ogbonna Paul Hagins,Willie Floyd Singletary,Fernando Treviño,Fareed Abdullah,Joseph A Diorio,Hena Veit,Latrice Y Bryant,Billy Thompson,Edwin Santana,Mark Ross,Vinny Black,Wayne Allen,Devon Cade,Bobbie Curry,Wayne Edmund Dorsey,Sherrie Cohen,6
Helen Gym,10,128,114,93,60,47,36,39,35,27,25,13,15,10,8,6,6,3,5,4,2,3,3,3,1,2,2,0,0,0,6
Erika Almirón,,1,95,74,54,32,26,15,25,0,10,11,8,9,3,1,2,0,0,2,2,0,1,2,1,1,0,1,0,0,6
Justin Diberardinis,,,1,70,52,23,9,17,23,9,7,6,7,9,2,1,0,1,2,1,2,0,0,2,2,2,2,0,0,0,6
Isaiah Thomas,,,,0,48,8,10,24,7,14,17,5,2,4,2,1,3,5,1,1,1,3,2,1,0,2,0,1,1,0,6
Ethelind Baylor,,,,,0,10,4,3,4,2,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,6
Adrián Rivera-reyes,,,,,,1,25,5,13,2,2,10,10,2,8,6,2,2,2,4,1,1,2,1,2,1,0,0,0,0,6
Deja Lynn Alvarez,,,,,,,4,7,11,1,3,12,7,1,9,8,6,1,3,0,3,2,2,0,0,1,0,0,0,0,6
Derek S Green,,,,,,,,0,12,19,12,1,2,3,1,1,3,4,0,1,2,1,1,1,1,1,0,0,1,0,6
Eryn Santamoor,,,,,,,,,0,8,5,3,6,6,0,3,3,0,1,1,1,0,1,1,0,0,0,0,0,0,6
Allan Domb,,,,,,,,,,1,14,2,3,4,0,1,1,2,2,1,0,3,1,1,3,0,0,0,0,0,6
