col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Register Of Wills - Democrat,,,All
,Helen Gym,Derek S Green,Justin Diberardinis,Isaiah Thomas,Allan Domb,Erika Almirón,Katherine Gilmore Richardson,Eryn Santamoor,Adrián Rivera-reyes,Sandra Dungee Glenn,Deja Lynn Alvarez,Ethelind Baylor,Willie Floyd Singletary,Asa Khalif,Latrice Y Bryant,Fareed Abdullah,Fernando Treviño,Ogbonna Paul Hagins,Beth Finn,Billy Thompson,Edwin Santana,Mark Ross,Wayne Allen,Hena Veit,Joseph A Diorio,Bobbie Curry,Vinny Black,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,All
Helen Gym,71,"1,973","1,641","1,172","1,027","1,424",963,804,627,446,438,321,253,209,188,173,246,232,226,120,57,50,58,70,47,37,34,30,19,0,"1,486",840,786,All
Derek S Green,,40,"1,440","1,380","1,081",819,810,577,221,561,151,378,108,164,157,193,108,50,90,98,63,49,55,18,24,26,29,23,29,0,"1,003",918,547,All
Justin Diberardinis,,,11,837,514,976,449,525,232,316,128,354,31,64,53,46,94,28,79,23,26,16,14,11,22,17,12,8,3,0,724,608,366,All
Isaiah Thomas,,,,24,723,427,517,300,177,506,103,370,120,155,148,173,61,47,57,93,41,55,54,20,33,21,23,26,25,0,758,653,398,All
Allan Domb,,,,,23,164,395,439,119,260,95,73,102,119,81,134,91,44,82,71,42,36,37,26,43,22,33,30,20,0,512,528,377,All
Erika Almirón,,,,,,8,406,328,240,116,167,197,21,79,68,44,142,32,99,39,14,9,23,28,8,13,6,10,6,0,703,258,275,All
Katherine Gilmore Richardson,,,,,,,6,327,102,225,57,58,39,70,109,70,120,38,93,54,35,32,22,24,15,16,9,11,14,1,483,357,297,All
Eryn Santamoor,,,,,,,,7,148,86,90,50,32,45,55,38,150,34,79,22,19,20,10,30,17,17,9,7,6,0,420,261,253,All
Adrián Rivera-reyes,,,,,,,,,8,60,328,54,211,57,66,50,89,192,75,46,18,18,16,34,28,20,10,13,10,0,531,139,214,All
Sandra Dungee Glenn,,,,,,,,,,5,38,226,29,85,80,51,27,12,68,45,34,15,17,20,16,9,10,10,10,0,301,310,214,All
Deja Lynn Alvarez,,,,,,,,,,,5,39,186,66,62,40,48,177,62,22,15,19,20,26,26,13,12,8,3,0,367,100,189,All
Ethelind Baylor,,,,,,,,,,,,6,10,21,31,27,19,17,27,16,15,11,13,3,4,3,4,3,4,0,203,275,87,All
Willie Floyd Singletary,,,,,,,,,,,,,10,29,34,44,25,147,16,33,6,15,17,10,14,14,11,10,9,0,250,97,131,All
Asa Khalif,,,,,,,,,,,,,,1,54,109,28,21,34,21,22,14,15,18,7,15,9,11,8,0,214,58,110,All
