col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Helen Gym,Allan Domb,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Willie Floyd Singletary,Adrián Rivera-reyes,Deja Lynn Alvarez,Sandra Dungee Glenn,Fareed Abdullah,Ethelind Baylor,Erika Almirón,Billy Thompson,Ogbonna Paul Hagins,Eryn Santamoor,Asa Khalif,Justin Diberardinis,Latrice Y Bryant,Wayne Edmund Dorsey,Edwin Santana,Fernando Treviño,Joseph A Diorio,Beth Finn,Wayne Allen,Hena Veit,Mark Ross,Vinny Black,Devon Cade,Bobbie Curry,Sherrie Cohen,Joshua Roberts,Jennifer Schultz,Cateria R Mccabe,Carmella Jacquinto,Sherman Toppin,Craig Levin,Anthony Kyriakakis,Kendra Mccrae,Jon Marshall,Henry Mcgregor Sias,Leon Goodman,Tiffany Palmer,Terri M Booker,Laurie Dow,Wendi Barish,Janine D Momasso,Beth Grossman,Nicola Serianni,James C Crumlish,Chris Hall,Kay Yu,James F Berardinelli,Vicki Markovitz,Robert Trimble,Gregory Weyer,All
Helen Gym,46,676,661,645,538,205,239,185,174,88,118,156,116,133,99,84,93,60,54,41,48,40,48,29,33,30,25,24,15,0,841,398,540,464,469,300,449,289,244,372,239,243,217,163,204,152,145,147,132,102,114,71,61,42,22,All
Allan Domb,,32,601,631,486,78,74,53,122,91,83,55,69,18,84,65,37,21,47,34,22,24,18,21,16,16,23,20,13,0,535,146,456,409,443,135,381,190,114,341,162,158,195,126,106,75,107,83,89,80,58,59,45,39,20,All
Isaiah Thomas,,,11,639,493,89,77,44,124,116,103,86,73,24,53,90,58,55,30,31,19,25,18,31,14,33,14,19,9,0,534,161,479,420,460,121,408,216,92,356,195,195,205,126,112,91,95,79,70,93,88,57,44,48,27,All
Derek S Green,,,,16,498,64,54,27,132,96,89,54,65,11,63,62,60,40,44,31,14,13,14,16,11,22,15,10,11,0,483,122,450,404,438,122,384,184,92,344,167,179,190,126,108,84,99,66,76,85,73,50,36,37,22,All
Katherine Gilmore Richardson,,,,,6,31,42,29,124,51,56,68,58,15,60,32,36,36,32,22,16,11,19,12,10,10,8,6,9,0,445,94,447,398,395,68,380,149,53,325,124,115,118,76,84,93,60,57,51,49,55,28,35,17,15,All
Willie Floyd Singletary,,,,,,10,184,163,19,31,19,14,49,118,24,21,8,25,16,8,13,17,11,9,10,9,15,5,4,0,243,197,51,34,51,181,31,59,192,21,76,60,64,31,57,18,29,55,48,32,15,14,20,31,7,All
Adrián Rivera-reyes,,,,,,,7,161,28,28,13,29,26,130,38,23,14,18,19,12,28,25,14,8,21,12,10,3,9,1,219,275,46,42,45,175,37,74,170,22,66,66,56,35,75,27,39,72,56,30,28,15,25,21,6,All
Deja Lynn Alvarez,,,,,,,,12,11,18,18,22,18,121,21,16,10,25,8,12,17,17,13,4,16,6,8,3,2,0,207,190,43,37,25,157,28,57,148,17,47,44,29,28,66,14,31,70,49,16,23,5,18,12,9,All
