col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,division
,District Council 6th District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Bobby Henon,Helen Gym,Allan Domb,Adrián Rivera-reyes,Isaiah Thomas,Deja Lynn Alvarez,Katherine Gilmore Richardson,Derek S Green,Justin Diberardinis,Willie Floyd Singletary,Eryn Santamoor,Ogbonna Paul Hagins,Beth Finn,Erika Almirón,Sandra Dungee Glenn,Joseph A Diorio,Fernando Treviño,Billy Thompson,Latrice Y Bryant,Asa Khalif,Fareed Abdullah,Hena Veit,Edwin Santana,Vinny Black,Ethelind Baylor,Mark Ross,Bobbie Curry,Wayne Allen,Wayne Edmund Dorsey,Devon Cade,Sherrie Cohen,All
Bobby Henon,105,414,308,250,214,199,188,154,137,157,132,106,87,79,78,74,73,66,64,51,53,49,40,41,34,38,33,34,26,19,0,All
Helen Gym,,13,168,139,96,126,118,94,87,91,81,86,61,63,52,31,33,26,28,19,20,27,13,14,28,13,17,12,8,7,0,All
Allan Domb,,,15,42,122,28,96,115,104,13,87,17,40,19,35,35,21,33,11,21,19,15,13,15,12,15,13,19,13,10,0,All
Adrián Rivera-reyes,,,,10,34,121,23,12,22,90,29,79,14,30,16,16,43,10,14,12,13,19,18,6,1,5,5,5,3,1,0,All
Isaiah Thomas,,,,,11,22,76,99,69,27,23,17,10,24,18,12,12,18,30,22,27,6,18,9,21,7,0,13,7,6,0,All
Deja Lynn Alvarez,,,,,,6,20,15,14,87,25,74,16,26,14,13,32,3,11,13,6,16,16,5,5,5,5,4,3,5,0,All
Katherine Gilmore Richardson,,,,,,,3,89,65,11,44,7,43,35,43,15,21,11,19,12,10,8,7,12,9,8,12,4,3,7,0,All
Derek S Green,,,,,,,,2,61,9,31,6,7,9,10,13,5,17,7,11,14,3,11,7,10,9,8,16,4,4,0,All
Justin Diberardinis,,,,,,,,,3,1,37,2,22,27,15,20,7,10,8,8,8,6,8,8,20,5,9,8,2,4,0,All
Willie Floyd Singletary,,,,,,,,,,3,16,69,2,1,8,13,13,11,18,3,5,8,5,7,2,4,4,4,2,2,0,All
Eryn Santamoor,,,,,,,,,,,1,5,33,25,12,13,20,16,11,7,5,16,7,6,3,8,10,5,6,3,0,All
Ogbonna Paul Hagins,,,,,,,,,,,,3,4,2,6,7,7,6,4,5,6,4,2,1,1,0,0,1,1,1,0,All
Beth Finn,,,,,,,,,,,,,1,16,31,12,8,16,8,6,3,10,4,11,4,7,8,3,5,2,0,All
Erika Almirón,,,,,,,,,,,,,,0,22,2,23,1,10,7,1,9,8,5,15,4,4,8,2,4,0,All
Sandra Dungee Glenn,,,,,,,,,,,,,,,0,6,7,1,17,11,4,9,4,4,4,2,7,3,4,1,0,All
Joseph A Diorio,,,,,,,,,,,,,,,,0,12,16,5,4,2,8,7,9,0,8,11,7,5,2,0,All
Fernando Treviño,,,,,,,,,,,,,,,,,1,5,7,3,5,9,17,5,1,1,2,3,0,4,0,All
Billy Thompson,,,,,,,,,,,,,,,,,,1,7,6,6,2,1,10,4,7,10,7,6,4,0,All
