col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Helen Gym,Allan Domb,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Justin Diberardinis,Eryn Santamoor,Adrián Rivera-reyes,Deja Lynn Alvarez,Beth Finn,Willie Floyd Singletary,Erika Almirón,Sandra Dungee Glenn,Joseph A Diorio,Ogbonna Paul Hagins,Fernando Treviño,Billy Thompson,Bobbie Curry,Vinny Black,Hena Veit,Asa Khalif,Ethelind Baylor,Mark Ross,Latrice Y Bryant,Fareed Abdullah,Edwin Santana,Wayne Allen,Wayne Edmund Dorsey,Devon Cade,Sherrie Cohen,Rochelle Bilal,Jewell Williams,Malika Rahman,Larry King Sr,All
Helen Gym,47,511,316,285,290,181,173,132,117,119,82,98,81,41,68,43,38,37,21,29,22,34,27,22,14,13,7,9,8,0,271,302,214,77,All
Allan Domb,,53,288,317,278,212,166,56,45,77,24,54,64,70,15,36,46,35,32,23,15,16,31,9,13,15,17,9,11,1,155,307,137,98,All
Katherine Gilmore Richardson,,,4,239,229,65,76,27,27,60,10,44,50,23,7,22,18,17,11,16,6,10,9,15,8,5,5,9,4,0,75,203,86,32,All
Derek S Green,,,,5,246,79,57,26,17,21,10,19,18,16,6,12,14,15,16,8,9,17,11,10,11,8,9,5,4,0,68,214,59,24,All
Isaiah Thomas,,,,,2,59,29,32,27,20,13,26,21,19,8,11,16,8,7,7,23,18,6,18,19,8,6,9,3,0,53,220,66,25,All
Justin Diberardinis,,,,,,14,88,25,14,49,4,35,24,36,1,11,9,15,14,13,13,19,17,7,6,10,5,5,3,0,85,70,78,42,All
Eryn Santamoor,,,,,,,4,35,37,46,14,47,36,26,11,29,17,18,12,22,11,10,7,13,3,16,2,3,5,0,97,44,92,35,All
Adrián Rivera-reyes,,,,,,,,7,99,27,75,22,13,15,64,37,10,9,7,12,4,11,4,14,7,17,3,3,3,1,130,39,62,23,All
Deja Lynn Alvarez,,,,,,,,,9,24,78,25,15,9,63,28,12,7,9,12,15,10,4,9,4,12,6,3,2,1,93,33,85,17,All
Beth Finn,,,,,,,,,,0,9,36,49,33,11,12,24,25,12,19,10,10,13,10,2,9,9,8,4,0,73,38,41,45,All
Willie Floyd Singletary,,,,,,,,,,,7,6,4,12,58,7,7,7,7,8,5,2,4,8,7,5,5,4,3,0,76,12,53,10,All
Erika Almirón,,,,,,,,,,,,1,25,12,3,13,4,6,3,10,15,13,2,10,2,6,1,0,3,1,47,20,57,12,All
Sandra Dungee Glenn,,,,,,,,,,,,,1,16,5,4,10,12,8,13,8,11,8,17,3,2,7,3,3,0,51,28,41,18,All
Joseph A Diorio,,,,,,,,,,,,,,6,10,12,24,17,16,9,5,4,11,4,0,5,3,4,2,0,37,29,17,41,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,2,9,5,2,5,6,6,2,1,2,4,1,1,0,1,0,49,9,36,8,All
Fernando Treviño,,,,,,,,,,,,,,,,0,9,5,3,4,4,3,7,4,4,11,3,2,1,0,32,16,24,17,All
Billy Thompson,,,,,,,,,,,,,,,,,0,16,7,8,4,1,6,4,1,3,7,2,4,0,31,17,7,30,All
Bobbie Curry,,,,,,,,,,,,,,,,,,0,6,5,1,1,7,4,1,10,6,2,3,0,25,17,9,24,All
Vinny Black,,,,,,,,,,,,,,,,,,,4,9,3,4,5,3,1,2,1,1,8,0,14,22,10,16,All
Hena Veit,,,,,,,,,,,,,,,,,,,,0,6,1,4,7,4,1,1,0,4,0,23,18,15,12,All
Asa Khalif,,,,,,,,,,,,,,,,,,,,,0,7,4,7,16,4,6,0,2,0,26,5,26,7,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,0,1,3,3,2,5,1,0,0,15,18,15,6,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,1,3,5,1,8,7,1,0,15,14,8,16,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,,0,7,2,2,1,2,0,18,14,19,6,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,2,1,7,1,1,0,13,11,20,2,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,0,15,9,10,11,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,0,8,8,8,8,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,5,5,8,8,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,10,5,5,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,All
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0,0,0,All
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,0,All
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,All
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,All
Total,"1,005",876,442,423,404,344,298,271,246,210,162,144,144,138,109,95,94,82,74,69,65,60,59,58,50,47,37,27,24,1,492,478,386,203,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,1
,Helen Gym,Allan Domb,Katherine Gilmore Richardson,Eryn Santamoor,Isaiah Thomas,Justin Diberardinis,Derek S Green,Beth Finn,Deja Lynn Alvarez,Joseph A Diorio,Erika Almirón,Sandra Dungee Glenn,Bobbie Curry,Vinny Black,Wayne Allen,Adrián Rivera-reyes,Fernando Treviño,Mark Ross,Willie Floyd Singletary,Billy Thompson,Edwin Santana,Ethelind Baylor,Latrice Y Bryant,Fareed Abdullah,Hena Veit,Ogbonna Paul Hagins,Wayne Edmund Dorsey,Asa Khalif,Devon Cade,Sherrie Cohen,Jewell Williams,Rochelle Bilal,Larry King Sr,Malika Rahman,1
Helen Gym,5,27,23,14,19,11,18,10,7,3,4,6,3,2,2,3,1,3,0,2,1,3,3,1,0,1,0,0,0,0,20,15,9,7,1
Allan Domb,,5,17,15,16,8,16,4,1,3,3,3,2,2,3,1,0,2,0,2,1,0,0,1,1,0,0,0,0,0,13,9,12,5,1
Katherine Gilmore Richardson,,,2,8,15,6,16,4,5,2,2,1,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,12,5,6,4,1
Eryn Santamoor,,,,0,0,5,3,2,2,1,4,1,1,1,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,2,6,6,6,1
Isaiah Thomas,,,,,1,6,15,1,1,0,0,1,0,0,1,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,14,3,2,1,1
Justin Diberardinis,,,,,,4,3,1,3,1,1,2,1,0,0,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,3,4,4,6,1
Derek S Green,,,,,,,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11,3,4,2,1
Beth Finn,,,,,,,,0,4,4,4,4,2,4,2,1,1,1,0,2,0,2,2,0,2,0,0,0,0,0,3,6,6,1,1
Deja Lynn Alvarez,,,,,,,,,0,0,1,1,1,0,2,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,4,3,1,1,1
Joseph A Diorio,,,,,,,,,,0,1,1,2,1,0,0,2,1,1,1,1,0,0,0,1,1,0,0,0,0,0,3,3,1,1
Erika Almirón,,,,,,,,,,,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,2,2,1,2,1
Sandra Dungee Glenn,,,,,,,,,,,,0,0,0,1,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,1,1
Bobbie Curry,,,,,,,,,,,,,0,2,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,3,1,1
Vinny Black,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3,0,1
Wayne Allen,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,2,2,0,1
Adrián Rivera-reyes,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,2,0,0,1
Fernando Treviño,,,,,,,,,,,,,,,,,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1
Mark Ross,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,0,1
Willie Floyd Singletary,,,,,,,,,,,,,,,,,,,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Billy Thompson,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
Edwin Santana,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3,0,0,0,1
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3,0,0,1
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,1
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,1
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,1
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,1
Asa Khalif,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,1
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,1
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,59,50,31,24,23,22,20,17,9,9,7,7,6,5,5,4,4,4,4,3,3,3,3,2,2,2,1,0,0,0,28,28,23,11,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,2
,Allan Domb,Helen Gym,Derek S Green,Katherine Gilmore Richardson,Isaiah Thomas,Justin Diberardinis,Eryn Santamoor,Deja Lynn Alvarez,Beth Finn,Willie Floyd Singletary,Adrián Rivera-reyes,Vinny Black,Bobbie Curry,Joseph A Diorio,Sandra Dungee Glenn,Billy Thompson,Fernando Treviño,Mark Ross,Edwin Santana,Erika Almirón,Ethelind Baylor,Ogbonna Paul Hagins,Latrice Y Bryant,Asa Khalif,Fareed Abdullah,Hena Veit,Wayne Allen,Devon Cade,Sherrie Cohen,Wayne Edmund Dorsey,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,2
Allan Domb,3,31,23,20,17,11,10,1,3,0,1,3,5,2,2,4,3,3,3,3,1,1,0,0,0,0,1,0,0,0,21,9,8,6,2
Helen Gym,,3,22,23,19,11,14,5,8,5,6,2,4,3,5,2,5,3,2,1,2,3,1,0,0,1,1,0,0,0,21,15,11,2,2
Derek S Green,,,2,17,18,5,4,0,2,3,0,2,0,0,0,1,0,2,1,1,2,0,0,0,1,0,1,0,0,0,17,5,3,0,2
Katherine Gilmore Richardson,,,,0,14,6,3,1,3,1,2,1,2,2,4,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,12,8,4,1,2
Isaiah Thomas,,,,,0,4,0,0,1,2,0,2,1,2,0,2,1,3,0,1,2,1,0,0,1,0,0,0,0,0,16,5,1,1,2
Justin Diberardinis,,,,,,1,4,1,4,0,2,2,2,0,3,0,0,2,2,1,1,0,1,1,0,0,0,0,0,0,5,6,3,3,2
Eryn Santamoor,,,,,,,0,3,4,1,3,1,1,0,4,1,3,0,3,1,0,0,0,0,0,1,0,0,0,0,1,7,3,1,2
Deja Lynn Alvarez,,,,,,,,0,1,5,5,1,0,2,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,1,7,2,1,2
Beth Finn,,,,,,,,,0,1,1,0,2,1,3,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,2,4,3,1,2
Willie Floyd Singletary,,,,,,,,,,0,4,0,0,1,0,1,0,1,1,0,1,2,0,0,1,0,0,0,0,0,2,6,2,0,2
Adrián Rivera-reyes,,,,,,,,,,,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,7,0,0,2
Vinny Black,,,,,,,,,,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2
Bobbie Curry,,,,,,,,,,,,,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2
Joseph A Diorio,,,,,,,,,,,,,,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,2
Sandra Dungee Glenn,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,1,0,2
Billy Thompson,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2
Fernando Treviño,,,,,,,,,,,,,,,,,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
Mark Ross,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,1,2
Edwin Santana,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2
Erika Almirón,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,2
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,0,0,2
Asa Khalif,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,2
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,2
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,2
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,2
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
Total,59,59,31,29,25,22,16,12,11,10,9,8,7,7,7,6,6,6,5,4,3,3,2,1,1,1,1,0,0,0,34,26,20,10,2
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,3
,Helen Gym,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Eryn Santamoor,Justin Diberardinis,Isaiah Thomas,Erika Almirón,Beth Finn,Deja Lynn Alvarez,Fernando Treviño,Sandra Dungee Glenn,Adrián Rivera-reyes,Fareed Abdullah,Hena Veit,Ogbonna Paul Hagins,Willie Floyd Singletary,Asa Khalif,Bobbie Curry,Ethelind Baylor,Joseph A Diorio,Billy Thompson,Latrice Y Bryant,Devon Cade,Edwin Santana,Mark Ross,Sherrie Cohen,Vinny Black,Wayne Allen,Wayne Edmund Dorsey,Malika Rahman,Jewell Williams,Rochelle Bilal,Larry King Sr,3
Helen Gym,1,6,8,5,5,3,4,5,3,3,2,3,1,1,2,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,6,3,5,2,3
Allan Domb,,0,5,5,3,4,5,3,1,0,1,4,0,1,1,0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,4,7,3,3,3
Derek S Green,,,0,4,1,2,5,2,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,5,1,1,3
Katherine Gilmore Richardson,,,,0,2,2,3,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,0,1,3
Eryn Santamoor,,,,,0,2,0,3,0,2,2,1,1,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,5,1,1,1,3
