col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Council 3rd District - Democrat,,All
,Helen Gym,Isaiah Thomas,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Adrián Rivera-reyes,Erika Almirón,Deja Lynn Alvarez,Willie Floyd Singletary,Justin Diberardinis,Sandra Dungee Glenn,Fareed Abdullah,Ethelind Baylor,Ogbonna Paul Hagins,Eryn Santamoor,Asa Khalif,Billy Thompson,Latrice Y Bryant,Beth Finn,Fernando Treviño,Joseph A Diorio,Hena Veit,Vinny Black,Edwin Santana,Wayne Allen,Mark Ross,Wayne Edmund Dorsey,Devon Cade,Bobbie Curry,Sherrie Cohen,Jamie Gauthier,Jannie L Blackwell,All
Helen Gym,28,883,642,656,522,314,438,248,189,373,140,92,220,161,144,89,66,51,70,50,33,29,25,27,19,17,15,20,14,0,972,828,All
Isaiah Thomas,,8,594,647,544,92,302,84,75,261,146,152,189,29,49,91,71,47,28,26,26,21,18,27,30,20,14,18,16,0,649,571,All
Allan Domb,,,22,581,470,64,44,49,70,71,125,91,31,24,78,49,44,29,35,20,47,14,25,23,26,22,22,10,14,0,458,465,All
Derek S Green,,,,2,492,47,92,51,52,99,121,97,51,16,61,53,53,29,20,16,7,5,22,19,20,14,11,11,10,0,400,457,All
Katherine Gilmore Richardson,,,,,3,37,70,37,38,56,85,58,20,14,50,25,45,37,32,14,15,10,10,20,10,12,5,7,10,1,303,386,All
Adrián Rivera-reyes,,,,,,2,96,201,161,60,19,27,31,136,50,29,23,21,37,34,22,14,14,7,13,8,5,4,9,0,278,286,All
Erika Almirón,,,,,,,0,81,19,284,60,40,183,16,72,42,17,27,36,16,10,14,10,5,9,5,1,7,4,1,413,133,All
Deja Lynn Alvarez,,,,,,,,4,169,34,20,22,19,140,39,30,19,21,30,34,18,14,6,6,4,8,7,3,5,0,248,210,All
Willie Floyd Singletary,,,,,,,,,1,9,27,32,0,121,25,17,31,23,12,23,25,7,10,4,9,9,6,8,9,0,189,268,All
Justin Diberardinis,,,,,,,,,,2,40,17,171,7,72,26,10,8,13,14,14,4,7,16,7,3,5,4,4,0,346,93,All
Sandra Dungee Glenn,,,,,,,,,,,1,57,28,10,29,38,38,17,18,19,30,8,6,19,7,5,3,11,4,1,177,123,All
Fareed Abdullah,,,,,,,,,,,,3,36,14,11,41,39,27,13,8,10,6,13,12,12,6,10,6,4,0,145,132,All
Ethelind Baylor,,,,,,,,,,,,,1,7,11,11,20,9,9,2,2,7,8,8,5,4,2,4,3,0,190,82,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,2,15,11,14,7,7,20,7,11,5,6,4,4,1,2,2,1,118,127,All
Eryn Santamoor,,,,,,,,,,,,,,,2,12,22,19,22,18,12,16,8,5,5,6,4,6,7,0,174,58,All
Asa Khalif,,,,,,,,,,,,,,,,0,18,20,12,11,5,9,10,6,10,4,6,9,2,0,107,73,All
Billy Thompson,,,,,,,,,,,,,,,,,1,13,14,18,14,17,14,10,13,10,7,4,7,0,93,82,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,0,18,7,9,7,12,5,10,8,8,7,7,1,86,48,All
Beth Finn,,,,,,,,,,,,,,,,,,,4,9,12,7,7,3,7,4,3,0,3,2,85,43,All
Fernando Treviño,,,,,,,,,,,,,,,,,,,,0,23,13,7,13,8,4,3,1,4,0,62,49,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,1,12,4,10,1,4,1,8,8,0,62,37,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,1,7,2,1,2,4,5,5,0,47,25,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,0,2,9,8,1,6,2,1,42,31,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,4,3,2,1,41,34,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,0,1,5,8,7,1,31,37,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,26,25,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,0,29,22,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,1,27,25,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,17,29,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,All
Jamie Gauthier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,0,All
Jannie L Blackwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,All
Total,"1,918","1,317","1,023",936,756,579,572,478,468,465,324,296,293,257,244,186,184,142,138,115,106,77,76,75,75,54,54,52,49,3,"1,785","1,756",All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Council 3rd District - Democrat,,1
,Helen Gym,Allan Domb,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Adrián Rivera-reyes,Deja Lynn Alvarez,Fareed Abdullah,Wayne Edmund Dorsey,Eryn Santamoor,Justin Diberardinis,Ogbonna Paul Hagins,Willie Floyd Singletary,Asa Khalif,Erika Almirón,Sandra Dungee Glenn,Vinny Black,Ethelind Baylor,Fernando Treviño,Beth Finn,Devon Cade,Joseph A Diorio,Latrice Y Bryant,Edwin Santana,Billy Thompson,Mark Ross,Wayne Allen,Bobbie Curry,Hena Veit,Sherrie Cohen,Jannie L Blackwell,Jamie Gauthier,1
Helen Gym,1,33,32,30,24,9,4,5,4,5,8,3,3,2,4,3,0,3,3,1,2,2,0,1,0,1,0,0,0,0,31,29,1
Allan Domb,,0,26,30,23,2,1,4,4,2,3,0,0,1,0,5,1,1,0,3,1,0,0,0,0,1,1,0,0,0,14,24,1
Isaiah Thomas,,,0,24,22,1,1,5,1,1,7,2,2,3,5,5,2,4,1,0,1,2,2,1,0,0,0,0,0,0,19,17,1
Derek S Green,,,,0,18,2,0,3,3,1,5,0,0,0,1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,12,20,1
