col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,District Council 1st District - Democrat,,Sheriff - Democrat,,,,All
,Mark F Squilla,Lou Lanni,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,All
Mark F Squilla,"1,548",0,"1,303",544,392,248,All
Lou Lanni,,103,301,176,76,57,All
Rochelle Bilal,,,116,0,0,0,All
Malika Rahman,,,,46,0,0,All
Jewell Williams,,,,,34,0,All
Larry King Sr,,,,,,20,All
Total,"4,035",713,"1,720",766,502,325,All
,District Council 1st District - Democrat,,Sheriff - Democrat,,,,1
,Mark F Squilla,Lou Lanni,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,1
Mark F Squilla,17,0,14,10,7,1,1
Lou Lanni,,5,7,4,2,0,1
Rochelle Bilal,,,1,0,0,0,1
Malika Rahman,,,,1,0,0,1
Jewell Williams,,,,,1,0,1
Larry King Sr,,,,,,0,1
Total,49,18,22,15,10,1,1
,District Council 1st District - Democrat,,Sheriff - Democrat,,,,2
,Mark F Squilla,Lou Lanni,Rochelle Bilal,Jewell Williams,Malika Rahman,Larry King Sr,2
Mark F Squilla,72,0,9,6,6,2,2
Lou Lanni,,0,3,1,2,0,2
Rochelle Bilal,,,0,0,0,0,2
Jewell Williams,,,,1,0,0,2
Malika Rahman,,,,,0,0,2
Larry King Sr,,,,,,0,2
Total,95,6,12,8,8,2,2
,District Council 1st District - Democrat,,Sheriff - Democrat,,,,3
,Mark F Squilla,Lou Lanni,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,3
Mark F Squilla,81,0,21,17,9,6,3
Lou Lanni,,4,7,2,3,0,3
Rochelle Bilal,,,2,0,0,0,3
Malika Rahman,,,,1,0,0,3
Jewell Williams,,,,,0,0,3
Larry King Sr,,,,,,0,3
Total,134,16,30,20,12,6,3
,District Council 1st District - Democrat,,Sheriff - Democrat,,,,4
,Mark F Squilla,Lou Lanni,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,4
Mark F Squilla,18,0,10,9,4,2,4
Lou Lanni,,4,3,0,0,0,4
Rochelle Bilal,,,2,0,0,0,4
Malika Rahman,,,,0,0,0,4
Jewell Williams,,,,,0,0,4
Larry King Sr,,,,,,0,4
Total,43,7,15,9,4,2,4
,District Council 1st District - Democrat,,Sheriff - Democrat,,,,5
,Mark F Squilla,Lou Lanni,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,5
Mark F Squilla,17,0,36,5,5,3,5
Lou Lanni,,4,6,3,2,0,5
Rochelle Bilal,,,2,0,0,0,5
Malika Rahman,,,,1,0,0,5
Jewell Williams,,,,,1,0,5
Larry King Sr,,,,,,0,5
Total,66,15,44,9,8,3,5
,District Council 1st District - Democrat,,Sheriff - Democrat,,,,6
,Mark F Squilla,Lou Lanni,Rochelle Bilal,Jewell Williams,Malika Rahman,Larry King Sr,6
Mark F Squilla,103,0,24,15,13,8,6
Lou Lanni,,3,5,3,2,2,6
Rochelle Bilal,,,2,0,0,0,6
Jewell Williams,,,,2,0,0,6
Malika Rahman,,,,,1,0,6
Larry King Sr,,,,,,0,6
Total,163,15,31,20,16,10,6
,District Council 1st District - Democrat,,Sheriff - Democrat,,,,7
,Mark F Squilla,Lou Lanni,Rochelle Bilal,Jewell Williams,Larry King Sr,Malika Rahman,7
Mark F Squilla,162,0,38,19,15,14,7
Lou Lanni,,3,6,1,3,3,7
Rochelle Bilal,,,0,0,0,0,7
Jewell Williams,,,,1,0,0,7
Larry King Sr,,,,,0,0,7
Malika Rahman,,,,,,1,7
Total,248,16,44,21,18,18,7
,District Council 1st District - Democrat,,Sheriff - Democrat,,,,8
,Mark F Squilla,Lou Lanni,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,8
Mark F Squilla,36,0,38,18,20,10,8
Lou Lanni,,3,8,7,0,0,8
Rochelle Bilal,,,3,0,0,0,8
Malika Rahman,,,,0,0,0,8
Jewell Williams,,,,,0,0,8
Larry King Sr,,,,,,0,8
Total,122,18,49,25,20,10,8
,District Council 1st District - Democrat,,Sheriff - Democrat,,,,9
,Mark F Squilla,Lou Lanni,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,9
Mark F Squilla,21,0,17,8,9,2,9
Lou Lanni,,1,6,2,0,0,9
Rochelle Bilal,,,1,0,0,0,9
Malika Rahman,,,,0,0,0,9
Jewell Williams,,,,,0,0,9
Larry King Sr,,,,,,1,9
Total,57,9,24,10,9,3,9
,District Council 1st District - Democrat,,Sheriff - Democrat,,,,10
,Mark F Squilla,Lou Lanni,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,10
Mark F Squilla,21,0,47,17,11,3,10
Lou Lanni,,3,10,11,3,1,10
Rochelle Bilal,,,9,0,0,0,10
Malika Rahman,,,,0,0,0,10
Jewell Williams,,,,,4,0,10
Larry King Sr,,,,,,2,10
Total,99,28,66,28,18,6,10
,District Council 1st District - Democrat,,Sheriff - Democrat,,,,11
