col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Helen Gym,Eryn Santamoor,Allan Domb,Justin Diberardinis,Derek S Green,Adrián Rivera-reyes,Erika Almirón,Isaiah Thomas,Katherine Gilmore Richardson,Deja Lynn Alvarez,Beth Finn,Fernando Treviño,Sandra Dungee Glenn,Ethelind Baylor,Ogbonna Paul Hagins,Asa Khalif,Willie Floyd Singletary,Fareed Abdullah,Billy Thompson,Latrice Y Bryant,Hena Veit,Joseph A Diorio,Wayne Allen,Vinny Black,Edwin Santana,Mark Ross,Bobbie Curry,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,Tiffany Palmer,Anthony Kyriakakis,Kay Yu,Henry Mcgregor Sias,Vicki Markovitz,Leon Goodman,Jennifer Schultz,James C Crumlish,Wendi Barish,Chris Hall,Nicola Serianni,Beth Grossman,Craig Levin,Cateria R Mccabe,Joshua Roberts,Kendra Mccrae,Carmella Jacquinto,Laurie Dow,Janine D Momasso,Terri M Booker,James F Berardinelli,Jon Marshall,Gregory Weyer,Sherman Toppin,Robert Trimble,All
Helen Gym,20,"1,474","1,237","1,426","1,269",560,667,463,407,298,248,195,159,170,121,94,60,56,44,48,49,16,19,14,23,15,16,8,9,0,"1,814","1,682","1,341","1,140","1,022",983,612,570,521,491,367,279,247,293,238,228,209,145,147,115,113,79,76,65,28,All
Eryn Santamoor,,2,"1,122","1,145","1,074",286,298,187,264,119,169,166,71,42,33,42,15,23,18,18,20,11,7,5,7,5,7,6,4,0,"1,380","1,376","1,080",987,954,876,283,395,338,345,168,189,137,89,111,117,81,83,35,43,70,29,54,17,18,All
Allan Domb,,,27,949,"1,101",179,109,239,195,92,124,74,84,20,42,36,25,35,34,19,19,30,21,13,12,17,8,11,10,0,"1,107","1,147",863,836,840,841,210,325,295,242,133,200,196,88,169,109,119,90,52,80,65,46,62,71,28,All
Justin Diberardinis,,,,7,"1,001",284,362,312,153,121,96,76,37,105,36,29,7,9,7,12,10,14,7,7,5,4,3,3,4,0,"1,340","1,308","1,045",983,831,817,314,327,316,298,182,111,109,168,97,74,74,56,66,28,74,19,54,18,14,All
Derek S Green,,,,,4,134,173,296,228,84,97,62,64,39,46,39,14,30,22,21,9,9,13,7,9,5,6,5,3,0,"1,192","1,195",925,900,827,872,165,307,248,256,112,124,116,106,130,103,105,79,52,76,54,25,54,65,13,All
Adrián Rivera-reyes,,,,,,9,209,136,97,213,103,78,32,44,84,54,57,26,30,29,17,13,8,13,14,8,7,8,4,0,461,405,293,227,158,152,280,216,190,190,161,115,118,107,94,102,81,41,58,37,41,57,40,20,20,All
Erika Almirón,,,,,,,2,234,176,137,116,100,63,125,25,41,3,18,9,23,18,3,4,4,2,7,7,0,2,0,594,456,365,264,160,137,313,214,245,208,215,103,61,191,37,108,89,65,91,33,36,16,23,8,7,All
Isaiah Thomas,,,,,,,,1,137,45,49,32,60,108,33,38,13,38,28,13,8,11,11,6,8,6,5,11,3,0,435,361,257,235,135,185,227,148,207,127,148,75,71,181,96,85,91,50,83,67,48,21,46,54,19,All
Katherine Gilmore Richardson,,,,,,,,,3,51,103,89,84,25,26,24,5,18,14,27,25,8,6,7,6,3,8,4,3,0,336,308,184,135,132,132,168,184,153,157,105,110,67,95,87,107,103,60,48,56,36,13,17,42,7,All
Deja Lynn Alvarez,,,,,,,,,,4,64,47,18,31,58,37,53,13,23,25,18,10,5,11,9,7,5,3,3,0,248,207,148,135,98,79,180,124,131,90,111,77,86,64,73,76,66,33,28,20,20,45,7,9,10,All
Beth Finn,,,,,,,,,,,0,30,54,21,19,19,5,12,10,16,28,8,6,3,4,6,6,2,1,0,206,163,138,80,121,66,145,94,158,85,111,134,48,50,40,77,63,57,39,30,21,17,15,6,7,All
Fernando Treviño,,,,,,,,,,,,0,11,7,14,10,8,11,8,11,6,12,4,4,7,5,3,2,3,0,181,187,128,75,62,60,72,104,73,95,60,44,45,26,27,37,34,23,13,15,11,13,10,10,6,All
Sandra Dungee Glenn,,,,,,,,,,,,,2,10,12,31,6,10,8,19,21,6,4,7,3,2,5,1,2,0,112,91,69,34,61,61,90,40,79,27,53,73,34,40,28,71,59,52,43,46,16,8,10,22,3,All
Ethelind Baylor,,,,,,,,,,,,,,1,10,3,2,3,6,8,6,0,5,2,1,2,2,2,1,0,156,101,87,43,27,25,103,57,80,57,88,25,14,80,11,31,21,11,51,14,12,5,8,2,2,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,1,13,41,10,11,4,9,5,2,2,4,3,5,0,4,0,76,68,51,26,33,47,74,43,32,30,26,28,47,25,43,33,21,14,16,20,9,33,15,10,5,All
Asa Khalif,,,,,,,,,,,,,,,,1,7,35,7,8,8,5,6,4,3,2,6,1,1,0,84,73,58,42,47,59,45,25,37,27,23,32,22,26,19,46,33,13,15,30,8,9,12,16,5,All
Willie Floyd Singletary,,,,,,,,,,,,,,,,,5,5,14,4,7,5,7,5,1,6,2,3,3,0,23,18,19,3,8,28,68,19,18,11,20,15,48,12,57,19,11,9,6,16,10,42,7,5,11,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,1,11,9,3,2,5,2,7,5,2,1,1,0,51,45,39,18,31,35,29,9,31,15,20,20,22,20,20,39,27,19,13,28,10,11,10,14,5,All
Billy Thompson,,,,,,,,,,,,,,,,,,,0,5,5,6,2,7,2,5,4,5,4,0,30,38,19,11,16,23,36,24,18,20,21,24,26,15,23,21,16,12,9,15,11,21,6,8,9,All
