col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,City Commissioners - Democrat,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Dennis Lee,Annette Thompson,Carla Cain,Lewis Harris Jr,Robin Trent,Warren Bloom,Luigi Borda,Jen Devor,Moira Bohannon,Helen Gym,Isaiah Thomas,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Sandra Dungee Glenn,Adrián Rivera-reyes,Willie Floyd Singletary,Deja Lynn Alvarez,Eryn Santamoor,Ogbonna Paul Hagins,Fareed Abdullah,Asa Khalif,Billy Thompson,Ethelind Baylor,Erika Almirón,Latrice Y Bryant,Justin Diberardinis,Edwin Santana,Joseph A Diorio,Fernando Treviño,Beth Finn,Hena Veit,Mark Ross,Vinny Black,Bobbie Curry,Wayne Allen,Wayne Edmund Dorsey,Devon Cade,Sherrie Cohen,All
Omar Sabir,75,507,196,119,120,61,20,25,18,20,21,2,2,920,687,598,632,503,314,276,275,220,138,148,138,115,98,72,82,76,48,56,48,46,36,25,30,33,34,25,29,23,0,All
Lisa Deeley,,10,37,36,17,32,15,9,4,3,5,3,1,550,407,360,416,364,145,122,90,89,108,56,29,27,28,41,29,36,32,20,21,19,24,22,7,9,14,10,6,8,1,All
Kahlil Williams,,,10,13,15,41,12,17,16,17,3,8,3,233,188,216,193,98,108,61,66,45,62,18,73,75,37,42,39,39,38,32,19,18,29,17,13,25,16,19,12,8,1,All
Marwan Kreidie,,,,22,8,4,5,1,3,1,7,0,1,139,32,40,27,16,14,157,105,123,12,86,16,14,15,14,7,20,7,16,12,15,14,10,4,6,9,4,4,6,0,All
Dennis Lee,,,,,8,9,39,3,6,5,5,2,2,137,86,91,92,72,120,32,33,18,31,15,25,19,50,18,37,19,38,46,43,42,11,15,12,6,9,9,8,9,0,All
Annette Thompson,,,,,,4,14,5,7,6,3,0,3,94,76,72,74,43,44,46,30,29,26,15,29,25,30,15,19,27,13,10,15,7,20,18,16,11,10,12,13,6,1,All
Carla Cain,,,,,,,1,4,5,1,1,0,0,56,39,35,31,23,52,14,9,7,14,9,14,8,8,14,14,18,31,31,29,29,11,11,4,7,3,5,1,4,1,All
Lewis Harris Jr,,,,,,,,4,5,7,2,1,1,40,39,37,32,19,19,9,14,8,11,3,13,10,13,11,7,7,6,8,6,3,2,5,6,6,3,7,5,8,0,All
Robin Trent,,,,,,,,,3,3,1,0,1,36,32,23,35,23,18,6,4,8,11,3,14,14,9,6,10,18,4,4,5,1,9,7,7,6,5,1,5,3,1,All
Warren Bloom,,,,,,,,,,2,1,0,0,35,23,31,34,14,11,10,13,5,10,3,12,9,7,7,6,4,5,6,3,1,5,3,3,2,2,2,9,1,0,All
Luigi Borda,,,,,,,,,,,1,5,2,30,26,16,14,15,14,25,7,8,8,3,2,4,7,10,10,4,12,7,9,10,21,5,6,3,3,3,2,2,0,All
Jen Devor,,,,,,,,,,,,0,2,15,13,9,7,6,4,2,3,5,5,1,2,2,0,4,7,3,6,1,2,1,1,1,3,2,0,1,2,2,0,All
Moira Bohannon,,,,,,,,,,,,,0,6,8,3,8,5,6,5,5,3,2,1,3,0,1,2,2,2,0,1,0,0,3,1,4,3,2,1,1,2,0,All
Helen Gym,,,,,,,,,,,,,,44,572,602,572,439,228,219,161,151,99,138,82,71,82,89,88,61,74,49,30,30,37,40,18,23,17,21,15,14,0,All
Isaiah Thomas,,,,,,,,,,,,,,,14,508,572,437,200,80,79,44,98,27,101,81,52,74,64,54,53,37,28,21,35,10,23,19,7,23,15,18,2,All
Allan Domb,,,,,,,,,,,,,,,,37,537,374,168,77,74,42,100,26,80,45,43,46,31,23,34,39,25,23,23,20,20,19,21,24,20,17,0,All
Derek S Green,,,,,,,,,,,,,,,,,13,460,220,66,62,32,132,15,67,63,43,64,37,37,52,35,12,21,28,7,16,14,11,20,12,6,0,All
Katherine Gilmore Richardson,,,,,,,,,,,,,,,,,,8,183,41,27,19,100,11,33,30,47,28,42,27,23,18,8,7,19,14,16,11,10,4,11,3,1,All
Sandra Dungee Glenn,,,,,,,,,,,,,,,,,,,16,45,33,14,78,10,27,36,56,39,53,34,42,45,44,38,31,14,7,4,14,8,7,2,0,All
Adrián Rivera-reyes,,,,,,,,,,,,,,,,,,,,5,142,144,31,120,18,23,24,14,24,22,14,14,17,33,32,17,11,7,14,9,12,7,0,All
Willie Floyd Singletary,,,,,,,,,,,,,,,,,,,,,15,134,18,94,30,32,28,11,13,25,5,12,13,12,7,7,12,15,15,11,7,2,1,All
Deja Lynn Alvarez,,,,,,,,,,,,,,,,,,,,,,3,26,110,19,23,21,11,14,33,5,10,23,17,9,13,7,8,6,6,4,10,0,All
Eryn Santamoor,,,,,,,,,,,,,,,,,,,,,,,0,5,17,7,11,12,12,20,20,4,14,13,10,20,9,7,10,4,10,4,1,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,,,,,,,,4,13,6,15,2,6,8,1,5,3,8,5,9,1,7,3,2,1,5,0,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,2,55,18,15,14,23,11,20,10,7,6,8,8,15,5,5,8,8,0,All
Asa Khalif,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,9,17,27,6,18,9,6,7,7,3,16,7,7,5,4,0,All
Billy Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,31,14,5,9,12,7,11,7,6,12,6,5,9,6,0,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,9,23,9,8,5,10,3,3,3,1,5,4,1,0,All
Erika Almirón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,18,7,5,4,13,12,5,4,7,6,8,3,0,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,12,11,5,7,15,8,8,7,9,5,13,0,All
Justin Diberardinis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33,30,28,6,0,8,2,3,2,1,2,2,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32,32,6,8,1,3,6,3,3,5,0,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,37,10,8,7,6,6,1,7,9,0,All
Fernando Treviño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,7,3,5,2,5,1,2,1,All
Beth Finn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,3,6,4,1,4,0,All
