col_1,col_2,col_3,col_4,col_5,col_6,division
,District Council 5th District - Democrat,Sheriff - Democrat,,,,All
,Darrell L Clarke,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,All
Darrell L Clarke,173,497,354,188,33,All
Jewell Williams,,114,0,0,0,All
Rochelle Bilal,,,79,0,0,All
Malika Rahman,,,,32,0,All
Larry King Sr,,,,,13,All
Total,"1,245",611,433,220,46,All
,District Council 5th District - Democrat,Sheriff - Democrat,,,,1
,Darrell L Clarke,Rochelle Bilal,Jewell Williams,Malika Rahman,Larry King Sr,1
Darrell L Clarke,5,15,11,12,0,1
Rochelle Bilal,,4,0,0,0,1
Jewell Williams,,,5,0,0,1
Malika Rahman,,,,2,0,1
Larry King Sr,,,,,0,1
Total,43,19,16,14,0,1
,District Council 5th District - Democrat,Sheriff - Democrat,,,,2
,Darrell L Clarke,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,2
Darrell L Clarke,8,23,11,11,4,2
Jewell Williams,,3,0,0,0,2
Rochelle Bilal,,,6,0,0,2
Malika Rahman,,,,2,0,2
Larry King Sr,,,,,0,2
Total,57,26,17,13,4,2
,District Council 5th District - Democrat,Sheriff - Democrat,,,,3
,Darrell L Clarke,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,3
Darrell L Clarke,9,16,13,8,2,3
Jewell Williams,,4,0,0,0,3
Rochelle Bilal,,,3,0,0,3
Malika Rahman,,,,0,0,3
Larry King Sr,,,,,0,3
Total,48,20,16,8,2,3
,District Council 5th District - Democrat,Sheriff - Democrat,,,,4
,Darrell L Clarke,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,4
Darrell L Clarke,1,21,12,13,3,4
Jewell Williams,,4,0,0,0,4
Rochelle Bilal,,,3,0,0,4
Malika Rahman,,,,1,0,4
Larry King Sr,,,,,0,4
Total,50,25,15,14,3,4
,District Council 5th District - Democrat,Sheriff - Democrat,,,,5
