col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Register Of Wills - Democrat,,,All
,Helen Gym,Derek S Green,Allan Domb,Isaiah Thomas,Katherine Gilmore Richardson,Eryn Santamoor,Justin Diberardinis,Adrián Rivera-reyes,Erika Almirón,Deja Lynn Alvarez,Sandra Dungee Glenn,Beth Finn,Willie Floyd Singletary,Ogbonna Paul Hagins,Fernando Treviño,Fareed Abdullah,Latrice Y Bryant,Ethelind Baylor,Asa Khalif,Billy Thompson,Joseph A Diorio,Hena Veit,Vinny Black,Mark Ross,Wayne Allen,Edwin Santana,Devon Cade,Wayne Edmund Dorsey,Bobbie Curry,Sherrie Cohen,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,All
Helen Gym,28,765,730,674,691,398,389,274,343,196,137,141,92,95,98,65,66,98,60,48,24,44,22,17,19,19,15,14,12,0,539,707,217,All
Derek S Green,,15,718,706,591,303,259,79,123,54,131,49,26,15,25,64,38,38,41,36,10,8,16,13,16,13,12,14,7,0,287,570,114,All
Allan Domb,,,31,629,550,308,256,68,46,48,86,64,36,19,34,51,30,17,39,33,36,17,25,19,22,20,18,14,14,0,239,605,120,All
Isaiah Thomas,,,,10,556,179,187,75,119,45,125,42,35,21,21,48,40,65,45,39,21,11,11,12,16,18,14,8,3,0,256,504,104,All
Katherine Gilmore Richardson,,,,,13,215,102,63,129,54,152,79,20,15,68,37,42,20,21,19,17,18,13,11,10,10,12,6,5,0,235,494,93,All
Eryn Santamoor,,,,,,7,262,80,128,59,64,61,10,14,79,16,21,15,17,18,12,25,16,11,4,8,5,5,11,0,211,181,110,All
Justin Diberardinis,,,,,,,1,107,177,50,33,50,8,14,28,16,13,55,17,9,10,6,12,10,4,10,4,1,4,0,205,169,100,All
Adrián Rivera-reyes,,,,,,,,5,103,145,28,78,86,94,25,18,23,22,30,17,16,15,7,7,4,7,2,3,7,0,277,82,78,All
Erika Almirón,,,,,,,,,0,65,48,65,4,15,54,13,20,59,26,9,9,21,4,5,3,4,6,6,2,0,219,65,67,All
Deja Lynn Alvarez,,,,,,,,,,6,17,43,86,80,23,12,26,18,29,15,11,20,6,4,6,9,5,2,5,0,186,64,85,All
Sandra Dungee Glenn,,,,,,,,,,,9,44,10,9,5,17,29,18,23,11,7,16,4,3,9,5,3,2,5,0,113,64,56,All
Beth Finn,,,,,,,,,,,,1,9,7,10,9,25,12,20,7,10,15,6,7,9,8,5,3,7,0,119,49,46,All
Willie Floyd Singletary,,,,,,,,,,,,,5,58,13,9,9,3,6,16,8,3,3,4,5,2,2,4,2,0,113,35,35,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,4,12,10,7,5,8,8,9,14,5,3,1,2,6,4,1,0,103,27,30,All
Fernando Treviño,,,,,,,,,,,,,,,0,8,6,1,6,12,14,7,8,3,4,7,0,2,3,0,67,45,21,All
Fareed Abdullah,,,,,,,,,,,,,,,,3,18,5,26,13,10,6,5,3,8,4,7,7,4,0,72,30,29,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,1,11,19,12,9,11,10,8,2,5,3,8,9,0,80,25,28,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,7,3,1,0,3,2,1,3,1,3,0,0,0,58,27,30,All
Asa Khalif,,,,,,,,,,,,,,,,,,,0,8,5,12,5,3,7,1,3,7,4,0,78,21,25,All
Billy Thompson,,,,,,,,,,,,,,,,,,,,1,14,8,6,8,5,4,0,4,5,0,47,25,26,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,2,4,10,11,4,2,6,7,8,0,31,27,14,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,0,6,3,4,3,2,4,2,0,50,6,18,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,0,4,7,2,7,1,1,0,27,18,11,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,3,5,6,3,1,5,0,24,16,6,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,4,4,0,27,8,14,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,0,24,8,14,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,15,19,5,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,18,11,6,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,18,9,6,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,All
Tracey Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0,0,All
Ronald R Donatucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,All
Jacque P Whaumbush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,All
Total,"1,697","1,176","1,159","1,046",981,649,579,486,423,361,302,241,202,175,156,152,146,141,129,111,86,80,61,56,51,50,42,35,34,0,990,988,409,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Register Of Wills - Democrat,,,1
,Helen Gym,Allan Domb,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Adrián Rivera-reyes,Sandra Dungee Glenn,Eryn Santamoor,Willie Floyd Singletary,Deja Lynn Alvarez,Ogbonna Paul Hagins,Fareed Abdullah,Wayne Edmund Dorsey,Asa Khalif,Beth Finn,Billy Thompson,Bobbie Curry,Erika Almirón,Fernando Treviño,Joseph A Diorio,Justin Diberardinis,Wayne Allen,Devon Cade,Edwin Santana,Ethelind Baylor,Hena Veit,Latrice Y Bryant,Mark Ross,Sherrie Cohen,Vinny Black,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,1
