col_1,col_2,col_3,col_4,col_5,division
,Sheriff - Democrat,,,,All
,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,All
Rochelle Bilal,"1,313",0,0,0,All
Malika Rahman,,659,0,0,All
Jewell Williams,,,244,0,All
Larry King Sr,,,,124,All
Total,"1,313",659,244,124,All
,Sheriff - Democrat,,,,1
,Rochelle Bilal,Malika Rahman,Larry King Sr,Jewell Williams,1
Rochelle Bilal,52,0,0,0,1
Malika Rahman,,41,0,0,1
Larry King Sr,,,9,0,1
Jewell Williams,,,,3,1
Total,52,41,9,3,1
,Sheriff - Democrat,,,,2
,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,2
Rochelle Bilal,103,0,0,0,2
Malika Rahman,,58,0,0,2
Jewell Williams,,,14,0,2
Larry King Sr,,,,14,2
Total,103,58,14,14,2
,Sheriff - Democrat,,,,3
,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,3
Jewell Williams,45,0,0,0,3
Rochelle Bilal,,10,0,0,3
Malika Rahman,,,9,0,3
Larry King Sr,,,,3,3
Total,45,10,9,3,3
,Sheriff - Democrat,,,,4
,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,4
Rochelle Bilal,73,0,0,0,4
Malika Rahman,,45,0,0,4
Jewell Williams,,,13,0,4
Larry King Sr,,,,12,4
Total,73,45,13,12,4
,Sheriff - Democrat,,,,5
,Rochelle Bilal,Malika Rahman,Larry King Sr,Jewell Williams,5
Rochelle Bilal,78,0,0,0,5
Malika Rahman,,30,0,0,5
Larry King Sr,,,8,0,5
Jewell Williams,,,,4,5
Total,78,30,8,4,5
,Sheriff - Democrat,,,,6
,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,6
Rochelle Bilal,93,0,0,0,6
Malika Rahman,,21,0,0,6
Jewell Williams,,,14,0,6
Larry King Sr,,,,5,6
Total,93,21,14,5,6
,Sheriff - Democrat,,,,7
,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,7
Rochelle Bilal,93,0,0,0,7
Malika Rahman,,44,0,0,7
Jewell Williams,,,15,0,7
Larry King Sr,,,,8,7
Total,93,44,15,8,7
,Sheriff - Democrat,,,,8
,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,8
Rochelle Bilal,11,0,0,0,8
Malika Rahman,,6,0,0,8
Jewell Williams,,,5,0,8
Larry King Sr,,,,3,8
Total,11,6,5,3,8
,Sheriff - Democrat,,,,9
,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,9
Rochelle Bilal,114,0,0,0,9
Malika Rahman,,37,0,0,9
Jewell Williams,,,12,0,9
Larry King Sr,,,,4,9
Total,114,37,12,4,9
,Sheriff - Democrat,,,,10
,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,10
Rochelle Bilal,101,0,0,0,10
Malika Rahman,,29,0,0,10
Jewell Williams,,,15,0,10
Larry King Sr,,,,5,10
Total,101,29,15,5,10
,Sheriff - Democrat,,,,11
,Rochelle Bilal,Malika Rahman,Larry King Sr,Jewell Williams,11
Rochelle Bilal,93,0,0,0,11
Malika Rahman,,41,0,0,11
Larry King Sr,,,14,0,11
Jewell Williams,,,,12,11
Total,93,41,14,12,11
,Sheriff - Democrat,,,,12
,Rochelle Bilal,Malika Rahman,Larry King Sr,Jewell Williams,12
Rochelle Bilal,107,0,0,0,12
Malika Rahman,,46,0,0,12
Larry King Sr,,,14,0,12
Jewell Williams,,,,4,12
Total,107,46,14,4,12
,Sheriff - Democrat,,,,13
,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,13
Rochelle Bilal,33,0,0,0,13
Malika Rahman,,20,0,0,13
Jewell Williams,,,9,0,13
Larry King Sr,,,,6,13
Total,33,20,9,6,13
,Sheriff - Democrat,,,,14
,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,14
Rochelle Bilal,66,0,0,0,14
Malika Rahman,,36,0,0,14
Jewell Williams,,,13,0,14
Larry King Sr,,,,6,14
Total,66,36,13,6,14
,Sheriff - Democrat,,,,15
,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,15
Rochelle Bilal,46,0,0,0,15
Malika Rahman,,28,0,0,15
Jewell Williams,,,14,0,15
Larry King Sr,,,,3,15
Total,46,28,14,3,15
,Sheriff - Democrat,,,,16
,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,16
Rochelle Bilal,67,0,0,0,16
Malika Rahman,,42,0,0,16
Jewell Williams,,,15,0,16
Larry King Sr,,,,4,16
Total,67,42,15,4,16
,Sheriff - Democrat,,,,17
,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,17
Rochelle Bilal,107,0,0,0,17
Malika Rahman,,50,0,0,17
Jewell Williams,,,22,0,17
Larry King Sr,,,,3,17
Total,107,50,22,3,17
,Sheriff - Democrat,,,,18
,Malika Rahman,Rochelle Bilal,Jewell Williams,Larry King Sr,18
Malika Rahman,76,0,0,0,18
Rochelle Bilal,,66,0,0,18
Jewell Williams,,,15,0,18
Larry King Sr,,,,3,18
Total,76,66,15,3,18
